Source Name	Characteristics[Organism]	Term Source REF	Term Source Accession	Characteristics[Cell Line]	Term Source REF	Term Source Accession	Characteristics[Cell Cycle Phase]	Protocol REF	Protocol REF	Assay Name	Factor Value [Targeted Protein]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Symbol Synonyms]	Channels	Dataset Name	Image File Path	Image Name	Protocol REF	Processed Data File
JG_Cep152_gtub_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_018	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_019	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_020	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_020	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_020_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_021	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_021	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_021_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_022	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_022	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_022_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_023	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_024	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_025	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_025	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_025_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_027	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_027	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_027_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_028	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_030	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_030	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_030_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_031	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_031	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_031_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_032	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_032	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_032_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_033	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_033	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_033_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_034	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_034	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_034_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_035	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_035	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_035_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_036	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_036	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_036_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
JG_Cep152_gtub_039	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	JG_Cep152_gtub_039	CEP152 	ENSG00000103995	CEP152		525:CEP152; 615:TUBG1-N	CEP152 	CEP152/Cep152_gTub_20111105/	JG_Cep152_gtub_039_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1301_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1301_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1301_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1315_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1315_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1315_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1318_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1318_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1318_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1436_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1436_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1436_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1438_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1438_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1438_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1443_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1443_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1443_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1446_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1446_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1446_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
Ctrl_Cep192_Cent_20101014_Thu-1452_1	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	Ctrl_Cep192_Cent_20101014_Thu-1452_1	CEP192-M 	ENSG00000101639	CEP192		525:CEP192-M; 615:CENT2	CEP192-M 	CEP192-M/Cep192_Centrin_20101014/	Ctrl_Cep192_Cent_20101014_Thu-1452_1_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_001	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_002	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_003	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_005	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_006	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_006	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_006_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_007	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_007	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_008	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_008	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_009	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_009	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_009_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_012	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_012	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_012_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_013	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_013	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_013_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_015	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_016	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_016	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_016_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_017	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_019	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_020	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_020	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_020_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_022	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_022	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_022_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_023	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_025	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_025	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_025_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_026	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_026	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_026_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_027	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_027	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_027_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_028	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
CPAP_gtub_029	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	CPAP_gtub_029	CPAP 	ENSG00000151849	CENPJ	CPAP	525:CPAP; 615:TUBG1-N	CPAP 	CPAP/Cpap_gTub_20111215/	CPAP_gtub_029_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_001	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_002	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_006	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_006	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_006_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_007	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_007	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_007_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_010	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_010	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_010_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_011	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_012	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_012	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_012_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_013	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_013	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_013_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_015	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_016	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_016	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_016_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_017	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_017	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_017_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_018	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_018	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_018_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_019	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
