Plate	Well	Well Number	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Term Source 2 REF	Term Source 2 Accession	Replicate	Batch	Compound Name	Dose	Compound SMILES	"Compound MOA (from Ljosa et al, 2013)"	Control Type	Channels
Week7_34381	F9	69	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	forskolin	0.03 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	F10	70	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	forskolin	0.01 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	F11	71	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G2	74	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G3	75	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	30 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G4	76	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	10 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G5	77	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	3 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G6	78	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	1 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G7	79	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	0.3 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G8	80	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	0.1 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G9	81	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	0.03 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G10	82	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	arabinofuranosylcytosine	0.01 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34381	G11	83	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	3	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B2	14	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B3	15	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	10 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B4	16	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B5	17	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B6	18	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	0.3 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B7	19	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	0.1 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B8	20	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	0.03 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B9	21	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	0.01 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B10	22	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	AZ-N	0.003 micromolar				DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	B11	23	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C2	26	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C3	27	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	1 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C4	28	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	0.3 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C5	29	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	0.1 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C6	30	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	0.03 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C7	31	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	0.01 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C8	32	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	0.003 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C9	33	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	0.001 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C10	34	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	docetaxel	0.0003 micromolar	CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	C11	35	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D2	38	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D3	39	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	10 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D4	40	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	3 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O	Protein degradation		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D5	41	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	1 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D6	42	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	0.3 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D7	43	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	0.1 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O	Protein degradation		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D8	44	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	0.03 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D9	45	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	0.01 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D10	46	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	proteasome inhibitor I	0.003 micromolar	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	D11	47	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E2	50	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E3	51	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	100 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E4	52	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	30 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E5	53	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	10 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E6	54	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	3 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E7	55	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	1 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E8	56	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	0.3 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E9	57	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	0.1 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E10	58	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	puromycin	0.03 micromolar	CN(C)c1ncnc2c1ncn2C3OC(CO)C(N)C3O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	E11	59	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F2	62	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F3	63	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	30 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F4	64	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	10 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F5	65	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	3 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F6	66	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	1 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F7	67	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	0.3 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F8	68	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	0.1 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F9	69	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	0.03 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F10	70	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	forskolin	0.01 micromolar	CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]3(O)C(=O)C[C@@](C)(O[C@]13C)C=C			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	F11	71	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G2	74	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G3	75	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	30 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G4	76	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	10 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G5	77	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	3 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G6	78	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	1 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G7	79	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	0.3 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G8	80	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	0.1 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G9	81	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	0.03 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G10	82	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	arabinofuranosylcytosine	0.01 micromolar	NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34641	G11	83	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	1	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B2	14	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	DMSO				negative control	DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B3	15	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	1000 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B4	16	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	300 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B5	17	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	100 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B6	18	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	30 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B7	19	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	10 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B8	20	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	3 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B9	21	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	1 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B10	22	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	deoxymannojirimycin	0.3 micromolar	OC[C@@H]1NC[C@H](O)[C@@H](O)[C@@H]1O			DAPI:DNA;Phallodin:F-actin;B-tubulin
Week7_34661	B11	23	Homo sapiens	NCBITaxon	NCBITaxon_9606	MCF-7	EFO	EFO_0001203	2	Week7	taxol	0.3 micromolar	CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C	Microtubule stabilizers		DAPI:DNA;Phallodin:F-actin;B-tubulin
