Source Name	Characteristics [Organism]	Term Source REF	Term Source Accession	Characteristics[Organism Part]	Term Source REF	Term Source Accession	Characteristics[Sex]	Term Source REF	Term Source Accession	Characteristics[Individual]	Characteristics[Genotype]	Comment[Gene Identifier]	Comment[Gene Symbol]	Comment[Human Ortholog]	Comment[Human Ortholog Gene Symbol]	Protocol REF	Protocol REF	Assay Name	Factor Value[Organism Part]	Factor Value[Sex]	Factor Value[Individual]	Factor Value[Genotype]	DataSet Name	Image File	Channels	Comment [Image File Type]	Comment[Image File Path]	Protocol REF	Processed Data File
Eya4-14-434-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-gastrointestinal	gastrointestinal system	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-gastrointestinal	Eya4-14-434-gi - 2015-06-24 11.04.48.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-434-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-heart	heart	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-heart	Eya4-14-434-heart - 2015-06-24 10.34.24.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-434-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-knee	knee	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-knee	Eya4-14-434-knee - 2015-06-24 11.38.36.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-434-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-liver	liver	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-liver	Eya4-14-434-liver - 2015-06-24 10.17.55.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-434-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-lymph-node	lymph node	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-lymph-node	Eya4-14-434-LN - 2015-06-24 11.25.09.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-434-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-reproductive-female	reproductive system	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-reproductive-female	Eya4-14-434-reprof - 2015-06-24 11.17.49.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-434-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-salivary-gland	salivary gland	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-salivary-gland	Eya4-14-434-Sali - 2015-06-24 10.49.50.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-434-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Eya4-14-434	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-434-skin	skin	female	Eya4-14-434	Eya4 knockout	Eya4-14-434-skin	Eya4-14-434-skin - 2015-06-24 12.00.29.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-heart	heart	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-heart	Eya4-14-435--heart - 2015-06-24 12.32.47.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-brain	brain	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-brain	Eya4-14-435-brain - 2015-06-24 12.06.08.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-eye	eye	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-eye	Eya4-14-435-eye - 2015-06-24 13.51.36.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-gastrointestinal	gastrointestinal system	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-gastrointestinal	Eya4-14-435-gi - 2015-06-24 13.05.13.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-knee	knee	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-knee	Eya4-14-435-knee - 2015-06-24 13.38.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-liver	liver	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-liver	Eya4-14-435-liver - 2015-06-24 12.16.49.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-lymph-node	lymph node	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-lymph-node	Eya4-14-435-LN - 2015-06-24 13.30.54.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-reproductive-female	reproductive system	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-reproductive-female	Eya4-14-435-reprof - 2015-06-24 13.18.38.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-salivary-gland	salivary gland	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-salivary-gland	Eya4-14-435-Sali - 2015-06-24 12.48.30.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-435-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Eya4-14-435	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-435-skin	skin	female	Eya4-14-435	Eya4 knockout	Eya4-14-435-skin	Eya4-14-435-skin - 2015-06-24 13.58.31.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-brain	brain	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-brain	Eya4-14-436-brain - 2015-06-24 14.07.05.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-eye	eye	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-eye	Eya4-14-436-eye - 2015-06-24 15.42.24.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-gastrointestinal	gastrointestinal system	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-gastrointestinal	Eya4-14-436-gi - 2015-06-24 14.58.09.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-heart	heart	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-heart	Eya4-14-436-heart - 2015-06-24 14.26.30.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-knee	knee	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-knee	Eya4-14-436-knee - 2015-06-24 15.29.57.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-liver	liver	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-liver	Eya4-14-436-liver - 2015-06-24 14.16.55.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-lymph-node	lymph node	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-lymph-node	Eya4-14-436-LN - 2015-06-24 15.22.50.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-reproductive-female	reproductive system	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-reproductive-female	Eya4-14-436-reprof - 2015-06-24 15.12.47.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-salivary-gland	salivary gland	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-salivary-gland	Eya4-14-436-Sali - 2015-06-24 14.41.58.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Eya4-14-436-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	female	PATO	PATO_0000383	Eya4-14-436	Eya4 knockout	ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4	growth protocol	image aquistion and feature extraction protocol	Eya4-14-436-skin	skin	female	Eya4-14-436	Eya4 knockout	Eya4-14-436-skin	Eya4-14-436-skin - 2015-06-24 15.50.37.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Eya4-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-brain	brain	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-brain	Idh1-14-177-brain - 2015-06-20 15.12.53.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-eye	eye	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-eye	Idh1-14-177-eye - 2015-06-20 16.51.10.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-gastrointestinal	gastrointestinal system	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-gastrointestinal	Idh1-14-177-gi - 2015-06-20 16.05.32.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-heart	heart	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-heart	Idh1-14-177-heart - 2015-06-20 15.33.35.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-knee	knee	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-knee	Idh1-14-177-knee - 2015-06-20 16.38.06.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-liver	liver	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-liver	Idh1-14-177-liver - 2015-06-20 15.23.50.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-lymph-node	lymph node	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-lymph-node	Idh1-14-177-LN - 2015-06-20 16.32.39.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-reproductive-male	reproductive system	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-reproductive-male	Idh1-14-177-reprom - 2015-06-20 16.20.17.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-salivary-gland	salivary gland	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-salivary-gland	Idh1-14-177-Sali - 2015-06-20 15.46.29.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-177-skin	Mus musculus	NCBITaxon	NCBITaxon_10090	skin	EFO	EFO_0000962	male	PATO	PATO_0000384	Idh1-14-177	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-177-skin	skin	male	Idh1-14-177	Idh1 knockout	Idh1-14-177-skin	Idh1-14-177-skin - 2015-06-20 17.00.28.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-brain	brain	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-brain	Idh1-14-178-brain - 2015-06-20 09.12.13.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-eye	Mus musculus	NCBITaxon	NCBITaxon_10090	eye	UBERON	UBERON_0000970	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-eye	eye	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-eye	Idh1-14-178-eye - 2015-06-20 10.48.15.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-gastrointestinal	gastrointestinal system	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-gastrointestinal	Idh1-14-178-gi - 2015-06-20 10.05.10.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-heart	Mus musculus	NCBITaxon	NCBITaxon_10090	heart	UBERON	UBERON_0000948	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-heart	heart	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-heart	Idh1-14-178-heart - 2015-06-20 09.32.52.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-knee	Mus musculus	NCBITaxon	NCBITaxon_10090	knee	UBERON	UBERON_0001465	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-knee	knee	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-knee	Idh1-14-178-knee - 2015-06-20 10.33.56.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-liver	liver	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-liver	Idh1-14-178-liver - 2015-06-20 09.23.55.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-lymph-node	Mus musculus	NCBITaxon	NCBITaxon_10090	lymph node	UBERON	UBERON_0000029	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-lymph-node	lymph node	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-lymph-node	Idh1-14-178-LN - 2015-06-20 10.27.54.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-reproductive-female	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-reproductive-female	reproductive system	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-reproductive-female	Idh1-14-178-reprof - 2015-06-20 10.18.23.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
Idh1-14-178-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	female	PATO	PATO_0000383	Idh1-14-178	Idh1 knockout	ENSMUSG00000025950	Idh1	ENSG00000138413	IDH1	growth protocol	image aquistion and feature extraction protocol	Idh1-14-178-salivary-gland	salivary gland	female	Idh1-14-178	Idh1 knockout	Idh1-14-178-salivary-gland	Idh1-14-178-Sali - 2015-06-20 09.50.16.ndpi	RGB/grayscale	raw	/RawDataTCP-linesWP6final/Idh1-TCP/	data analysis protocol	idr0018-experimentA-processed.txt
