Plate	Well	Plate_Well	Experimental Condition [Compound]	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Control Type	Control Comments	Gene Hit for YAP Localization Inconsistent With Cell Shape	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
200973012[5184]_kinome_YAP_CD44	L13	200973012[5184]_kinome_YAP_CD44_L13		M-003235-05	8558	CDK10				yes	well														low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L14	200973012[5184]_kinome_YAP_CD44_L14		M-004162-02	23678	SGKL				yes	well								low Neighbor Fraction						low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	L15	200973012[5184]_kinome_YAP_CD44_L15		M-004689-00	23097	CDK11				yes	well														low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L16	200973012[5184]_kinome_YAP_CD44_L16		M-004674-01	11329	STK38				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	L17	200973012[5184]_kinome_YAP_CD44_L17		M-003236-04	1017	CDK2				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L18	200973012[5184]_kinome_YAP_CD44_L18		M-003313-03	23012	STK38L				yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	L19	200973012[5184]_kinome_YAP_CD44_L19		M-003237-01	1018	CDK3				yes	well	large cells													low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L2	200973012[5184]_kinome_YAP_CD44_L2		M-004671-01	6199	RPS6KB2				yes	well			large nuclei								low nuclear roundness			low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L20	200973012[5184]_kinome_YAP_CD44_L20				APEG1				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L21	200973012[5184]_kinome_YAP_CD44_L21		M-003238-02	1019	CDK4				yes	well					high nucleus/cell area											low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	L22	200973012[5184]_kinome_YAP_CD44_L22					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L3	200973012[5184]_kinome_YAP_CD44_L3		M-004685-01	65061	ALS2CR7				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness							
200973012[5184]_kinome_YAP_CD44	L4	200973012[5184]_kinome_YAP_CD44_L4		M-005371-02	26750	RPS6KC1				yes	well			large nuclei				high Neighbor Fraction		high local density					low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	L5	200973012[5184]_kinome_YAP_CD44_L5		M-004686-02	23552	CCRK			"yes, Low YAP Ratio+Low Level"	yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	L6	200973012[5184]_kinome_YAP_CD44_L6		M-005372-01	83694	RPS6KL1			"yes, Low YAP Ratio+Low Level"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	L7	200973012[5184]_kinome_YAP_CD44_L7		M-003224-03	983	CDC2			"yes, Low YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction						high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	L9	200973012[5184]_kinome_YAP_CD44_L9		M-004687-02	984	CDC2L1				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	M10	200973012[5184]_kinome_YAP_CD44_M10		M-003586-01	11184	MAP4K1				yes	well												doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	M12	200973012[5184]_kinome_YAP_CD44_M12		M-003587-01	5871	MAP4K2				yes	well	large cells											doughnut nuclei		low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	M13	200973012[5184]_kinome_YAP_CD44_M13		M-003125-02	2051	EPHB6				yes	well				small nuclei				low Neighbor Fraction				doughnut nuclei						
200973012[5184]_kinome_YAP_CD44	M14	200973012[5184]_kinome_YAP_CD44_M14		M-003588-02	8491	MAP4K3				yes	well		small cells		small nuclei				low Neighbor Fraction						low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973012[5184]_kinome_YAP_CD44	M15	200973012[5184]_kinome_YAP_CD44_M15		M-003126-04	2064	ERBB2				yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	M16	200973012[5184]_kinome_YAP_CD44_M16		M-003971-02	9448	MAP4K4				yes	well							high Neighbor Fraction		high local density									
200973012[5184]_kinome_YAP_CD44	M17	200973012[5184]_kinome_YAP_CD44_M17		M-003127-03	2065	ERBB3				yes	well														low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	M18	200973012[5184]_kinome_YAP_CD44_M18		M-003589-02	11183	MAP4K5				yes	well	large cells																	
200973012[5184]_kinome_YAP_CD44	M19	200973012[5184]_kinome_YAP_CD44_M19		M-003128-03	2066	ERBB4				yes	well														low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	M2	200973012[5184]_kinome_YAP_CD44_M2		M-003969-00	9064	MAP3K6				yes	well					high nucleus/cell area													
200973012[5184]_kinome_YAP_CD44	M20	200973012[5184]_kinome_YAP_CD44_M20		M-003555-04	5594	MAPK1			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	M21	200973012[5184]_kinome_YAP_CD44_M21		M-003129-02	2241	FER				yes	well					high nucleus/cell area				high local density				high total YAP/TAZ					
200973012[5184]_kinome_YAP_CD44	M3	200973012[5184]_kinome_YAP_CD44_M3		M-003120-03	2046	EPHA8				yes	well	large cells						high Neighbor Fraction											
200973012[5184]_kinome_YAP_CD44	M4	200973012[5184]_kinome_YAP_CD44_M4		M-003790-06	6885	MAP3K7				yes	well							high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973012[5184]_kinome_YAP_CD44	M5	200973012[5184]_kinome_YAP_CD44_M5		M-003121-02	2047	EPHB1				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	M6	200973012[5184]_kinome_YAP_CD44_M6		M-003511-03	1326	MAP3K8				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	M7	200973012[5184]_kinome_YAP_CD44_M7		M-003122-03	2048	EPHB2			"yes, Low YAP Ratio"	yes	well					high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	M8	200973012[5184]_kinome_YAP_CD44_M8		M-003585-03	4293	MAP3K9			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N10	200973012[5184]_kinome_YAP_CD44_N10		M-004940-00	8536	CAMK1				yes	well	large cells															low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N11	200973012[5184]_kinome_YAP_CD44_N11		M-003243-03	1025	CDK9			"yes, Low YAP Ratio"	yes	well		small cells	large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N13	200973012[5184]_kinome_YAP_CD44_N13		M-004323-01	8814	CDKL1			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N14	200973012[5184]_kinome_YAP_CD44_N14		M-004941-01	57172	CAMK1G				yes	well	large cells					low nucleus/cell area										low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N15	200973012[5184]_kinome_YAP_CD44_N15		M-004797-01	8999	CDKL2				yes	well							high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N16	200973012[5184]_kinome_YAP_CD44_N16		M-004942-00	815	CAMK2A				yes	well												doughnut nuclei						
200973012[5184]_kinome_YAP_CD44	N17	200973012[5184]_kinome_YAP_CD44_N17		M-004798-00	51265	CDKL3				yes	well											low nuclear roundness			low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973012[5184]_kinome_YAP_CD44	N18	200973012[5184]_kinome_YAP_CD44_N18		M-004943-04	816	CAMK2B				yes	well							high Neighbor Fraction											
200973012[5184]_kinome_YAP_CD44	N19	200973012[5184]_kinome_YAP_CD44_N19		M-004799-03	6792	CDKL5				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N20	200973012[5184]_kinome_YAP_CD44_N20		M-004042-02	817	CAMK2D				yes	well											low nuclear roundness	doughnut nuclei	high total YAP/TAZ					
200973012[5184]_kinome_YAP_CD44	N21	200973012[5184]_kinome_YAP_CD44_N21		M-004800-01	1195	CLK1				yes	well											low nuclear roundness	doughnut nuclei						
200973012[5184]_kinome_YAP_CD44	N3	200973012[5184]_kinome_YAP_CD44_N3		M-003239-01	1020	CDK5				yes	well														low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	N4	200973012[5184]_kinome_YAP_CD44_N4		M-005310-00	283629	C14ORF20				yes	well							high Neighbor Fraction							low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	N5	200973012[5184]_kinome_YAP_CD44_N5		M-003240-02	1021	CDK6				yes	well							high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N6	200973012[5184]_kinome_YAP_CD44_N6		M-003754-01	57761	TRIB3				yes	well							high Neighbor Fraction							low total YAP/TAZ				
200973012[5184]_kinome_YAP_CD44	N7	200973012[5184]_kinome_YAP_CD44_N7		M-003241-02	1022	CDK7				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction											
200973012[5184]_kinome_YAP_CD44	N8	200973012[5184]_kinome_YAP_CD44_N8		M-003633-01	10221	TRIB1				yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	N9	200973012[5184]_kinome_YAP_CD44_N9		M-003242-02	1024	CDK8			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	O10	200973012[5184]_kinome_YAP_CD44_O10		M-003594-02	5597	MAPK6				yes	well	large cells						high Neighbor Fraction											
200973012[5184]_kinome_YAP_CD44	O11	200973012[5184]_kinome_YAP_CD44_O11		M-003134-02	2264	FGFR4			"yes, Low YAP Ratio"	yes	well				small nuclei												low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	O12	200973012[5184]_kinome_YAP_CD44_O12		M-003514-04	5599	MAPK8				yes	well	large cells						high Neighbor Fraction											
200973012[5184]_kinome_YAP_CD44	O13	200973012[5184]_kinome_YAP_CD44_O13		M-003135-03	2268	FGR				yes	well		small cells							high local density			doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	O14	200973012[5184]_kinome_YAP_CD44_O14			9479	MAPK8IP1				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density									
200973012[5184]_kinome_YAP_CD44	O15	200973012[5184]_kinome_YAP_CD44_O15		M-003136-03	2321	FLT1				yes	well	large cells						high Neighbor Fraction											
200973012[5184]_kinome_YAP_CD44	O16	200973012[5184]_kinome_YAP_CD44_O16			23542	MAPK8IP2				yes	well							high Neighbor Fraction		high local density									
200973012[5184]_kinome_YAP_CD44	O17	200973012[5184]_kinome_YAP_CD44_O17		M-003137-02	2322	FLT3			"yes, Low YAP Ratio"	yes	well	large cells												high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	O18	200973012[5184]_kinome_YAP_CD44_O18			23162	MAPK8IP3			"yes, Low YAP Ratio"	yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	O19	200973012[5184]_kinome_YAP_CD44_O19		M-003138-02	2324	FLT4				yes	well			large nuclei				high Neighbor Fraction				low nuclear roundness		high total YAP/TAZ					
200973012[5184]_kinome_YAP_CD44	O2	200973012[5184]_kinome_YAP_CD44_O2		M-003972-03	5600	MAPK11			"yes, High YAP Ratio"	yes	well							high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973012[5184]_kinome_YAP_CD44	O20	200973012[5184]_kinome_YAP_CD44_O20		M-003521-04	5058	PAK1				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973012[5184]_kinome_YAP_CD44	O21	200973012[5184]_kinome_YAP_CD44_O21		M-003139-01	2444	FRK				yes	well												doughnut nuclei						
200973012[5184]_kinome_YAP_CD44	O3	200973012[5184]_kinome_YAP_CD44_O3		M-003130-01	2242	FES				yes	well	large cells		large nuclei				high Neighbor Fraction		high local density									
200973012[5184]_kinome_YAP_CD44	O4	200973012[5184]_kinome_YAP_CD44_O4		M-003590-03	6300	MAPK12			"yes, Low YAP Ratio"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	O7	200973012[5184]_kinome_YAP_CD44_O7		M-003132-04	2263	FGFR2				yes	well	large cells						high Neighbor Fraction								high YAP/TAZ ratio (mouse Santa Cruz)			
200973012[5184]_kinome_YAP_CD44	O8	200973012[5184]_kinome_YAP_CD44_O8		M-003593-04	5596	MAPK4				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200973012[5184]_kinome_YAP_CD44	O9	200973012[5184]_kinome_YAP_CD44_O9		M-003133-01	2261	FGFR3				yes	well							high Neighbor Fraction						high total YAP/TAZ					
200973013[5185]_kinome_YAP_TAZ	B10	200973013[5185]_kinome_YAP_TAZ_B10		M-003002-02	10000	AKT3				yes	well							high Neighbor Fraction							low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	B11	200973013[5185]_kinome_YAP_TAZ_B11				LOC91807				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density									
200973013[5185]_kinome_YAP_TAZ	B12	200973013[5185]_kinome_YAP_TAZ_B12		M-003814-04	8476	CDC42BPA				yes	well							high Neighbor Fraction							low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	B13	200973013[5185]_kinome_YAP_TAZ_B13		M-003516-02	9261	MAPKAPK2				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction											low YAP/TAZ ratio (rabbit Novus)
200973013[5185]_kinome_YAP_TAZ	B14	200973013[5185]_kinome_YAP_TAZ_B14		M-004075-02	9578	CDC42BPB				yes	well			large nuclei								low nuclear roundness	doughnut nuclei			high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	B15	200973013[5185]_kinome_YAP_TAZ_B15		M-005014-01	7867	MAPKAPK3				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	B16	200973013[5185]_kinome_YAP_TAZ_B16		M-004613-00	11113	CIT				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness					low YAP/TAZ ratio (mouse Santa Cruz)		
200973013[5185]_kinome_YAP_TAZ	B17	200973013[5185]_kinome_YAP_TAZ_B17		M-005015-00	8550	MAPKAPK5			"yes, High YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction		high local density					low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	B18	200973013[5185]_kinome_YAP_TAZ_B18		M-004637-01	1760	DMPK				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	B19	200973013[5185]_kinome_YAP_TAZ_B19		M-004259-03	4139	MARK1				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200973013[5185]_kinome_YAP_TAZ	B2	200973013[5185]_kinome_YAP_TAZ_B2		M-004325-02	156	ADRBK1				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density						high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	B20	200973013[5185]_kinome_YAP_TAZ_B20		M-004020-03	84930	MASTL				yes	well										low local density				low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	B22	200973013[5185]_kinome_YAP_TAZ_B22		M-003290-01	5347	PLK1	positive control	"checks for transfection, gives cell death phenotype"		yes	well		small cells	large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	B4	200973013[5185]_kinome_YAP_TAZ_B4		M-004326-02	157	ADRBK2				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200973013[5185]_kinome_YAP_TAZ	B5	200973013[5185]_kinome_YAP_TAZ_B5		M-004214-01	30811	HUNK				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			low YAP/TAZ ratio (rabbit Novus)
200973013[5185]_kinome_YAP_TAZ	B6	200973013[5185]_kinome_YAP_TAZ_B6		M-003000-03	207	AKT1				yes	well		small cells	large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei						
200973013[5185]_kinome_YAP_TAZ	B7	200973013[5185]_kinome_YAP_TAZ_B7		M-004779-03	23387	KIAA0999			"yes, Low YAP Ratio+Low Level"	yes	well		small cells						low Neighbor Fraction						low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200973013[5185]_kinome_YAP_TAZ	B8	200973013[5185]_kinome_YAP_TAZ_B8		M-003001-02	208	AKT2				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	C10	200973013[5185]_kinome_YAP_TAZ_C10		M-003266-03	28996	HIPK2				yes	well													high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200973013[5185]_kinome_YAP_TAZ	C11	200973013[5185]_kinome_YAP_TAZ_C11		M-004844-02	51347	JIK				yes	well	large cells													low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	C12	200973013[5185]_kinome_YAP_TAZ_C12		M-004810-02	10114	HIPK3				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density			doughnut nuclei						
200973013[5185]_kinome_YAP_TAZ	C13	200973013[5185]_kinome_YAP_TAZ_C13		M-004542-03	23043	TNIK				yes	well	large cells						high Neighbor Fraction											
200973013[5185]_kinome_YAP_TAZ	C14	200973013[5185]_kinome_YAP_TAZ_C14		M-004811-02	22858	ICK			"yes, High YAP Ratio"	yes	well															high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	C15	200973013[5185]_kinome_YAP_TAZ_C15		M-004846-03	57551	KIAA1361				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	C16	200973013[5185]_kinome_YAP_TAZ_C16		M-004813-01	4117	MAK				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	C18	200973013[5185]_kinome_YAP_TAZ_C18		M-004324-00	5602	MAPK10				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	C19	200973013[5185]_kinome_YAP_TAZ_C19		M-004861-03	50488	MINK				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei		low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200973013[5185]_kinome_YAP_TAZ	C2	200973013[5185]_kinome_YAP_TAZ_C2		M-004808-03	147746	HIPK4			"yes, High YAP Ratio"	yes	well															high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	C20	200973013[5185]_kinome_YAP_TAZ_C20		M-003512-06	1432	MAPK14				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	C21	200973013[5185]_kinome_YAP_TAZ_C21				MST4				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	C22	200973013[5185]_kinome_YAP_TAZ_C22		M-003290-01	5347	PLK1	positive control	"checks for transfection, gives cell death phenotype"		yes	well		small cells	large nuclei		high nucleus/cell area						low nuclear roundness			low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	C3	200973013[5185]_kinome_YAP_TAZ_C3		M-003601-02	5894	RAF1				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	C4	200973013[5185]_kinome_YAP_TAZ_C4		M-003009-01	2931	GSK3A				yes	well		small cells						low Neighbor Fraction							high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	C5	200973013[5185]_kinome_YAP_TAZ_C5		M-005306-02	55437	ALS2CR2				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	C7	200973013[5185]_kinome_YAP_TAZ_C7		M-003234-02	8317	CDC7				yes	well	large cells															low YAP/TAZ ratio (mouse Santa Cruz)		
200973013[5185]_kinome_YAP_TAZ	C8	200973013[5185]_kinome_YAP_TAZ_C8		M-004809-03	204851	HIPK1				yes	well													high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)	high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	C9	200973013[5185]_kinome_YAP_TAZ_C9		M-004843-01	80122	FLJ23074				yes	well													high total YAP/TAZ				high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	D10	200973013[5185]_kinome_YAP_TAZ_D10		M-004628-01	131890	GRK7				yes	well							high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	D11	200973013[5185]_kinome_YAP_TAZ_D11		M-005017-02	166614	MGC45428				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ				
200973013[5185]_kinome_YAP_TAZ	D12	200973013[5185]_kinome_YAP_TAZ_D12		M-004618-00	55351	STK32B				yes	well	large cells																	
200973013[5185]_kinome_YAP_TAZ	D13	200973013[5185]_kinome_YAP_TAZ_D13		M-005348-00	83931	MGC4796				yes	well				small nuclei				low Neighbor Fraction		low local density							high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	D14	200973013[5185]_kinome_YAP_TAZ_D14		M-004632-00	9113	LATS1			"yes, High YAP Ratio"	yes	well	large cells					low nucleus/cell area				low local density					high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	D15	200973013[5185]_kinome_YAP_TAZ_D15		M-005349-02	79012	MGC8407				yes	well	large cells		large nuclei				high Neighbor Fraction					doughnut nuclei						
200973013[5185]_kinome_YAP_TAZ	D16	200973013[5185]_kinome_YAP_TAZ_D16		M-003865-02	26524	LATS2				yes	well	large cells						high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	D17	200973013[5185]_kinome_YAP_TAZ_D17		M-004879-02	8569	MKNK1				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction				low nuclear roundness			low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200973013[5185]_kinome_YAP_TAZ	D18	200973013[5185]_kinome_YAP_TAZ_D18		M-004633-01	23139	MAST2				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	D19	200973013[5185]_kinome_YAP_TAZ_D19		M-004908-02	2872	MKNK2				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200973013[5185]_kinome_YAP_TAZ	D2	200973013[5185]_kinome_YAP_TAZ_D2		M-004624-00	124923	FLJ25006				yes	well							high Neighbor Fraction											
200973013[5185]_kinome_YAP_TAZ	D20	200973013[5185]_kinome_YAP_TAZ_D20		M-003017-02	5170	PDPK1				yes	well							high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	D21	200973013[5185]_kinome_YAP_TAZ_D21		M-005351-05	4638	MYLK				yes	well	large cells		large nuclei							low local density	low nuclear roundness	doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200973013[5185]_kinome_YAP_TAZ	D22	200973013[5185]_kinome_YAP_TAZ_D22		M-003290-01	5347	PLK1	positive control	"checks for transfection, gives cell death phenotype"		yes	well		small cells	large nuclei		high nucleus/cell area						low nuclear roundness			low total YAP/TAZ			high YAP/TAZ ratio (rabbit Novus)	
200973013[5185]_kinome_YAP_TAZ	D3	200973013[5185]_kinome_YAP_TAZ_D3		M-003517-03	4140	MARK3				yes	well													high total YAP/TAZ					
200973013[5185]_kinome_YAP_TAZ	D4	200973013[5185]_kinome_YAP_TAZ_D4		M-004625-01	2868	GRK4				yes	well			large nuclei								low nuclear roundness							
