Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Term Source 2 REF	Term Source 2 Accession	Characteristics [Sex]	Term Source 3 REF	Term Source 3 Accession	Characteristics [Age]	Characteristics [Individual]	Characteristics [Organism Part]	Characteristics [Clinical Information]	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Individual]	Experimental Condition [Treatment Timepoint]	Experimental Condition [Treatment]	Experimental Condition [Sampling Timepoint]	Experimental Condition [Treatment Timepoint]_Experimental Condition [Treatment]	Dataset Name	Comment [Raw Data Capture]	Comment [Field]	Image File	Channels	Comment [Image File Type]	Comment [Image File Path]	Protocol REF	Processed Data File
mouse 49	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 49	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	mouse 49	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	part 2 of 2	1	Pos 00_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 3/mouse 49/day 6-3/processed 4D stacks/140922_13-02-44/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 49	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 49	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	mouse 49	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	part 2 of 2	2	Pos 01_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 3/mouse 49/day 6-3/processed 4D stacks/140922_13-02-44/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 49	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 49	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	mouse 49	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	part 2 of 2	3	Pos 02_all Ch_all TP_registered.tif	RGB	processed	/treatment start day 3/mouse 49/day 6-3/processed 4D stacks/140922_13-02-44/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 49	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 49	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	mouse 49	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse49	part 2 of 2	4	Pos 03_all Ch_all TP_registered.tif	RGB	processed	/treatment start day 3/mouse 49/day 6-3/processed 4D stacks/140922_13-02-44/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	1	3.57.6-3.140922_15-20-05.00.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 57/day 6-3/time lapse/140922_15-20-05/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	2	3.57.6-3.140922_15-20-05.01.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 57/day 6-3/time lapse/140922_15-20-05/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	3	3.57.6-3.140922_15-20-05.02.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 57/day 6-3/time lapse/140922_15-20-05/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	4	3.57.6-3.140922_15-20-05.03.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 57/day 6-3/time lapse/140922_15-20-05/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	1	Pos 00_all Ch_all TP.tif	RGB	processed	/treatment start day 3/mouse 57/day 6-3/processed 4D stack/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	2	Pos 01_all Ch_all TP.tif	RGB	processed	/treatment start day 3/mouse 57/day 6-3/processed 4D stack/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	3	Pos 02_all Ch_all TP.tif	RGB	processed	/treatment start day 3/mouse 57/day 6-3/processed 4D stack/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 57	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 57	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	mouse 57	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse57	part 1 of 1	4	Pos 03_all Ch_all TP.tif	RGB	processed	/treatment start day 3/mouse 57/day 6-3/processed 4D stack/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	1	3.64.6-3.NONE.00.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 6-3/time lapse/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	2	3.64.6-3.NONE.01.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 6-3/time lapse/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	3	3.64.6-3.NONE.02.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 6-3/time lapse/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	4	3.64.6-3.NONE.03.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 6-3/time lapse/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	5	3.64.6-3.NONE.04.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 6-3/time lapse/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	1	Pos 00_all Ch_TP 0-65_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 6-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	2	Pos 01_all Ch_TP 0-65_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 6-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	3	Pos 02_all Ch_TP 0-65.tif	RGB	processed	/treatment start day 3/mouse 64/day 6-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	4	Pos 03_all Ch_TP 0-65_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 6-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse64	part 1 of 1	5	Pos 04_all Ch_TP 0-65_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 6-3/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	1	3.65.6-3.141020_15-39-00.00.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	2	3.65.6-3.141020_15-39-00.01.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	3	3.65.6-3.141020_15-39-00.02.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	4	3.65.6-3.141020_15-39-00.03.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	5	3.65.6-3.141020_15-39-00.04.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	1	Pos 00_all Ch_TP 0-36_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	2	Pos 01_all Ch_TP 0-36_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	3	Pos 02_all Ch_TP 0-36_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	4	Pos 03_all Ch_TP 0-36_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 1 of 2	5	Pos 04_all Ch_TP 0-36_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_15-39-00/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	1	3.65.6-3.141020_17-15-07.00.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
