Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Age],Characteristics [Individual],Characteristics [Organism Part],Characteristics [Clinical Information],Experimental Condition [Individual],Experimental Condition [Treatment Timepoint],Experimental Condition [Treatment],Experimental Condition [Sampling Timepoint],Comment [Raw Data Capture],Comment [Field],Channels,Comment [Image File Type],Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name,Phenotype 5 Term Accession,Phenotype 6,Phenotype 7,Phenotype 8
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,3.65.6-3.141020_17-15-07.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,1,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,3.65.6-3.141020_17-15-07.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,2,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,3.65.6-3.141020_17-15-07.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,3,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,3.65.6-3.141020_17-15-07.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,4,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,3.65.6-3.141020_17-15-07.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,5,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 00_all Ch_TP 0-36_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 2,1,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 01_all Ch_TP 0-36_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 2,2,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 02_all Ch_TP 0-36_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 2,3,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 03_all Ch_TP 0-36_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 2,4,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 04_all Ch_TP 0-36_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 2,5,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 00_all Ch_TP 0-42_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,1,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 01_all Ch_TP 0-42_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,2,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 02_all Ch_TP 0-42_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,3,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 03_all Ch_TP 0-42_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,4,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65,Pos 04_all Ch_TP 0-42_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 2 of 2,5,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,3.64.9-6.141023_12-21-30.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,1,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,3.64.9-6.141023_12-21-30.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,2,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,3.64.9-6.141023_12-21-30.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,3,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,3.64.9-6.141023_12-21-30.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,4,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,3.64.9-6.141023_12-21-30.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,5,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,Pos 00_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,1,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,Pos 01_all Ch_all TP_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,2,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,Pos 02_all Ch_all TP_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,3,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,Pos 03_all Ch_all TP_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,4,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64,Pos 04_all Ch_all TP_registered_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 64,tumor,OVA expressing tumor,mouse 64,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,5,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,3.65.9-6.141023_15-45-09.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,1,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,3.65.9-6.141023_15-45-09.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,2,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,3.65.9-6.141023_15-45-09.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,3,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,3.65.9-6.141023_15-45-09.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,4,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,3.65.9-6.141023_15-45-09.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,5,"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,Pos 00_all Ch_all TP_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,1,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,Pos 01_all Ch_all TP_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,2,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,Pos 02_all Ch_all TP_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,3,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
