Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Characteristics [Genotype]	Characteristics [Genomic Separation Of Operators]	Characteristics [Cell Identifier]	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Genomic Separation Of Operators]	Experimental Condition [Cell Identifier]	Channels	Dataset Name	Image File Path	Image Name	Comment [Associated File]	Comment [Image File Type]
DD1407_dd_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_dd_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_dd_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/dd_lower_ALX.dv	dd_lower_ALX.dv		derived
DD1407_e_upper_h_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_e_upper_h_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_e_upper_h_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/e_upper_h_lower.dv	e_upper_h_lower.dv	e_upper_h_lower.log	raw
DD1407_e_upper_h_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_e_upper_h_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_e_upper_h_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/e_upper_h_lower_ALX.dv	e_upper_h_lower_ALX.dv		derived
DD1407_f_upper_d_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_f_upper_d_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_f_upper_d_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/f_upper_d_lower.dv	f_upper_d_lower.dv	f_upper_d_lower.log	raw
DD1407_f_upper_d_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_f_upper_d_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_f_upper_d_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/f_upper_d_lower_ALX.dv	f_upper_d_lower_ALX.dv		derived
DD1407_ff_upper_ee_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ff_upper_ee_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ff_upper_ee_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/ff_upper_ee_lower.dv	ff_upper_ee_lower.dv	ff_upper_ee_lower.log	raw
DD1407_ff_upper_ee_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ff_upper_ee_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ff_upper_ee_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/ff_upper_ee_lower_ALX.dv	ff_upper_ee_lower_ALX.dv		derived
DD1407_g_upper_c_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_g_upper_c_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_g_upper_c_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/g_upper_c_lower.dv	g_upper_c_lower.dv	g_upper_c_lower.log	raw
DD1407_g_upper_c_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_g_upper_c_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_g_upper_c_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/g_upper_c_lower_ALX.dv	g_upper_c_lower_ALX.dv		derived
DD1407_gg_upper_cc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_gg_upper_cc_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_gg_upper_cc_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/gg_upper_cc_lower.dv	gg_upper_cc_lower.dv	gg_upper_cc_lower.log	raw
DD1407_gg_upper_cc_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_gg_upper_cc_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_gg_upper_cc_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/gg_upper_cc_lower_ALX.dv	gg_upper_cc_lower_ALX.dv		derived
DD1407_i_upper_a_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_i_upper_a_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_i_upper_a_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/i_upper_a_lower.dv	i_upper_a_lower.dv	i_upper_a_lower.log	raw
DD1407_i_upper_a_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_i_upper_a_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_i_upper_a_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/i_upper_a_lower_ALX.dv	i_upper_a_lower_ALX.dv		derived
DD1407_ii_upper_hh_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ii_upper_hh_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ii_upper_hh_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/ii_upper_hh_lower.dv	ii_upper_hh_lower.dv	ii_upper_hh_lower.log	raw
DD1407_ii_upper_hh_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ii_upper_hh_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ii_upper_hh_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/ii_upper_hh_lower_ALX.dv	ii_upper_hh_lower_ALX.dv		derived
DD1407_k_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_k_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_k_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/k_upper.dv	k_upper.dv	k_upper.log	raw
DD1407_k_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_k_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_k_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/k_upper_ALX.dv	k_upper_ALX.dv		derived
DD1407_kk_upper_mm_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_kk_upper_mm_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_kk_upper_mm_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/kk_upper_mm_lower.dv	kk_upper_mm_lower.dv	kk_upper_mm_lower.log	raw
DD1407_kk_upper_mm_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_kk_upper_mm_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_kk_upper_mm_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/kk_upper_mm_lower_ALX.dv	kk_upper_mm_lower_ALX.dv		derived
DD1407_ll_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ll_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ll_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/ll_lower.dv	ll_lower.dv	ll_lower.log	raw
DD1407_ll_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ll_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ll_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/ll_lower_ALX.dv	ll_lower_ALX.dv		derived
DD1407_m_upper_s_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_m_upper_s_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_m_upper_s_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/m_upper_s_lower_ALX.dv	m_upper_s_lower_ALX.dv		derived
DD1407_n_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_n_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_n_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/n_upper_ALX.dv	n_upper_ALX.dv		derived
DD1407_o_upper_q_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_o_upper_q_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_o_upper_q_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/o_upper_q_lower.dv	o_upper_q_lower.dv	o_upper_q_lower.log	raw
DD1407_o_upper_q_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_o_upper_q_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_o_upper_q_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/o_upper_q_lower_ALX.dv	o_upper_q_lower_ALX.dv		derived
DD1407_oo_upper_nn_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_oo_upper_nn_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_oo_upper_nn_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/oo_upper_nn_lower.dv	oo_upper_nn_lower.dv	oo_upper_nn_lower.log	raw
DD1407_oo_upper_nn_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_oo_upper_nn_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_oo_upper_nn_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/oo_upper_nn_lower_ALX.dv	oo_upper_nn_lower_ALX.dv		derived
DD1407_p_upper_l_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_p_upper_l_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_p_upper_l_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/p_upper_l_lower.dv	p_upper_l_lower.dv	p_upper_l_lower.log	raw
DD1407_p_upper_l_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_p_upper_l_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_p_upper_l_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/p_upper_l_lower_ALX.dv	p_upper_l_lower_ALX.dv		derived
DD1407_pp_upper_jj_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_pp_upper_jj_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_pp_upper_jj_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/pp_upper_jj_lower.dv	pp_upper_jj_lower.dv	pp_upper_jj_lower.log	raw
DD1407_pp_upper_jj_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_pp_upper_jj_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_pp_upper_jj_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/pp_upper_jj_lower_ALX.dv	pp_upper_jj_lower_ALX.dv		derived
DD1407_qq_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_qq_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_qq_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/qq_upper.dv	qq_upper.dv	qq_upper.log	raw
DD1407_qq_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_qq_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_qq_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/qq_upper_ALX.dv	qq_upper_ALX.dv		derived
DD1407_r_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_r_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_r_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/r_upper.dv	r_upper.dv	r_upper.log	raw
DD1407_r_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_r_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_r_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/r_upper_ALX.dv	r_upper_ALX.dv		derived
DD1407_t_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_t_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_t_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/t_lower_ALX.dv	t_lower_ALX.dv		derived
DD1407_tt_upper_ss_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_tt_upper_ss_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_tt_upper_ss_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/tt_upper_ss_lower.dv	tt_upper_ss_lower.dv	tt_upper_ss_lower.log	raw
DD1407_tt_upper_ss_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_tt_upper_ss_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_tt_upper_ss_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/tt_upper_ss_lower_ALX.dv	tt_upper_ss_lower_ALX.dv		derived
DD1407_u_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_u_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_u_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/u_upper_ALX.dv	u_upper_ALX.dv		derived
DD1407_v_upper_j_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_v_upper_j_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_v_upper_j_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/v_upper_j_lower.dv	v_upper_j_lower.dv	v_upper_j_lower.log	raw
DD1407_v_upper_j_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_v_upper_j_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_v_upper_j_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/v_upper_j_lower_ALX.dv	v_upper_j_lower_ALX.dv		derived
DD1407_vv_upper_yy_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_vv_upper_yy_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_vv_upper_yy_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/vv_upper_yy_lower.dv	vv_upper_yy_lower.dv	vv_upper_yy_lower.log	raw
DD1407_vv_upper_yy_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_vv_upper_yy_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_vv_upper_yy_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/vv_upper_yy_lower_ALX.dv	vv_upper_yy_lower_ALX.dv		derived
DD1407_w_upper	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_w_upper	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_w_upper	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/w_upper_ALX.dv	w_upper_ALX.dv		derived
DD1407_ww_upper_uu_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ww_upper_uu_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ww_upper_uu_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/ww_upper_uu_lower.dv	ww_upper_uu_lower.dv	ww_upper_uu_lower.log	raw
DD1407_ww_upper_uu_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_ww_upper_uu_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_ww_upper_uu_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/ww_upper_uu_lower_ALX.dv	ww_upper_uu_lower_ALX.dv		derived
DD1407_x_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_x_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_x_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/x_lower.dv	x_lower.dv	x_lower.log	raw
DD1407_x_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_x_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_x_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/x_lower_ALX.dv	x_lower_ALX.dv		derived
DD1407_xx_upper_zz_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_xx_upper_zz_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_xx_upper_zz_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/xx_upper_zz_lower.dv	xx_upper_zz_lower.dv	xx_upper_zz_lower.log	raw
DD1407_xx_upper_zz_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_xx_upper_zz_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_xx_upper_zz_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/xx_upper_zz_lower_ALX.dv	xx_upper_zz_lower_ALX.dv		derived
DD1407_z_upper_y_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_z_upper_y_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_z_upper_y_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./RawVideos/Colocalising/z_upper_y_lower.dv	z_upper_y_lower.dv	z_upper_y_lower.log	raw
DD1407_z_upper_y_lower	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	DD1407	TetO between UBP10 and MRPL19	Colocalising	DD1407_z_upper_y_lower	growth protocol	image aquistion and feature extraction protocol	Colocalising	Colocalising	DD1407_z_upper_y_lower	mCherry: operator 1; GFP: operator 2	Colocalising	./ProcessedVideos/Colocalising/z_upper_y_lower_ALX.dv	z_upper_y_lower_ALX.dv		derived
