ORF Identifier	Gene Identifier	Gene Symbol	Scored As Nuclear Foci At Initial Stage	Subcellular Localization Based On Secondary Screening	Scored Subcellular Localization By Secondary Screening	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8
55821	170384	FUT11	no	no											
54603	170392	OIT3	no	no											
2481	170393	C10orf91	no	no											
14541	170394	PWWP2B	no	no											
3365	170463	SSBP4	no	no											
2175	170506	DHX36	no	no											
56280	170572	HTR3C	no	no											
11373	170575	GIMAP1	no	no											
54080	170622	COMMD6	no	no											
14818	170626	XAGE3	no	no											
11399	170685	NUDT10	no	no											
11752	170685	NUDT10	no	no											
53050	170689	ADAMTS15	no	no											
10880	170692	ADAMTS18	no	no											
11182	170712	COX7B2	no	no											
14461	170850	KCNG3	no	no											
12230	170954	KIAA1949	no	no											
11839	171017	ZNF384	no	no											
55420	171177	RHOV	no	no											
8044	171425	CLYBL	no	no											
53625	171482	FAM9A	no	no											
55939	171484	FAM9C	no	no											
5659	171489	SPANXE	no	no											
7548	171546	C14orf147	no	no											
7553	171546	C14orf147	no	no											
13873	171558	PTCRA	no	no											
6204	171586	ABHD3	no	no											
52734	192134	B3GNT6	no	no											
55281	192137	RBMS1	no	no											
11034	192669	EIF2C3	no	no											
8116	192683	SCAMP5	no	no											
54324	195828	ZNF367	no	no											
55122	196051	PPAPDC1A	no	no											
13215	196074	METT5D1	no	no											
53857	196264	MPZL3	no	no											
6125	196383	RILPL2	no	no											
56359	196403	DTX3	no	no											
509	196410	METTL7B	no	no											
9155	196441	ZFC3H1	no	no											
14344	196441	ZFC3H1	no	no											
2221	196472	FAM71C	no	no											
1323	196477	C12orf12	no	no											
6860	196483	FAM86A	no	no											
10187	196500	C12orf53	no	no											
10517	196513	DCP1B	no	no											
54970	196541	C13orf39	no	no											
1951	196549	EEF1DP3	no	no											
9777	196743	PAOX	no	no											
7574	196872	MGC23270	no	no											
54229	196883	ADCY4	no	no											
10734	196951	C15orf33	no	no											
55182	197131	UBR1	no	no											
2607	197196	TMEM148	no	no											
11654	197257	LDHD	no	no											
9983	197258	FUK	no	no											
9490	197259	MLKL	no	no											
56817	197320	ZNF778	no	no											
14262	197336	WDR90	no	no											
8114	199221	DZIP1L	no	no											
12095	199223	TTC21A	no	no											
56891	199223	TTC21A	no	no											
55317	199692	ZNF627	no	no											
8681	199704	ZNF585A	no	no											
14271	199704	ZNF585A	no	no											
56198	199713	NLRP7	no	no											
2038	199720	GGN	no	no											
14662	199745	THAP8	no	no											
55619	199745	THAP8	no	no											
1908	199746	U2AF1L4	no	no											
8128	199775	ZNF99	no	no											
5765	199777	ZNF626	no	no											
53626	199834	LCE4A	no	no											
6930	199857	ALG14	no	no											
8344	199870	FAM76A	no	no											
55327	199953	TMEM201	no	no											
8490	199964	TMEM61	no	no											
52595	199990	C1orf86	no	no											
768	200014	CC2D1B	no	no											
5183	200014	CC2D1B	no	no											
53353	200030	NBPF11	no	no											
15001	200081	TXLNA	no	no											
52743	200081	TXLNA	no	no											
56618	200095	DNAH14	no	no											
52635	200132	TCTEX1D1	no	no											
52755	200150	PLD5	no	no											
8517	200185	KRTCAP2	no	no											
13355	200185	KRTCAP2	no	no											
56459	200197	C1orf126	no	no											
54102	200261	LOC200261	no	no											
800	200316	APOBEC3D	no	no											
11160	200316	APOBEC3F	no	no											
12033	200316	APOBEC3G	no	no											
1061	200383	DNAH6	no	no											
1490	200403	VWA3B	no	no											
7636	200420	ALMS1P	no	no											
2581	200424	TET3	no	no											
2194	200523	C2orf51	no	no											
52849	200539	ANKRD23	no	no											
11214	200558	APLF	no	no											
9671	200576	PIKFYVE	no	no											
10656	200728	TMEM17	no	no											
54640	200734	SPRED2	no	no											
12121	200765	TIGD1	no	no											
14961	200810	ALG1L	no	no											
12316	200879	LIPH	no	no											
52802	200894	ARL13B	no	no											
10722	200895	DHFRL1	no	no											
52811	200909	HTR3D	no	no											
2235	200931	OSTalpha	no	no											
9382	200942	KLHDC8B	no	no											
9354	200958	MUC20	no	no											
11432	200958	MUC20	no	no											
56697	201134	CCDC46	no	no											
576	201158	FAM18B2	no	no											
7588	201163	FLCN	no	no											
56051	201176	ARHGAP27	no	no											
15010	201181	ZNF385C	no	no											
55686	201191	SAMD14	no	no											
55512	201243	C17orf74	no	no											
6492	201254	STRA13	no	no											
7299	201255	LRRC45	no	no											
9913	201266	SLC39A11	no	no											
14343	201283	AMZ2P1	no	no											
1002	201292	TRIM65	no	no											
13745	201294	UNC13D	no	no											
1964	201299	RDM1	no	no											
56217	201299	RDM1	no	no											
12589	201305	SPNS3	no	no											
2224	201456	FBXO15	no	no											
10939	201562	PTPLB	no	no											
9171	201595	STT3B	no	no											
2323	201627	FAM116A	no	no											
52756	201633	TIGIT	no	no											
55593	201725	C4orf46	no	no											
10510	201798	TIGD4	no	no											
10793	201799	TMEM154	no	no											
11206	201853		no	no											
5691	201895	C4orf34	no	no											
8064	201931	TMEM192	no	no											
221	201965	RWDD4A	no	no											
14434	201965	RWDD4A	no	no											
12588	202052	DNAJC18	no	no											
7425	202374	STK32A	no	no											
12790	202459	OSTCL	no	no											
1747	202500	TCTE1	no	no											
7778	202865	C7orf33	no	no											
2505	202915	TMEM184A	no	no											
8786	203054	ADCK5	no	no											
53699	203062	TSNARE1	no	no											
54550	203062	TSNARE1	no	no											
3825	203068	TUBB	no	no											
14788	203068	TUBB	no	no											
55061	203076	C8orf74	no	no											
1574	203102	ADAM32	no	no											
1636	203102	ADAM32	no	no											
53382	203190	LGI3	no	no											
52926	203197	C9orf91	no	no											
14534	203228	C9orf72	no	no											
7903	203245	NAIF1	no	no											
12640	203260	CCDC107	no	no											
6546	203286	ANKS6	no	no											
12228	203286	ANKS6	no	no											
1347	203328	SUSD3	no	no											
8123	203427	SLC25A43	no	no											
8268	203429	NCRNA00246B	no	no											
14913	203522	DDX26B	no	no											
10819	203523	ZNF449	no	no											
14785	203523	ZNF449	no	no											
56001	203547	VMA21	no	no											
2260	203562	TMEM31	no	no											
13331	203569	PAGE2	no	no											
54797	203611	CDY2B	no	no											
13301	204010	RPSAP52	no	no											
1349	204219	LASS3	no	no											
1626	204219	LASS3	no	no											
15042	204474	PDILT	no	no											
2070	204851	HIPK1	no	no											
1914	204962	SLC44A5	no	no											
55383	204962	SLC44A5	no	no											
53627	205147	FAM123C	no	no											
1704	205327	C2orf69	no	no											
1993	205428	C3orf58	no	no											
1452	205564	SENP5	no	no											
14136	206338	AQPEP	no	no											
55648	206338	AQPEP	no	no											
55890	206338	AQPEP	no	no											
1539	206426	PIP5K1P1	no	no											
9690	207063	DHRSX	no	no											
55979	219293	ATAD3C	no	no											
1595	219333	USP12	no	no											
54136	219348	PLAC9	no	no											
11621	219402	MTIF3	no	no											
479	219404	POLR1D	no	no											
55994	219437	OR5L1	no	no											
9197	219541	MED19	no	no											
1620	219557	C7orf62	no	no											
10579	219621	C10orf107	no	no											
1728	219654	ZCCHC24	no	no											
1593	219670	ENKUR	no	no											
2228	219681	ARMC3	no	no											
12036	219736	STOX1	no	no											
53312	219736	STOX1	no	no											
96	219738	C10orf35	no	no											
2074	219749	ZNF25	no	no											
8781	219790	RTKN2	no	no											
8249	219833	C11orf45	no	no											
222	219844	HYLS1	no	no											
54962	219854	TMEM218	no	no											
13686	219855	SLC37A2	no	no											
13764	219855	SLC37A2	no	no											
53163	219899	TBCEL	no	no											
56577	219899	TBCEL	no	no											
13321	219927	MRPL21	no	no											
466	219928	MRGPRF	no	no											
13347	219938	SPATA19	no	no											
7518	219970	GLYATL2	no	no											
7556	219970	GLYATL2	no	no											
53465	219972	MPEG1	no	no											
52961	219988	PATL1	no	no											
10457	219990	PLAC1L	no	no											
9289	219995	MS4A15	no	no											
6989	220002	CYBASC3	no	no											
2167	220042	C11orf82	no	no											
9372	220047	CCDC83	no	no											
1611	220082	SPERT	no	no											
8679	220108	FAM124A	no	no											
11552	220108	FAM124A	no	no											
230	220134	SKA1	no	no											
1573	220136	CCDC11	no	no											
7329	220164	DOK6	no	no											
10076	220202	ATOH7	no	no											
53705	220296	HEPACAM	no	no											
11592	220323	OAF	no	no											
11111	220388	CCDC89	no	no											
7888	220686	PI4KAP2	no	no											
1496	220766	CEP170L	no	no											
14510	220869	CBWD5	no	no											
54427	220963	SLC16A9	no	no											
54899	220963	SLC16A9	no	no											
2040	220965	FAM13C	no	no											
12261	220965	FAM13C	no	no											
1588	220972	MARCH8	no	no											
54669	220979	C10orf25	no	no											
1220	221002	RASGEF1A	no	no											
1396	221016	CCDC7	no	no											
14551	221035	REEP3	no	no											
1116	221044	UCMA	no	no											
8538	221060	C10orf111	no	no											
53051	221061	FAM171A1	no	no											
54160	221074	SLC39A12	no	no											
55374	221074	SLC39A12	no	no											
10139	221078	NSUN6	no	no											
11905	221091	LRRN4CL	no	no											
8615	221120	ALKBH3	no	no											
14303	221120	ALKBH3	no	no											
55713	221120	ALKBH3	no	no											
1173	221143	N6AMT2	no	no											
6057	221150	SKA3	no	no											
10761	221150	SKA3	no	no											
1453	221154	EFHA1	no	no											
2197	221154	EFHA1	no	no											
52990	221178	SPATA13	no	no											
11891	221184	CPNE2	no	no											
9654	221188	GPR114	no	no											
55993	221261	CCDC162	no	no											
56456	221262	CCDC162	no	no											
1335	221264	AKD1	no	no											
7382	221294	NT5DC1	no	no											
10801	221301	FAM26D	no	no											
765	221302	ZUFSP	no	no											
53224	221391	OPN5	no	no											
54274	221391	OPN5	no	no											
52731	221409	SPATS1	no	no											
10014	221416	C6orf223	no	no											
2150	221421	RSPH9	no	no											
1699	221458	KIF6	no	no											
54144	221458	KIF6	no	no											
2053	221468	TMEM217	no	no											
9367	221468	TMEM217	no	no											
11850	221472	FGD2	no	no											
14799	221472	FGD2	no	no											
9911	221476	PI16	no	no											
13262	221476	PI16	no	no											
52894	221477	C6orf89	no	no											
7677	221504	ZBTB9	no	no											
12468	221545	C6orf136	no	no											
14828	221613	HIST1H2AA	no	no											
1892	221687	RNF182	no	no											
9510	221718	C6orf218	no	no											
9435	221786	FAM200A	no	no											
54522	221786	FAM200A	no	no											
54627	221830	TWISTNB	no	no											
8415	221914	GPC2	no	no											
7570	221927	C7orf27	no	no											
14528	221938	MMD2	no	no											
6920	221960	C7orf28B	no	no											
1780	222008	VSTM2A	no	no											
10959	222068	TMED4	no	no											
11888	222068	TMED4	no	no											
8476	222171	PRR15	no	no											
10832	222194	RSBN1L	no	no											
54146	222223	KIAA1324L	no	no											
9676	222229	LRWD1	no	no											
8531	222234	FAM185A	no	no											
2236	222235	FBXL13	no	no											
14437	222236	NAPEPLD	no	no											
1690	222255	ATXN7L1	no	no											
53122	222256	CDHR3	no	no											
9342	222389	BEND7	no	no											
10152	222484	LNX2	no	no											
2099	222546	RFX6	no	no											
56040	222553	SLC35F1	no	no											
53522	222584	FAM83B	no	no											
52615	222659	PXT1	no	no											
2012	222662	LHFPL5	no	no											
13677	222663	SCUBE3	no	no											
55338	222699	LOC222699	no	no											
10467	222826	C6orf146	no	no											
55940	222894	FERD3L	no	no											
14750	222962	SLC29A4	no	no											
1379	222967	RSPH10B	no	no											
9571	225689	MAPK15	no	no											
13819	245802	MS4A6E	no	no											
13823	245806	VGLL2	no	no											
9658	245812	CNPY4	no	no											
55417	245812	CNPY4	no	no											
56723	245908	DEFB105A	no	no											
52590	245909	DEFB106A	no	no											
55739	245909	DEFB106A	no	no											
14809	245932	DEFB119	no	no											
54859	245934	DEFB121	no	no											
54493	245936	DEFB123	no	no											
56490	245938	DEFB125	no	no											
7256	245973	ATP6V1C2	no	no											
10987	246184	CDC26	no	no											
54042	246213	SLC17A8	no	no											
3010	246269	LACE1	no	no											
4447	246329	STAC3	no	no											
13508	246330	PELI3	no	no											
54444	246705	C21orf94	no	no											
54606	246744	STH	no	no											
12829	246777	SPESP1	no	no											
14847	246778	IL27	no	no											
3553	252839	TMEM9	no	no											
14111	252884	ZNF396	no	no											
54637	252884	ZNF396	no	no											
12422	252969	NEIL2	no	no											
56689	252983	STXBP4	no	no											
13738	252995	FNDC5	no	no											
55665	253012	HEPACAM2	no	no											
14782	253017	TECRL	no	no											
55983	253018	HCG27	no	no											
11348	253143	C22orf30	no	no											
11332	253152	EPHX4	no	no											
53348	253190	SERHL2	no	no											
2284	253260	RICTOR	no	no											
14827	253430	IPMK	no	no											
5338	253461	ZBTB38	no	no											
54961	253512	SLC25A30	no	no											
53330	253558	LCLAT1	no	no											
14897	253635	CCDC75	no	no											
54355	253738	EBF3	no	no											
56695	253769	WDR27	no	no											
52999	253782	LASS6	no	no											
11435	253827	MSRB3	no	no											
14521	253832	ZDHHC20	no	no											
56126	253832	ZDHHC20	no	no											
11612	253943	YTHDF3	no	no											
2245	253980	KCTD13	no	no											
54360	253982	ASPHD1	no	no											
11360	254013	C12orf72	no	no											
53803	254042	MAP1D	no	no											
10408	254122	SNX32	no	no											
10717	254122	SNX32	no	no											
54124	254158	CXorf58	no	no											
54311	254173	TTLL10	no	no											
52780	254187	TSGA10IP	no	no											
10097	254228	FAM26E	no	no											
56470	254240	BPIL2	no	no											
10452	254251	LCORL	no	no											
11420	254263	CNIH2	no	no											
1477	254268	AKNAD1	no	no											
11882	254295	PHYHD1	no	no											
10864	254359	ZDHHC24	no	no											
9308	254394	MCM9	no	no											
13510	254427	C10orf47	no	no											
9266	254528	C16orf73	no	no											
52742	254773	LYG2	no	no											
13308	254827	NAALADL2	no	no											
9570	254863	C17orf61	no	no											
2306	254887	ZDHHC23	no	no											
5101	254896	LOC254896	no	no											
56735	254956	MORN5	no	no											
53618	254958	REXO1L6P	no	no											
2262	255022	CALHM1	no	no											
56101	255025	LOC255025	no	no											
8227	255043	TMEM86B	no	no											
9575	255057	C19orf26	no	no											
52647	255061	TAC4	no	no											
11901	255104	TMCO4	no	no											
56135	255167	LOC255167	no	no											
56739	255180	FLJ38723	no	no											
56220	255189	PLA2G4F	no	no											
2247	255193	C19orf34	no	no											
54907	255220	TXNDC8	no	no											
12004	255252	LRRC57	no	no											
10597	255330	C3orf46	no	no											
54943	255349	TMEM211	no	no											
11250	255352	C10orf93	no	no											
9730	255394	TCP11L2	no	no											
13712	255403	ZNF718	no	no											
56038	255403	ZNF718	no	no											
10942	255426	RASGEF1C	no	no											
10779	255488	RNF144B	no	no											
2476	255520	ELMOD2	no	no											
55173	255631	COL24A1	no	no											
1902	255758	TCTEX1D2	no	no											
11357	255762	PDZD9	no	no											
56009	255798	C3orf43	no	no											
10857	255877	BCL6B	no	no											
54719	255928	SYT14	no	no											
56481	255967	PAN3	no	no											
10882	256051	ZNF549	no	no											
2296	256130	TMEM196	no	no											
10975	256227	MGC87042	no	no											
14758	256281	NUDT14	no	no											
2204	256302	C17orf103	no	no											
1701	256309	CCDC110	no	no											
10428	256309	CCDC110	no	no											
13166	256355	RPS2P32	no	no											
9649	256356	GK5	no	no											
1974	256369	C14orf48	no	no											
8095	256380	SCML4	no	no											
10862	256435	ST6GALNAC3	no	no											
2073	256471	MFSD8	no	no											
1681	256586	LYSMD2	no	no											
55406	256646	C15orf55	no	no											
1019	256691	MAMDC2	no	no											
1336	256710	GLIPR1L1	no	no											
9845	256957	C17orf66	no	no											
55006	256957	C17orf66	no	no											
1778	256979	SUN3	no	no											
56017	256987	SERINC5	no	no											
55492	257000	PLAC2	no	no											
10499	257019	FRMD3	no	no											
12506	257019	FRMD3	no	no											
2035	257044	C1orf101	no	no											
8761	257054	D2HGDH	no	no											
2258	257062	TMEM146	no	no											
10527	257062	TMEM146	no	no											
56788	257068	PLCXD2	no	no											
9605	257144	GCET2	no	no											
12195	257160	RNF214	no	no											
1926	257169	C9orf43	no	no											
10123	257194	NEGR1	no	no											
12312	257203	DSCR9	no	no											
56288	257218	SHPRH	no	no											
53521	257236	CCDC96	no	no											
52964	257240	KLHL34	no	no											
54624	257357	NCRNA00257	no	no											
10010	257397	TAB3	no	no											
9661	257415	FAM133B	no	no											
13679	259197	NCR3	no	no											
55265	259197	NCR3	no	no											
11073	259230	SGMS1	no	no											
8684	259232	NALCN	no	no											
12057	259232	NALCN	no	no											
54406	259236	TMIE	no	no											
14848	259239	WFDC11	no	no											
14051	259240	WFDC9	no	no											
6528	259262		no	no											
8769	259266	ASPM	no	no											
52774	259287	TAS2R41	no	no											
54213	259289	TAS2R43	no	no											
54211	259290	TAS2R31	no	no											
55950	259291	TAS2R45	no	no											
56276	259292	TAS2R46	no	no											
52752	259295	TAS2R20	no	no											
55550	259307	IL4I1	no	no											
55629	259307	IL4I1	no	no											
56647	259307	IL4I1	no	no											
9549	260293	CYP4X1	no	no											
55988	260294	NSUN5P1	no	no											
5405	260294	NSUN5P2	no	no											
14199	260294	NSUN5P2	no	no											
55252	260294	NSUN5P2	no	no											
54655	260425	MAGI3	no	no											
14829	260436	C4orf7	no	no											
6063	261726	TIPRL	no	no											
10399	261734	NPHP4	no	no											
53708	266553	OFCC1	no	no											
52759	266629	SEC14L3	no	no											
978	266740	MAGEA2B	no	no											
52763	266747	RGL4	no	no											
14267	267002	PGBD2	no	no											
14747	267004	PGBD3	no	no											
56740	267012	DAOA	no	no											
12620	280636	C11orf31	no	no											
56726	280664	WFDC10B	no	no											
54611	282617	IL28B	no	no											
1515	282809	POC1B	no	no											
9508	282966	C10orf53	no	no											
56474	282969	C10orf125	no	no											
7695	282974	STK32C	no	no											
135	282991	BLOC1S2	no	no											
56104	283011	FLJ37201	no	no											
56709	283025	C10orf40	no	no											
2253	283078	MKX	no	no											
52653	283129	C11orf85	no	no											
11162	283130	SLC25A45	no	no											
11166	283130	SLC25A45	no	no											
52928	283135	C11orf72	no	no											
55425	283150	FOXR1	no	no											
56536	283150	FOXR1	no	no											
52901	283152	CCDC153	no	no											
53825	283165	PRR10	no	no											
53827	283165	PRR10	no	no											
14294	283176	GLB1L3	no	no											
2222	283197	C11orf64	no	no											
54137	283208	P4HA3	no	no											
54284	283208	P4HA3	no	no											
10797	283209	PGM2L1	no	no											
54990	283212	KLHL35	no	no											
13524	283229	EFCAB4A	no	no											
2831	283232	TMEM80	no	no											
11930	283237	TTC9C	no	no											
8516	283238	SLC22A24	no	no											
56265	283284	IGSF22	no	no											
53105	283294	DNHD1	no	no											
55484	283298	OLFML1	no	no											
52783	283310	C12orf64	no	no											
55140	283316	CD163L1	no	no											
52913	283331	NCKAP5L	no	no											
56745	283332	LOC283332	no	no											
52760	283349	RASSF3	no	no											
13105	283377	SPRYD4	no	no											
53504	283383	GPR133	no	no											
53506	283383	GPR133	no	no											
10821	283385	MORN3	no	no											
52596	283422	C12orf36	no	no											
11338	283431	GAS2L3	no	no											
55965	283455	KSR2	no	no											
52657	283459	GATC	no	no											
10740	283461	C12orf40	no	no											
10709	283471	TMPRSS12	no	no											
9633	283518	KCNRG	no	no											
10958	283537	SLC46A3	no	no											
56306	283551	C14orf182	no	no											
56281	283576	ZDHHC22	no	no											
53076	283629	TSSK4	no	no											
2287	283635	FAM177A1	no	no											
11699	283638	KIAA0284	no	no											
170	283643	C14orf80	no	no											
5749	283650	IGHA1	no	no											
7738	283650	IGHA1	no	no											
9590	283650	IGHA1	no	no											
52778	283651	C15orf21	no	no											
53851	283652	SLC24A5	no	no											
56478	283685	GOLGA6L2	no	no											
52757	283687	C15orf37	no	no											
9419	283748	PLA2G4D	no	no											
54259	283847	CCDC79	no	no											
14636	283849	KIAA0895L	no	no											
2570	283870	C16orf79	no	no											
53029	283897	C16orf54	no	no											
52629	283932	NCRNA00095	no	no											
10117	283933	ZNF843	no	no											
53753	283948	NHLRC4	no	no											
12071	283970	PDXDC2	no	no											
55667	283971	CLEC18A	no	no											
8494	283971	CLEC18C	no	no											
52608	283982	C17orf54	no	no											
9345	283987	C17orf28	no	no											
11626	283989	TSEN54	no	no											
9378	284001	CCDC57	no	no											
9651	284004	HEXDC	no	no											
52946	284013	VMO1	no	no											
55546	284018	C17orf58	no	no											
53707	284029	C17orf44	no	no											
2135	284040	CDRT4	no	no											
4890	284058	KIAA1267	no	no											
8283	284069	FAM171A2	no	no											
55071	284071	C17orf104	no	no											
2303	284076	TTLL6	no	no											
1745	284083	C17orf47	no	no											
53456	284086	NEK8	no	no											
8529	284099	C17orf78	no	no											
55075	284100	LOC284100	no	no											
52836	284110	GSDMA	no	no											
9224	284123	FAM27L	no	no											
11148	284129	SLC26A11	no	no											
12216	284131	FLJ35220	no	no											
9386	284161	GDPD1	no	no											
56945	284184	C17orf89	no	no											
52754	284185	C17orf55	no	no											
52886	284194	LGALS9B	no	no											
14221	284252	KCTD1	no	no											
9765	284273	ZADH2	no	no											
14349	284273	ZADH2	no	no											
52625	284274	C18orf62	no	no											
56784	284276	LOC284276	no	no											
54931	284297	SSC5D	no	no											
52813	284307	ZIK1	no	no											
14172	284312	ZSCAN1	no	no											
12160	284338	PRR19	no	no											
10811	284348	LYPD5	no	no											
8169	284352	LRRC68	no	no											
54041	284353	NKPD1	no	no											
9273	284359	IZUMO1	no	no											
53377	284369	C19orf75	no	no											
56021	284390	ZNF763	no	no											
56809	284391	ZNF844	no	no											
7773	284403	WDR62	no	no											
53144	284403	WDR62	no	no											
9960	284406	ZFP82	no	no											
52824	284415	VSTM1	no	no											
9387	284418	FAM71E2	no	no											
53982	284424	C19orf30	no	no											
9447	284427	SLC25A41	no	no											
56295	284434	NWD1	no	no											
2242	284440	LOC284440	no	no											
56134	284451	ODF3L2	no	no											
13512	284459	HKR1	no	no											
53544	284467	FAM19A3	no	no											
53457	284486	THEM5	no	no											
9556	284521	OR2L13	no	no											
2562	284565	NBPF15	no	no											
52798	284573	C1orf157	no	no											
56937	284611	FAM102B	no	no											
56313	284612	SYPL2	no	no											
55445	284618	C1orf104	no	no											
56552	284618	C1orf104	no	no											
56370	284654	RSPO1	no	no											
14424	284656	EPHA10	no	no											
55427	284656	EPHA10	no	no											
1921	284680	C1orf111	no	no											
56746	284688	LOC284688	no	no											
10253	284716	RIMKLA	no	no											
15051	284723	SLC25A34	no	no											
52747	284747	ZNF663	no	no											
56377	284749	LOC284749	no	no											
52779	284756	C20orf197	no	no											
56355	284800	FAM182A	no	no											
14839	284802	FRG1B	no	no											
56731	284827	KRTAP13-4	no	no											
56486	284836	C21orf125	no	no											
53100	284837	LOC284837	no	no											
55674	284904	SEC14L4	no	no											
3354	284912	LOC284912	no	no											
6256	284942	RPL23AP82	no	no											
12327	284942	RPL23AP82	no	no											
53654	284944	DNAH6	no	no											
56080	285025	CCDC141	no	no											
56782	285045	LOC285045	no	no											
9624	285048	LOC100129726	no	no											
14861	285074	LOC285074	no	no											
53738	285093	C2orf85	no	no											
56901	285141	LOC285141	no	no											
52651	285150	FLJ33534	no	no											
9200	285154	C2orf58	no	no											
2275	285172	FAM126B	no	no											
53911	285180	RUFY4	no	no											
56103	285194	LOC285194	no	no											
10137	285195	SLC9A9	no	no											
9355	285203	C3orf64	no	no											
10818	285203	C3orf64	no	no											
55987	285205	LOC285205	no	no											
52804	285231	FBXW12	no	no											
1444	285237	C3orf38	no	no											
52795	285242	HTR3E	no	no											
53938	285267	ZNF619	no	no											
53645	285268	ZNF621	no	no											
15032	285313	IGSF10	no	no											
12300	285315	C3orf33	no	no											
55076	285331	CCDC66	no	no											
52766	285343	C3orf23	no	no											
56768	285362	SUMF1	no	no											
12556	285367	RPUSD3	no	no											
13374	285367	RPUSD3	no	no											
13753	285367	RPUSD3	no	no											
7107	285381	DPH3	no	no											
55997	285398	RFT1	no	no											
53002	285429	DCAF4L1	no	no											
10795	285440	CYP4V2	no	no											
53220	285489	DOK7	no	no											
56401	285489	DOK7	no	no											
52805	285498	RNF212	no	no											
55370	285498	RNF212	no	no											
54533	285513	GPRIN3	no	no											
52594	285525	YIPF7	no	no											
8460	285533	RNF175	no	no											
11156	285555	C4orf37	no	no											
2001	285596	FAM153B	no	no											
8259	285600	C5orf36	no	no											
56013	285605	DTWD2	no	no											
12180	285613	RELL2	no	no											
10622	285622	NBPF22P	no	no											
56847	285636	C5orf51	no	no											
52772	285641	SLC36A3	no	no											
52777	285671	RNF180	no	no											
56807	285672	SFRS12IP1	no	no											
53523	285676	ZNF454	no	no											
54834	285679	C5orf60	no	no											
55971	285733	LOC285733	no	no											
2621	285753	C6orf182	no	no											
12234	285753	C6orf182	no	no											
10172	285761	DCBLD1	no	no											
1860	285782	CAGE1	no	no											
52762	285848	PNPLA1	no	no											
52908	285888	CNPY1	no	no											
56015	285905	INTS4L2	no	no											
11413	285927	RSPH10B2	no	no											
53752	285966	FAM115C	no	no											
54068	285966	FAM115C	no	no											
56928	285973	ATG9B	no	no											
55980	285987	DLX6AS	no	no											
54281	286006	C7orf53	no	no											
11911	286016	TPI1P2	no	no											
12436	286046	XKR6	no	no											
9852	286053	NSMCE2	no	no											
234	286075	ZNF707	no	no											
56374	286103	C8orf77	no	no											
14346	286122	C8orf31	no	no											
56195	286144	C8orf83	no	no											
54273	286148	DPY19L4	no	no											
54875	286148	DPY19L4	no	no											
55668	286207	C9orf117	no	no											
13390	286257	C9orf142	no	no											
2308	286301	FAM27E3	no	no											
11442	286336	FAM78A	no	no											
11167	286343	C9orf150	no	no											
1094	286451	YIPF6	no	no											
53675	286499	FAM133A	no	no											
2123	286514	MAGEB18	no	no											
52815	286526	RAB40AL	no	no											
9562	286527	TMSB15B	no	no											
55451	286527	TMSB15B	no	no											
11434	286530	P2RY8	no	no											
52937	286827	TRIM59	no	no											
54862	286887	KRT6C	no	no											
53219	287015	TRIM42	no	no											
54793	287015	TRIM42	no	no											
1066	317662	FAM149B1	no	no											
10450	317671	RFESD	no	no											
54705	317701	VN1R2	no	no											
52599	317702	VN1R3	no	no											
54496	317705	VN1R5	no	no											
14458	317719	KLHL10	no	no											
13394	317749	DHRS4L2	no	no											
53363	317761	C14orf39	no	no											
56636	317761	C14orf39	no	no											
2616	317762	CCDC85C	no	no											
2301	317781	DDX51	no	no											
52881	319101	KRT73	no	no											
54610	326343	MT1DP	no	no											
2642	326624	RAB37	no	no											
7048	326625	MMAB	no	no											
55223	326625	MMAB	no	no											
52878	333929	SNAI3	no	no											
14647	337867	UBAC2	no	no											
56777	337867	UBAC2	no	no											
56128	337875	HIST2H2BA	no	no											
54667	337879	KRTAP8-1	no	no											
54869	337880	KRTAP11-1	no	no											
54394	337882	KRTAP19-1	no	no											
52586	337960	KRTAP13-3	no	no											
56722	337963	KRTAP23-1	no	no											
53913	337971	KRTAP19-4	no	no											
53928	337971	KRTAP19-4	no	no											
55738	337972	KRTAP19-5	no	no											
52589	337974	KRTAP19-7	no	no											
7757	338094	FAM151A	no	no											
12952	338094	FAM151A	no	no											
14321	338328	GPIHBP1	no	no											
55582	338328	GPIHBP1	no	no											
9759	338339	CLEC4D	no	no											
52593	338376	IFNE	no	no											
8989	338382	RAB7B	no	no											
52789	338398	TAS2R60	no	no											
56823	338440	ANO9	no	no											
55571	338442	GPR109A	no	no											
55959	338557	GPR120	no	no											
55991	338588	LOC338588	no	no											
53311	338645	LUZP2	no	no											
54572	338657	CCDC84	no	no											
52797	338674	OR5F1	no	no											
11445	338692	ANKRD13D	no	no											
53329	338692	ANKRD13D	no	no											
55469	338692	ANKRD13D	no	no											
56628	338692	ANKRD13D	no	no											
14366	338785	KRT79	no	no											
52889	338809	C12orf74	no	no											
11316	338872	C1QTNF9	no	no											
56471	338917	VSX2	no	no											
11036	339010	POTEB	no	no											
55836	339010	POTEB	no	no											
7092	339047		no	no											
11622	339047		no	no											
55356	339047		no	no											
53088	339059	FLJ40448	no	no											
52643	339168	TMEM95	no	no											
5643	339175	METTL2A	no	no											
14401	339184	CCDC144NL	no	no											
52768	339201	C17orf65	no	no											
53420	339210	C17orf67	no	no											
13476	339230	CCDC137	no	no											
