Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Regulatory Hub	Nearest Human Homologue	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect in Primary Screen	Severity of Adhesion Defect in Secondary Screen	Severity of Adhesion Defect in Secondary Screen (average of both repeats)	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Secondary_007a	D9	Secondary_007a_D9	CG15319	nej	N/A	N/A	nejire	Current	CBP/Nejire lethal (1) G0470 lethal (1) G0350 Nejire Cyclic AMP Response Element Binding protein Drosophila CREB-binding Drosophila CREB-binding protein protein CREB-binding protein lethal (1) G0112 CREB binding protein l(1)G0350 anon-WO0147981.11 Crbp dKAT3 Nejire dCBP dmCBP CBP CBP/p300 Cbp anon-WO03040301.89 p300 CBP_ l(1)G0470 cbp CG15319 l(1)G0112 CG15321 Nej p300/CBP nej CBP	4	1	1.17			
Secondary_007a	E1	Secondary_007a_E1	CG32635	Neto	N/A	NETO2	Neuropilin and tolloid-like	Current	neuropilin and tolloid-like CG32635 neto CG15753 CG15752 tld-like CG44328 CG12727 CT36003 CG15751		1	1			
Secondary_007a	E10	Secondary_007a_E10	CG18180	CG18180	N/A	KLK6	CG18180	Current	SP151	2	1.33	1.17			
Secondary_007a	E11	Secondary_007a_E11	CG32105	CG32105	Nuclear-associated pathways	LMX1A	CG32105	Current	CG17615 CG10432	1	3.67	3.5	yes	gene	defective cell-cell aggregation
Secondary_007a	E12	Secondary_007a_E12	CG18389	Eip93F	Other pathways	LCOR	Ecdysone-induced protein 93F	Current	Eip93F lethal (3) ry93 CG18389 l(3)ry93 l(3)93 Eip93f anon-WO02059370.58 E93 eip93f	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	E2	Secondary_007a_E2	CG16902	Hr4	N/A	NR6A1 	Hr4	Current	NR6A2 GRF CG43692 CG42527 null CG16902 EG:BACH61I5.1 EP(X)1232 CG3600 EG:133E12.2 DHR4 EP1232 CG43934	1.67	1	1			
Secondary_007a	E3	Secondary_007a_E3	CG17090	hipk	Kinases and Phosphatases	HIPK2	homeodomain interacting protein kinase	Current	homeodomain interactin protein kinase Homeodomain-interacting protein kinase Homeodomain-interacting protein kinase 2 Homeodomain interacting protein kinase CG17090 dhipk2 HIPK CG17090	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	E4	Secondary_007a_E4	CG17054		Nuclear-associated pathways	NCAPG	CG17054			2	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	E5	Secondary_007a_E5	CG17440	CG17440	Nuclear-associated pathways	CXXC1	CG17440	Current		2	3	2.5	yes	gene	defective cell-cell aggregation
Secondary_007a	E6	Secondary_007a_E6	CG31723		Uncharacterized proteins	N/A	CG31723				3	2.67	yes	gene	defective cell-cell aggregation
Secondary_007a	E7	Secondary_007a_E7	CG17293	Wdr82	Microtubule pathways	WDR82	Wdr82	Current	CG17293 wdr-82 wdr82 dWdr82	1.67	3	2.83	yes	gene	defective cell-cell aggregation
Secondary_007a	E8	Secondary_007a_E8	CG17477	CG17477	Peptidase proteins	TMPRSS11	CG17477	Current	chymotrypsin-type peptidase SPH174	2	2.67	2	yes	gene	defective cell-cell aggregation
Secondary_007a	E9	Secondary_007a_E9	CG17876	Amy-d	Metabolism-related pathways	"AMY1A/B/C,AMY2A/B"	Amylase distal	Current	Amylase alpha-amylase alpha-amylase distal alpha-Amylase amylase Amylase-B Amy1 amy-d AmyD amy CG17876 amyB(3) alpha-AMY AMY Amy6 AmyB Amy(d) Amy Amy3 Amy-distal alphaAmy	2.67	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	F1	Secondary_007a_F1	CG18646	rad	N/A	RAP1GAP	radish	Current	CG4368 CG42629 CG44424 CG4346 CG42628 rsh CG15720 CG18646 radish	2.33	1	1			
Secondary_007a	F10	Secondary_007a_F10	CG5809	CaBP1	N/A	PDIA6	calcium-binding protein 1	Current	CaBP1 AAL28897 CG5809 DmCaBP1 BG:DS09218.4	2.33	1	1.17			
Secondary_007a	F11	Secondary_007a_F11	CG12396	Nnp-1	Dropped	RRP1	Nnp-1	Current	Nnp1 Nnp1 l(2)k07826 NNP-1 CG12396 nnp-1	3	3	2.33			
Secondary_007a	F12	Secondary_007a_F12	CG11198	ACC	Metabolism-related pathways	ACACA/B	Acetyl-CoA carboxylase	Current	acetyl-coenzyme A carboxylase Acetyl-CoA carboxylase Acetyl CoA carboxylase acetyl coA carboxylase acetyl CoA carboxylase acetyl-CoA carboxylase acetyl coenzyme A carboxylase ACC CG11198 dACC A1Z784_DROME CG8723 DmACC FBgn0043811	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	F2	Secondary_007a_F2	CG18599	CG18599	N/A	EMX2	CG18599	Current		3.33	1	1			
Secondary_007a	F3	Secondary_007a_F3	CG33277	CG42458	Other pathways	HNRNPC/L1	CG33277	Current	CG33277 CG33279 CG33277 cg18656 CG18656 CG33279	1	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	F4	Secondary_007a_F4	CG18497	spen	Nuclear-associated pathways	SPEN	split ends	Current	yippee interacting protein 1 Split ends split-ends polycephalon Splitends rhinoceros EK2-9 poc Spen CG18497 l(2)k07612 136/24 l(2)k08102 E(Sev-CycE)2A spe l(2)k06805 EY2-7 BcDNA:GM01870 En(yan[ACT])2-7 Splitends yip1 E(E2F)2A E(Raf)2A SPEN l(2)03350 rno	1.67	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_007a	F5	Secondary_007a_F5	CG3193	crn	Other pathways	CRNKL1	crooked neck	Current	yolky CG18842 N10 CG3193 Crn l(1)2Fa EG:30B8.1 l(1)2 RC63 l(1)N7 N5 l(1)CRN 62D9.a l(1)crn l30 yok	1.67	1.67	1.83	yes	gene	defective cell-cell aggregation
Secondary_007a	F6	Secondary_007a_F6	CG3981	Unc-76	Trafficking pathways	Fez1/2	Unc-76	Current	l(1)G0310 BcDNA:GH10260 l(1)G0066 CG3981 Dunc-76 l(1)G0333 unc-76 UNC-76 l(1)G0158 CG18851 EG:67A9.1 l(1)G0360	1	2	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	F7	Secondary_007a_F7	CG9539	Sec61alpha	Trafficking pathways	SEC61A	Sec61alpha	Current	E(br)165 Sec61alpha effector for neural death and degeneration 2 sec61 Sec61-alpha E(br)165 Sec61a CG9539 dSec61alpha anon-WO0118547.195 endd2 anon-WO0118547.277 Sec61 DSec61alpha BcDNA:LD29847 Sec61alpha SEC61-alpha LD29847 l(2)k04917 BEST:LD29847 SEC61ALPHA 0455 sec61alpha	3.67	4	4	yes	gene	defective cell-cell aggregation
Secondary_007a	F8	Secondary_007a_F8	CG11012	Ugt37a1	Metabolism-related pathways	UDP-glucuronosyltransferase family	UDP-glycosyltransferase 37a1	Current	DmeUgt37a1 38C.41 CG11012 DmUgt37a1	2	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	F9	Secondary_007a_F9	CG6699	beta'Cop	Trafficking pathways	beta'-coatomer	"beta'-coatomer protein,"	Current	beta'-coatomer protein COPI beta' subunit CG6699 beta'COP dbeta'COP beta'Cop beta'-COP COPIbeta	3.33	3.67	3.83	yes	gene	defective cell-cell aggregation
Secondary_007a	G1	Secondary_007a_G1	CG30295	Ipk1	N/A	IPPK	Ipk1	Current	dmIpk1 CG15228 CG15229 CG15230 CG30295	1.67	1	1			
Secondary_007a	G10	Secondary_007a_G10	CG8993	CG8993	N/A	TXN2	CG8993	Current	thioredoxin 8993	1.67	1	1			
Secondary_007a	G11	Secondary_007a_G11	CG34099	Mkp	Kinases and Phosphatases	DUSP19	MAP kinase-specific phosphatase	Current	MAP kinase phosphatase mkp MKP CG7042 DMKP CG34099		1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	G12	Secondary_007a_G12	CG14993	Faa	N/A	FAH	Fumarylacetoacetase	Current	l(3)64Al dfaa l(3)SH11 CG14993	1.67	1	1			
Secondary_007a	G2	Secondary_007a_G2	CG8171	dup	N/A	CDT1	double parked	Current	female sterile(2)51Fa double-parked speckled Double Parked doubleparked lethal(2)51Ec double parked double park Double parked Double-parked fs(2)ltoPA77 l(2)k03308 fs(2)PA77 DUP cdt1 CDT1/DUP l(2)51Ec 19k Cdt1 fs(2)51Fa cdt1/dup CDT1 Dup anon-WO0257455.31 CG8171 DUP/CDT1	3	1	1			
Secondary_007a	G3	Secondary_007a_G3	CG33458	CG33458	N/A	PRSS48	CG33458	Current		1.67	1	1			
Secondary_007a	G4	Secondary_007a_G4	CG15081	l(2)03709	N/A	PHB2	lethal (2) 03709	Current	CG15081 anon-WO0118547.157 anon-WO02079478.4 l (2) 03709	2.33	1	1.17			
Secondary_007a	G5	Secondary_007a_G5	CG9406	CG9406	Uncharacterized proteins	EFCAB2	CG9406	Current		2.67	2.33	2	yes	gene	defective cell-cell aggregation
Secondary_007a	G6	Secondary_007a_G6	CG3215	CG3215	Metabolism-related pathways	GPD1	CG3215	Current	gpdh-2	2	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007a	G7	Secondary_007a_G7	CG10079	Egfr	Kinases and Phosphatases	EGFR	Epidermal growth factor receptor	Current	morphological defects 1 DER-Ellipse Epidermal growth factor Receptor EGF-receptor Epidermal Growth Factor Receptor EGFR Torpedo EGF Receptor torpedo Drosophila epidermal growth factor receptor homologue EGF receptor torpedo/DER Egf receptor Ellipse torpedo Ellipse faint little ball epidermal growth factor receptor DER l(2)05351 DER1 DEgfr mor1 top/flb DER/EGFR DER/faint little ball EGFR egfr Elp-1 El DEGFR dEgfr EK2-6 DER/top l(2)57EFa dEGFR EgfR CG10079 Torpedo/DER DmHD-33 torpedo/Egfr Elp-B1RB1 der DER flb l(2)57Ea dEGFR1 l(2)57DEFa DER/torpedo Egf-r EGF-R Elp HD-33 EFG-R l(2)09261 Torpedo/Egfr c-erbB Elp-B1 D-EGFR Der top/DER D-Egf TOP torpedo/egfr EGFr EGfr dEGFr C-erb flb d-egf-r top Egf Degfr		2	1.83	yes	gene	defective cell-cell aggregation
Secondary_007a	G8	Secondary_007a_G8	CG30185	CG30185	N/A	EEF1E1	CG30185	Current	CG5365 anon-EST:Posey25	1.67	1.33	1.17			
Secondary_007a	G9	Secondary_007a_G9	CG1211		N/A	TTPAL	CG33966			1.67	1	1			
Secondary_007a	H1	Secondary_007a_H1	CG18315	Aprt	Metabolism-related pathways	APRT	Adenine phosphoribosyltransferase	Current	Adenine Phosphoribosyltransferase CG18315 CG18315 aprt BcDNA:LP07986	2	2.67	2	yes	gene	defective cell-cell aggregation
Secondary_007a	H10	Secondary_007a_H10	CG9697	PGRP-SB2	Other pathways	PGLYRP4	PGRP-SB2	Current	PGRP-SB CG9697	2.33	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_007a	H11	Secondary_007a_H11	CG33054	CG33054	Metabolism-related pathways	OARD1	CG33054	Current	CG10517 CG10167	2	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_007a	H12	Secondary_007a_H12	CG6658	Ugt86Di	Metabolism-related pathways	UGT1/2	Ugt86Di	Current	CG6658 AC 006491I	1.67	2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_007a	H2	Secondary_007a_H2	CG12012	CG12012	N/A	BRI3	CG12012	Current		1.67	1	1			
Secondary_007a	H3	Secondary_007a_H3	CG32412	QC	Metabolism-related pathways	QPCT	Glutaminyl cyclase	Current	CG10487 DromeQC CG32412	1.67	3.33	2.83	yes	gene	defective cell-cell aggregation
Secondary_007a	H4	Secondary_007a_H4	CG32343	Atac3	Nuclear-associated pathways	GABPB1/2	Ada2a-containing complex component 3	Current	ATAC complex component 3 CG32343 cg6994 dATAC3 CG6994	3	2.33	2	yes	gene	defective cell-cell aggregation
Secondary_007a	H5	Secondary_007a_H5	CG5690	Cnb	N/A	CNTROB	Centrobin	Current	centrobin cDNA C anon-62BCa cnb CG5690	1.67	1	1			
Secondary_007a	H6	Secondary_007a_H6	CG32335	CG32335	N/A	PTD012	CG32335	Current	BcDNA:RE72485	2	1	1			
Secondary_007a	H7	Secondary_007a_H7	CG13920	CG13920	N/A	TMEM35	CG13920	Current	CK00246 BEST:CK00246	1.67	1	1			
Secondary_007a	H8	Secondary_007a_H8	CG33061	CG33061	"Channels, permeases, and transporters"	TMEM38A/B	CG33061	Current	CG13057	2	2	2.33	yes	gene	defective cell-cell aggregation
Secondary_007a	H9	Secondary_007a_H9	CG32201	CG32201	Metabolism-related pathways	P4HA1/2/3	CG32201	Current	CG18230 CG13382	1.67	2.33	2.33	yes	gene	defective cell-cell aggregation
Secondary_007b	A1	Secondary_007b_A1	CG12361	Dbx	N/A	DBX1	Dbx	Current	CG13925 CG12361 CG42234 CG13925 dbx dDbx CG12361	1.67	1	1			
Secondary_007b	A10	Secondary_007b_A10	CG13189	Zip48C	N/A	SLC39A11	Zinc/iron regulated transporter-related protein 48C	Current	CG13189 cg13189 dZip48C	1.67	1	1			
Secondary_007b	A11	Secondary_007b_A11	CG13322	CG13322	Other pathways	DCUN1D1/2/3	CG13322	Current	anon-WO0118547.137	1.67	1.67	1.83	yes	gene	defective cell-cell aggregation
Secondary_007b	A12	Secondary_007b_A12	CG13527	CG13527	Peptidase proteins	Tryptase	CG13527	Current	SPH182	1.67	1.67	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	A2	Secondary_007b_A2	CG12284	th	N/A	XIAP	thread	Current	Drosophila inhibitor of apoptosis protein Drosophila IAP1 Thread Inhibitor of Apoptosis 1 inhibitor of apoptosis protein 1 Inhibitor of Apoptosis Protein 1 lethal (3) 72CDe inhibitor of apoptosis Drosophila inhibitor of apoptosis protein 1 degradation of inhibitors of apoptosis diap1 Drosophila inhibitor-of-apoptosis protein 1 Drosophila Inhibitor of Apoptosis Drosophila Inhibitor of Apoptosis 1 Drosophila Inhibitor of Apoptosis Protein Inhibitors of Apoptosis protein Drosophila inhibitor of apoptosis DIAP1 Drosophila inhibitor of apoptosis 1 Drosophila thread/inhibitor of apoptosis protein-1 Inhibitor of apoptosis 1 Drosophila Inhibitor of apoptosis protein 1 Drosophila Inhibitor of Apoptosis Protein-1 Drosophila Inhibitor of Apoptosis Protein 1 rosophila inhibitor of apoptosis protein inhibitor of apoptosis-1 dIAP-1 DIAP dIAP diap 1 dIap1 diap Iap1 IAP DIAPI l(3)72Dc E(rpr)3-1 Diap2 DIAP-1 IAP1 D-IAP1 diap1/thread l(3)j5C8 diap1 DIAP I l(3)S030605b Diap1 dIAP1 0736/01 l(3)S106503 l(3)S030605 D-iap1 diap-1 DIAP1 TH Diap-1 Diap Diap-1/Th l(3)72CDe 1065/03 thread CG12284 S048915	4	1	1			
Secondary_007b	A3	Secondary_007b_A3	CG12338	CG12338	Metabolism-related pathways	DDO	CG12338	Current		1.67	1	1.83	yes	gene	defective cell-cell aggregation
Secondary_007b	A4	Secondary_007b_A4	CG12690	CHES-1-like	N/A	FOXN3	Checkpoint suppressor homologue	Current	ches-1-like Ches1 FoxN CG12690 Ches-1-like Dmches-1 anon-EST:Posey7 ches1	4	1	1			
Secondary_007b	A5	Secondary_007b_A5	CG12892	Caf1-105	N/A	CHAF1B	Caf1-105	Current	p105 Caf1-10 CG12892 CAF p105 CAF1-105	1.67	1.33	1.17			
Secondary_007b	A6	Secondary_007b_A6	CG12750	ncm	Dropped	CWC22	nucampholin	Current	nucampholin lethal (2) SH0931 CG12750 l(2)SH2 0931 E-2a l(2)SH0931	2.67	2	1.67			
Secondary_007b	A7	Secondary_007b_A7	CG12785	Mat89Ba	N/A	NOL6	Maternal transcript 89Ba	Current	CG12785 CG12785	2	1	1			
Secondary_007b	A8	Secondary_007b_A8	CG33466	Fs	N/A	FST	Follistatin	Current	Follistatin 1 Fs follistatin dFollistatin dFol1 CG12955 dfs CG12956 CG33466 Fol1 dFS fs	1.67	1	1			
Secondary_007b	A9	Secondary_007b_A9	CG12717	CG12717	N/A	SENP7	CG12717	Current		1.67	1	1			
Secondary_007b	B1	Secondary_007b_B1	CG13281	Cas	Nuclear import and export proteins	exportin-2	CAS/CSE1 segregation protein	Current	Importin-alpha re-exporter CAS CG13281 cas BcDNA:LD14270 Dcas l(2)k03902 dcas	2.67	2	3	yes	gene	defective cell-cell aggregation
Secondary_007b	B10	Secondary_007b_B10	CG17285	Fbp1	Metabolism-related pathways	N/A	Fat body protein 1	Current	fat body protein1 fat body protein-1 fat body protein 1 Protein-1 LP07910p fbp-1 DmeFBP1 CG17285 P1 FBP1 fbp1 Fbp-1 FBP-1		1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	B11	Secondary_007b_B11	CG31106	CG31106	Other pathways	SV2A/B/C	CG31106	Current	CG13655		2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	B12	Secondary_007b_B12	CG32479	CG32479	N/A	USP10	CG32479	Current	CG13903 CG12503	2.33	1	1			
Secondary_007b	B2	Secondary_007b_B2	CG13369	CG13369	Metabolism-related pathways	RBKS	CG13369	Current	EG:115C2.1	2	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	B3	Secondary_007b_B3	CG13284	CG13284	Metabolism-related pathways	HSDL1	CG13284	Current		1.67	1.33	2	yes	gene	defective cell-cell aggregation
Secondary_007b	B4	Secondary_007b_B4	CG13223	CG13223	"Channels, permeases, and transporters"	SLC22A1-25	CG13223	Current		1.67	1.67	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	B5	Secondary_007b_B5	CG13533	asrij	N/A	OCIAD1	asrij	Current	Dmasrij CG13533 arj FBgn 34793	2.33	1	1			
Secondary_007b	B6	Secondary_007b_B6	CG13240	l(2)35Di	N/A	N/A	lethal (2) 35Di	Current	NADH ubiquinone oxidoreductase B17 NADH:ubiquinone oxidoreductase B17 subunit BG:DS09217.1 CG13240 BcDNA:GM23292	1.67	1	1			
Secondary_007b	B7	Secondary_007b_B7	CG14111	CG14111	Uncharacterized proteins	N/A	CG14111	Current			1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	B8	Secondary_007b_B8	CG13743	CG13743	N/A	SLC38A11	CG13743	Current		3	1	1			
Secondary_007b	B9	Secondary_007b_B9	CG13744	CG13744	N/A	PLG	CG13744	Current	SP67 c-SP67	2.33	1	1			
Secondary_007b	C1	Secondary_007b_C1	CG3722	shg	Adherens junction pathways	E-cadherin	shotgun	Current	De-cadherin dE-Cadherin Cadherin-E DCAD2 epithelial cadherin Cadherin DE-cad D-cadherin DE-cadherin Shotgun/E-cadherin Shotgun DEcad D-Ecadherin eta-catenin de-cadherin dE-cadherin Drosophila E-Cadherin DE-Cadherin DE Cadherin e-cadherin E-cadherin Drosophila epithelial cadherin Drosophila E-cadherin compaction defects 5 DE cadherin ECadherin Ecadherin cadherin DE-CADHERIN E-Cadherin DE-cadherin/Shotgun DEcadherin l(2)10469 cadh DE Cad Ecad l(2)k03401 ECadh Cad E-Cadherin cad CG3722 DEC E-CAD de-cad ECad2 ECAD DE-CAD2 E-cad DE DECadh N-cad com5 DE-cadherin l(2)k10220 Cadh DE[cyto] DEcad Shg gp150 DE-Cad CT12481 DECad dEcad DE Cadh ECad DE-Cadherin DCAD E-cadherin DCad2 CADH D-CAD2 DE-Cad2 e-cad E-Cad DE-Cadh DE-cadh D-cad DCad shg/DE-Cad DCAD2 CadE DE-CAD DE-cad D E-cad	2.33	4	4	yes	gene	defective cell-cell aggregation
Secondary_007b	C10	Secondary_007b_C10	CG14214	Sec61gamma	N/A	SEC61G	Sec61gamma	Current	CG14214 Sec61gamma Sec61	2.67	1	1			
Secondary_007b	C11	Secondary_007b_C11	CG14813	deltaCOP	N/A	ARCN1	delta-coatomer protein	Current	Archain delta-coatomer protein deltaCOP coatomer complex COPI delta-COP subunit COPI delta subunit ESTS:63B12S EG:63B12.10 ARCN1 anon-WO03040301.246 l(1)G0051 l(1)G0301 delta-Cop Delta COP deltaCOP CG14813 DeltaCop DM63B12S 63B12S Arch deltaCop l(1)G0450		1	1.17			
Secondary_007b	C12	Secondary_007b_C12	CG14899	Der-2	N/A	DERL2	Derlin-2	Current	Derlin-2 derlin-2 DER1 Cg14899 Der-2 CG14899	3	1	1			
Secondary_007b	C2	Secondary_007b_C2	CG11579	arm	Adherens junction pathways	beta-catenin	armadillo	Current	catenin Beta-catenin/Arm b-catenin Armadillo(Arm)/beta-catenin Armadillo beta-Catenin Armadillo/beta-catenin Beta-catenin Armadillo/bgr;-catenin betacatenin bgr;-catenin beta-catenin beta-catenin/Armadillo beta-catenin/Arm beta-cat-arm l(1)arm l(1)G0192 beta-Cat Arm EG:86E4.6 betacat Dm Arm t12687 ALR Dm ARM l(1)G0410 beta-cat l(1)2Bv l(1)G0234 CG11579 bgr;-Cat	3.67	4	4	yes	gene	defective cell-cell aggregation
Secondary_007b	C3	Secondary_007b_C3	CG17947	alpha-Cat	Adherens junction pathways	alpha-catenin	alpha Catenin	Current	alpha catenin DalphaCatenin alpha Catenin Dalpha-Catenin alpha-catenin alpha-Catenin alphaCatenin a-catenin D-alpha-catenin Dalpha-cadherin Dalpha-catenin Dalphacatenin alphacatenin alpha-ctn Dmcatp CG17947 DalphaC alphaCat Dalpha-Cat a-Cat alpha-Cat alpha-catenin Dalpha-cat a-cat CT39986 alpha-cat alpha-CAT Dalphacat LD30423p alphaCAT alphacat	3	2.67	2.83	yes	gene	defective cell-cell aggregation
Secondary_007b	C4	Secondary_007b_C4	CG31917	CG31917	Dropped	ZNHIT1	CG31917	Current	CG14038 BcDNA:RE52596 Dromel_CG31917_FBtr0079037_mORF Dmp18	2	2.67	2.83			
Secondary_007b	C5	Secondary_007b_C5	CG31645	TrissinR	GPCR-related pathways	CCKBR	Trissin receptor	Current	CG14004 CG31645 trissin receptor anon-WO0170980.173 CG14002 CG14003 CG34381 CG14004 anon-WO0170980.172 CG31645		2.33	2.67	yes	gene	defective cell-cell aggregation
Secondary_007b	C6	Secondary_007b_C6	CG14015	CG14015	Metabolism-related pathways	MANEAL	CG14015	Current		2	2.67	2.83	yes	gene	defective cell-cell aggregation
Secondary_007b	C7	Secondary_007b_C7	CG14026	tkv	N/A	BMPR1B	thickveins	Current	Thickvein Thick Veins BMP receptor kinase 25D thickvein Thickveins Activin-A-receptor-25D slater DPP receptor thick veins Thick-vein Thick veins Atkv Brk25D1 TKV1 tkv1 Brk25D l(2)04415 kv STK-A Dtfr str l(2)25Da Brk25D2 Tkv tkva dtfr CG14026 TKV Atr25D	1.67	1	1			
Secondary_007b	C8	Secondary_007b_C8	CG14366	CG34383	Adherens junction pathways	PLEKHA5/6/7	CG34383	Current	CG14365 CG9322 CG14366 CG14365 Dm_3R:52023 CG9322 CG14366	1.67	1	1.83	yes	gene	defective cell-cell aggregation
Secondary_007b	C9	Secondary_007b_C9	CG14480	CG14480	Nuclear-associated pathways	FAM192A	CG14480	Current		3	1.67	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	D1	Secondary_007b_D1	CG14739	CG14739	Quality control pathways	UBE2H	CG14739	Current		2.33	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	D10	Secondary_007b_D10	CG15365	CG15365	Uncharacterized proteins	PROSAPIP1	CG15365	Current		4	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	D11	Secondary_007b_D11	CG15890	CG15890	N/A	SLC46A3	CG15890	Current		1.67	1	1			
Secondary_007b	D12	Secondary_007b_D12	CG15441	Gs1l	Metabolism-related pathways	HDHD1 	GS1-like	Current	GS1-like protein GS1-like GS1like GS1l CG15441 gs1-like	2	3	2.67	yes	gene	defective cell-cell aggregation
Secondary_007b	D2	Secondary_007b_D2	CG14870	CG14870	Other pathways	B9D1	CG14870	Current		2	1.33	1.83	yes	gene	defective cell-cell aggregation
Secondary_007b	D3	Secondary_007b_D3	CG14877	CG14877	"Channels, permeases, and transporters"	NPR3	CG14877	Current		2.33	2	2.5	yes	gene	defective cell-cell aggregation
Secondary_007b	D4	Secondary_007b_D4	CG14804	Vps26	Trafficking pathways	Vps26	Vacuolar protein sorting 26	Current	CG14804 CG14804 anon-sts13 dvps26 EG:63B12.8 131F2S Dvps26 ESTS:131F2S	2	3.67	3.83	yes	gene	defective cell-cell aggregation
Secondary_007b	D5	Secondary_007b_D5	CG14856	CG14856	"Channels, permeases, and transporters"	SLC22A1-25	CG14856	Current		1.67	3	2.17	yes	gene	defective cell-cell aggregation
Secondary_007b	D6	Secondary_007b_D6	CG14857	CG14857	"Channels, permeases, and transporters"	SLC22A1-25	CG14857	Current		2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	D7	Secondary_007b_D7	CG15200	CG15200	Uncharacterized proteins	N/A	CG15200	Current		2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	D8	Secondary_007b_D8	CG33147	Hs3st-A	N/A	HS3ST5	Heparan sulfate 3-O sulfotransferase-A	Current	CG33147 lincRNA.S3111 CG15075 CG15074 CG30124 CG15076 CG33147 CG30123		1	1			
Secondary_007b	D9	Secondary_007b_D9	CG15319	nej	N/A	N/A	nejire	Current	CBP/Nejire lethal (1) G0470 lethal (1) G0350 Nejire Cyclic AMP Response Element Binding protein Drosophila CREB-binding Drosophila CREB-binding protein protein CREB-binding protein lethal (1) G0112 CREB binding protein l(1)G0350 anon-WO0147981.11 Crbp dKAT3 Nejire dCBP dmCBP CBP CBP/p300 Cbp anon-WO03040301.89 p300 CBP_ l(1)G0470 cbp CG15319 l(1)G0112 CG15321 Nej p300/CBP nej CBP	4	1.33	1.17			
Secondary_007b	E1	Secondary_007b_E1	CG32635	Neto	N/A	NETO2	Neuropilin and tolloid-like	Current	neuropilin and tolloid-like CG32635 neto CG15753 CG15752 tld-like CG44328 CG12727 CT36003 CG15751		1	1			
Secondary_007b	E10	Secondary_007b_E10	CG18180	CG18180	N/A	KLK6	CG18180	Current	SP151	2	1	1.17			
Secondary_007b	E11	Secondary_007b_E11	CG32105	CG32105	Nuclear-associated pathways	LMX1A	CG32105	Current	CG17615 CG10432	1	3.33	3.5	yes	gene	defective cell-cell aggregation
Secondary_007b	E12	Secondary_007b_E12	CG18389	Eip93F	Other pathways	LCOR	Ecdysone-induced protein 93F	Current	Eip93F lethal (3) ry93 CG18389 l(3)ry93 l(3)93 Eip93f anon-WO02059370.58 E93 eip93f	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	E2	Secondary_007b_E2	CG16902	Hr4	N/A	NR6A1 	Hr4	Current	NR6A2 GRF CG43692 CG42527 null CG16902 EG:BACH61I5.1 EP(X)1232 CG3600 EG:133E12.2 DHR4 EP1232 CG43934	1.67	1	1			
Secondary_007b	E3	Secondary_007b_E3	CG17090	hipk	Kinases and Phosphatases	HIPK2	homeodomain interacting protein kinase	Current	homeodomain interactin protein kinase Homeodomain-interacting protein kinase Homeodomain-interacting protein kinase 2 Homeodomain interacting protein kinase CG17090 dhipk2 HIPK CG17090	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	E4	Secondary_007b_E4	CG17054		Nuclear-associated pathways	NCAPG	CG17054			2	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_007b	E5	Secondary_007b_E5	CG17440	CG17440	Nuclear-associated pathways	CXXC1	CG17440	Current		2	2	2.5	yes	gene	defective cell-cell aggregation
Secondary_007b	E6	Secondary_007b_E6	CG31723		Uncharacterized proteins	N/A	CG31723				2.33	2.67	yes	gene	defective cell-cell aggregation
Secondary_007b	E7	Secondary_007b_E7	CG17293	Wdr82	Microtubule pathways	WDR82	Wdr82	Current	CG17293 wdr-82 wdr82 dWdr82	1.67	2.67	2.83	yes	gene	defective cell-cell aggregation
