Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect	Gene In Secondary Screen	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Primary_120	H11	Primary_120_H11	CG13465	CG13465		Current		1	no			
Primary_120	H12	Primary_120_H12	CG12487	BobA	Brother of Bearded A	Current	Brother of Bearded Bob-A bobA Bob CG12487	1	no			
Primary_120	H2	Primary_120_H2	CG9628	CG9628		Current		1	no			
Primary_120	H3	Primary_120_H3	CG32143	ome	omega	Current	CG32143 CG42280 CG42280 CG32143 CG17705 BEST:LD21715 CG9370 CG32145 LD21715	1	no			
Primary_120	H4	Primary_120_H4	CG13477	CG13477		Current		1	no			
Primary_120	H5	Primary_120_H5	CG13474	CG13474		Current	BcDNA:AT29351	1	no			
Primary_120	H6	Primary_120_H6	CG13476	CG13476		Current		1	no			
Primary_120	H7	Primary_120_H7	CG13471	CG13471		Current		1	no			
Primary_120	H8	Primary_120_H8	CG33260	CG33260		Current	CG13470	1	no			
Primary_120	H9	Primary_120_H9	CG5272	gnu	giant nuclei	Current	Giant nuclei CG5272 Gnu	1	no			
Primary_121	A1	Primary_121_A1	CG5185	Tom	Twin of m4	Current	Barbu anon-fast-evolving-1F6 CG5185 Bbu barbu anon-EST:fe1F6 DmelCG5185 bbu/tom tom	1.33	no			
Primary_121	A10	Primary_121_A10	CG13463	CG13463		Current	BcDNA:RE10167	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_121	A11	Primary_121_A11	CG13460	CG13460		Current		1	no			
Primary_121	A12	Primary_121_A12	CG18648	cp309	cp309	Current	lethal (3) s2172 Pericentrin pericentrin Drosophila Pericentrin Like Protein pericentrin/AKAP450 centrosomal targeting pericentrin-like protein pericentrin-like Pericentrin-like protein Cp309 dplp CG6735 CG13459 CG33957 dPLP pPlp D-PLP DPLP CG18648 d-plp l(3)s2172 PACT PLP Dplp AKAP450 Plp CP309	1	no			
Primary_121	A2	Primary_121_A2	CG3096	Brd	Bearded	Current	bearded brd DmelCG3096 CG3096 Brd-C	1	no			
Primary_121	A3	Primary_121_A3	CG3396	Ocho	Ocho	Current	ocho DmelCG3396 CG3396 CG5138	1	no			
Primary_121	A4	Primary_121_A4						1	no			
Primary_121	A5	Primary_121_A5	CG32148	CG32148		Current	BcDNA:AT21341 NEST:bs21b09	1	no			
Primary_121	A6	Primary_121_A6	CG18581	CG18581		Current		1	no			
Primary_121	A7	Primary_121_A7	CG12310	CG12310		Current	BcDNA:RE02926	1	no			
Primary_121	A8	Primary_121_A8	CG13461	CG13461		Current		1	no			
Primary_121	A9	Primary_121_A9	CG18649	CG18649		Current	BcDNA:RE73239	1	no			
Primary_121	B1	Primary_121_B1	CG17871	Or71a	Odorant receptor 71a	Current	Or71c or71a OR71a DOR14 CG17871 71a 71B.1	1	no			
Primary_121	B10	Primary_121_B10						1	no			
Primary_121	B11	Primary_121_B11	CG12355	CG12355		Current		1	no			
Primary_121	B12	Primary_121_B12	CG13455	CG13455		Current		1	no			
Primary_121	B2	Primary_121_B2	CG13459	cp309	cp309	Current	lethal (3) s2172 Pericentrin pericentrin Drosophila Pericentrin Like Protein pericentrin/AKAP450 centrosomal targeting pericentrin-like protein pericentrin-like Pericentrin-like protein Cp309 dplp CG6735 CG13459 CG33957 dPLP pPlp D-PLP DPLP CG18648 d-plp l(3)s2172 PACT PLP Dplp AKAP450 Plp CP309	1	no			
Primary_121	B3	Primary_121_B3	CG6945	CG6945		Current		1	no			
Primary_121	B4	Primary_121_B4	CG13458	CG13458		Current		1	no			
Primary_121	B5	Primary_121_B5	CG16959	CG16959		Current	CT21630	1	no			
Primary_121	B6	Primary_121_B6	CG13457	CG13457		Current	BcDNA:AT16542 BcDNA:AT15860	1	no			
Primary_121	B7	Primary_121_B7	CG12316	CG12316		Current		1	no			
Primary_121	B8	Primary_121_B8	CG32147	CG32147		Current	BcDNA:RE07960	1	no			
Primary_121	B9	Primary_121_B9	CG33259	CG33259		Current	CG7489	1	no			
Primary_121	C1	Primary_121_C1	CG7272	CG7272		Current		1	no			
Primary_121	C10	Primary_121_C10	CG13446	comm3	comm3	Current	CG13446 CG42334 CG13446 CG42334 CG33209 CG13447 CG13448	1	no			
Primary_121	C11	Primary_121_C11	CG16931	Eig71Ea	Ecdysone-induced gene 71Ea	Current	71E-Gene-I Gene I gene I I L71-1 L71 gene-I CG16931	1	no			
Primary_121	C12	Primary_121_C12	CG7355	Eig71Eb	Ecdysone-induced gene 71Eb	Current	71E-Gene-II Gene II gene II L71-2 gene-II L71 CG7355 II	1	no			
Primary_121	C2	Primary_121_C2	CG7841	CG7841		Current		1	no			
Primary_121	C3	Primary_121_C3	CG17962	Z600	Z600	Current	Fruhstart fruhstart frustart DMZ60MEX CG17962 frs z600 3.2 Frs	1.33	no			
Primary_121	C4	Primary_121_C4	CG13454	CG13454		Current		1	no			
Primary_121	C5	Primary_121_C5	CG7936	mex1	midgut expression 1	Current	Midgut expression 1 CG7936	1	no			
Primary_121	C6	Primary_121_C6	CG7463	yellow-k	yellow-k	Current	CG7463 yell-k	1	no			
Primary_121	C7	Primary_121_C7	CG7973					1	no			
Primary_121	C8	Primary_121_C8	CG13449	CG13449		Current		1	no			
Primary_121	C9	Primary_121_C9	CG33209	comm3	comm3	Current	CG13446 CG42334 CG13446 CG42334 CG33209 CG13447 CG13448	1	no			
Primary_121	D1	Primary_121_D1	CG7608	Eig71Ec	Ecdysone-induced gene 71Ec	Current	Gene III 71E-Gene-III gene III LP11175p Eig 71Ec L71 CG7608 L71-3 gene-III III	1	no			
Primary_121	D10	Primary_121_D10	CG7554	comm2	comm2	Current	CG7554	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_121	D11	Primary_121_D11	CG17943	comm	commissureless	Current	Commisureless Commissureless CG17943 Comm	1	no			
Primary_121	D12	Primary_121_D12	CG13445	CG13445		Current		1	no			
Primary_121	D2	Primary_121_D2	CG7350	Eig71Ed	Ecdysone-induced gene 71Ed	Current	71E-Gene-IV Gene IV gene-IV L71 L71-4 BcDNA:LP04160 IV CG7350 gene IV Eig 71Ed	1	no			
Primary_121	D3	Primary_121_D3	CG7604	Eig71Ee	Ecdysone-induced gene 71Ee	Current	71E-Gene-VII Gene VII gene VII eig71Ee CG7604 L71 L71-7 gp150 VII I71-7 gene-VII	1	no			
Primary_121	D4	Primary_121_D4	CG7599	Eig71Ef	Ecdysone-induced gene 71Ef	Current	Gene V 71E-Gene-V gene V V L71 L71-5 EIG71-EF gene-V CG7599	1	no			
Primary_121	D5	Primary_121_D5	CG7336	Eig71Eg	Ecdysone-induced gene 71Eg	Current	71E-Gene-VI Gene VI eig71Eg VI L71 gene VI gene-VI CG7336 L71-6	1	no			
Primary_121	D6	Primary_121_D6	CG7594	Eig71Eh	Eig71Eh	Current	CG7594 L71-8 L71 EIG71-H	1	no			
Primary_121	D7	Primary_121_D7	CG7327	Eig71Ei	Eig71Ei	Current	EIG71-EI CG7327 L71-9 L71	1	no			
Primary_121	D8	Primary_121_D8	CG7588	Eig71Ej	Eig71Ej	Current	L71 L71-10 CG7588	1	no			
Primary_121	D9	Primary_121_D9	CG7325	Eig71Ek	Eig71Ek	Current	CG7325 L71-11 EIG71-K L71	1	no			
Primary_121	E1	Primary_121_E1	CG6151	fwe	flower	Current	dFwe CG6151 flower anon-WO0118547.242	1	no			
Primary_121	E10	Primary_121_E10	CG5895	CG5895		Current		1	no			
Primary_121	E11	Primary_121_E11	CG33258	CG33258		Current	CR33258 BP1001	1	no			
Primary_121	E12	Primary_121_E12	CG13075	CG13075		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_121	E2	Primary_121_E2	CG18081	CG18081		Current	BcDNA:RE63284	1	no			
Primary_121	E3	Primary_121_E3	CG15715	CG15715		Current	BcDNA:RE26825	1	no			
Primary_121	E4	Primary_121_E4	CG32150	CG32150		Current	CG12712 CG15714	1	no			
Primary_121	E5	Primary_121_E5	CG12486	pHCl		Current	glutamate-gated chloride channel-like pHCl CG44099 BP1024 CT19189 CG13444 CG33989 CG6112 BcDNA:GH21757 CG12486 pHCL-A	1	no			
Primary_121	E6	Primary_121_E6	CG6112	pHCl		Current	glutamate-gated chloride channel-like pHCl CG44099 BP1024 CT19189 CG13444 CG33989 CG6112 BcDNA:GH21757 CG12486 pHCL-A	1	no			
Primary_121	E7	Primary_121_E7	CG13444	pHCl		Current	glutamate-gated chloride channel-like pHCl CG44099 BP1024 CT19189 CG13444 CG33989 CG6112 BcDNA:GH21757 CG12486 pHCL-A	1	no			
Primary_121	E8	Primary_121_E8	CG32151					1	no			
Primary_121	E9	Primary_121_E9	CG17032	CG17032		Current		1	no			
Primary_121	F1	Primary_121_F1	CG13074	CG13074		Current		1	no			
Primary_121	F10	Primary_121_F10	CG13069	CG13069		Current		1	no			
Primary_121	F11	Primary_121_F11	CG13068	CG13068		Current		1	no			
Primary_121	F12	Primary_121_F12	CG13067	CG13067		Current	anon-WO0153538.46 anon-WO0153538.39	1	no			
Primary_121	F2	Primary_121_F2	CG5151	CG5151		Current		1	no			
Primary_121	F3	Primary_121_F3	CG13073	CG13073		Current		1	no			
Primary_121	F4	Primary_121_F4	CG13072	PDCD-5	PDCD-5	Current	Programmed Cell Death gene-5 DMPDCD-5 BcDNA:RE17056 CG13072	1	no			
Primary_121	F5	Primary_121_F5	CG13055	CG13055		Current		1.33	no			
Primary_121	F6	Primary_121_F6	CG13054	CG13054		Current		1	no			
Primary_121	F7	Primary_121_F7	CG13053	CG13053		Current		1.33	no			
Primary_121	F8	Primary_121_F8	CG13071	CG13071		Current		1	no			
Primary_121	F9	Primary_121_F9	CG13070	CG13070		Current		1	no			
Primary_121	G1	Primary_121_G1	CG13066	CG13066		Current		1	no			
Primary_121	G10	Primary_121_G10	CG4962	CG4962		Current	CT15908	1	no			
Primary_121	G11	Primary_121_G11	CG4982	CG4982		Current		1	no			
Primary_121	G12	Primary_121_G12	CG13044	CG13044		Current		1	no			
Primary_121	G2	Primary_121_G2	CG13065	CG13065		Current	BcDNA:RH56745	1	no			
Primary_121	G3	Primary_121_G3	CG13050	CG13050		Current		1	no			
Primary_121	G4	Primary_121_G4	CG13064	CG13064		Current		1	no			
Primary_121	G5	Primary_121_G5	CG13049	CG13049		Current	BcDNA:RE26528	1	no			
Primary_121	G6	Primary_121_G6	CG13048	CG13048		Current		1	no			
Primary_121	G7	Primary_121_G7	CG13047	CG13047		Current		1	no			
Primary_121	G8	Primary_121_G8	CG13046	CG13046		Current		1	no			
Primary_121	G9	Primary_121_G9	CG13045	CG13045		Current		1	no			
Primary_121	H1	Primary_121_H1	CG13043	CG13043		Current	CT32262 BcDNA:RH10371	1	no			
Primary_121	H10	Primary_121_H10	CG13040	CG13040		Current		1.67	yes	yes	gene	defective cell-cell aggregation
Primary_121	H11	Primary_121_H11	CG13039	CG13039		Current	BcDNA:AT27312	2	yes	yes	gene	defective cell-cell aggregation
Primary_121	H12	Primary_121_H12	CG13038	CG13038		Current		1	no			
Primary_121	H2	Primary_121_H2	CG13063	CG13063		Current		1	no			
Primary_121	H3	Primary_121_H3	CG13042	CG13042		Current		1	no			
Primary_121	H4	Primary_121_H4	CG32160	CR32160		Current	BcDNA:RH34065 CG32160	1	no			
Primary_121	H5	Primary_121_H5	CG13062	CG13062		Current		1.33	no			
Primary_121	H6	Primary_121_H6	CG13061	Nplp3	Neuropeptide-like precursor 3	Current	SHA peptide neuropeptide-like precursor 3 VVIamide peptide CG18502 BcDNA:RH16169 CG13061 nplp3 VVIamide SHA NPLP3	1	no			
Primary_121	H7	Primary_121_H7	CG13041	CG13041		Current	BcDNA:RE63063	1	no			
Primary_121	H8	Primary_121_H8	CG13060	CG13060		Current	BcDNA:RE40431	1	no			
Primary_121	H9	Primary_121_H9	CG13059	CG13059		Current		1	no			
Primary_122	A1	Primary_122_A1	CG13058	CG13058		Current		1	no			
Primary_122	A10	Primary_122_A10	CG4680	Grp	Gag related protein	Current	CG4680	1	no			
Primary_122	A11	Primary_122_A11	CG13035	CG44836		Current	rugose CG13035 CG13036	1	no			
Primary_122	A12	Primary_122_A12	CG32159	dsx-c73A	doublesex cognate 73A	Current	Drosophila secreted cuticle protein 73 lethal (3) j10E8 dsx-c73 CG13034 CG4541 l(3)j10E8 DSC73 dsc73 CG32159	1	no			
Primary_122	A2	Primary_122_A2	CG33060	CG33060		Current	CG13057	1	no			
Primary_122	A3	Primary_122_A3	CG33257	CG33257		Current	CG13037	1	no			
Primary_122	A4	Primary_122_A4	CG13037					1	no			
Primary_122	A5	Primary_122_A5	CG4818	Cpr72Ea	Cuticular protein 72Ea	Current	CG4818 CG4818	1	no			
Primary_122	A6	Primary_122_A6	CG12255	Cpr72Eb	Cuticular protein 72Eb	Current	CG12255 CG12255	1	no			
Primary_122	A7	Primary_122_A7	CG4784	Cpr72Ec	Cuticular protein 72Ec	Current	CG4784 CG4784 CT15377	2	yes	yes	gene	defective cell-cell aggregation
Primary_122	A8	Primary_122_A8	CG4877	RAF2	RING-associated factor 2	Current	dRING-associated factor 2 dRAF2 CG4689 CG4877	1	no			
Primary_122	A9	Primary_122_A9	CG13036	CG44836		Current	rugose CG13035 CG13036	1	no			
Primary_122	B1	Primary_122_B1	CG4531	aos	argos	Current	roulette strawberry giant lens Argos aos Aos l(3)05845 rlt CG4531 l(3)rQ526 argos l(3)rJ472 l(3)j5E11 gil Argos DmAos sty arg l(3)rJ812 l(3)05959 aos	1	no			
Primary_122	B10	Primary_122_B10	CG4101	CG4101		Current	anon-73B1 anon73B1	1	no			
Primary_122	B11	Primary_122_B11	CG32162					1.33	no			
Primary_122	B12	Primary_122_B12	CG9692	CG9692		Current		1	no			
Primary_122	B2	Primary_122_B2	CG12436	CG43373		Current	CG12436 CG42513 Ago2 CG32158 AC	1	no			
Primary_122	B3	Primary_122_B3	CG13033	CG13033		Current	BcDNA:RE50345	1	no			
Primary_122	B4	Primary_122_B4	CG4229	CG4229		Current		1	no			
Primary_122	B5	Primary_122_B5	CG16725	Smn	survival motor neuron	Current	Survival Motor Neuron Survival of Motor Neurons survival of motor neurons smn CG16725 SMN DmSMN l(3)73Ao dSMN	1	no			
Primary_122	B6	Primary_122_B6	CG4109	Syx8	Syntaxin 8	Current	Syntaxin syntaxin dSyntaxin8 DmSyx8 CG4109 Syx Dm Syx8 SYX8	1	no			
Primary_122	B7	Primary_122_B7	CG32163	CG32163		Current		1	no			
Primary_122	B8	Primary_122_B8	CG16724	tra	transformer	Current	Transformer TRA Tra CG16724 Dmtra	1	no			
Primary_122	B9	Primary_122_B9	CG17286	spd-2	spindle defective 2	Current	CG17286 DSPD-2 D-SPD2 CEP192 SPD-2 Dspd-2 Spd-2 DSpd2 Cep192 dSpd2 BcDNA:LD24702 spd2 Dspd2 SPD2 DSpd-2 CG17286 CG17286-PA anon-73Ba Spd2 D-Spd2	1	no			
Primary_122	C1	Primary_122_C1	CG13031	CG13031		Current		1	no			
Primary_122	C10	Primary_122_C10	CG11905	CG11905		Current		1	no			
Primary_122	C11	Primary_122_C11						1	no			
Primary_122	C12	Primary_122_C12	CG13022	CG13022		Current		1	no			
Primary_122	C2	Primary_122_C2	CG13026	CG13026		Current		1	no			
Primary_122	C3	Primary_122_C3	CG13024	CG13024		Current	BcDNA:RH61817	1	no			
Primary_122	C4	Primary_122_C4	CG32161	CG32161		Current		1.33	no			
Primary_122	C5	Primary_122_C5	CG32170	CG32170		Current	CT12913 BcDNA:RE28470	1	no			
Primary_122	C6	Primary_122_C6	CG11915	Lmpt	Limpet	Current	limpet CG11915 CG11914 lmpt CG33256 BcDNA:RE37250 CG9959 CG32171 CG42679 CG11916	1	no			
Primary_122	C7	Primary_122_C7	CG33256	Lmpt	Limpet	Current	limpet CG11915 CG11914 lmpt CG33256 BcDNA:RE37250 CG9959 CG32171 CG42679 CG11916	1	no			
Primary_122	C8	Primary_122_C8	CG13028	CG13028		Current		1	no			
Primary_122	C9	Primary_122_C9	CG13023	CG13023		Current		1	no			
Primary_122	D1	Primary_122_D1	CG9665	Cpr73D	Cuticular protein 73D	Current	CG9665 CG9665	1	no			
Primary_122	D10	Primary_122_D10	CG32169	Rbp6	RNA-binding protein 6	Current	CG32169 CG32169 BcDNA:RE25373 CG14056 rbp6 RRM6 rrm6 CG6573 CG14055	1	no			
Primary_122	D11	Primary_122_D11	CG32175					1	no			
Primary_122	D12	Primary_122_D12	CG7707	CG7707		Current	FBXO8	1	no			
Primary_122	D2	Primary_122_D2	CG13027	Obp73a	Odorant-binding protein 73a	Current	CG13027 DmelObp73a	1	no			
Primary_122	D3	Primary_122_D3	CG14060	Exn	Ephexin	Current	CG3799 ephexin CG3799 CG42665 CG14060 BcDNA:GH03693 exn	1	no			
Primary_122	D4	Primary_122_D4	CG32167					1	no			
Primary_122	D5	Primary_122_D5	CG6642	a10	antennal protein 10	Current	Pherokine1 Pherokine 1 Os-D DmelCSP4 A10 Phk-1 CG6642 OS-D OS-D/A10	1	no			
Primary_122	D6	Primary_122_D6	CG7730	CG7730		Current		3.33	yes	yes	gene	defective cell-cell aggregation
Primary_122	D7	Primary_122_D7	CG14059	Ilp8	Insulin-like peptide 8	Current	Drosophila insulin-like peptide 8 DILP8 CG14059 dilp8	1	no			
Primary_122	D8	Primary_122_D8	CG6615	scaf6		Current	BP1047 scaf6 BP1040 CG6626 CG14058 BP1047 CG33522 CG6615 CG32168	1	no			
Primary_122	D9	Primary_122_D9	CG14057	CG14057		Current		1	no			
Primary_122	E1	Primary_122_E1	CG6497	CG6497		Current		1	no			
Primary_122	E10	Primary_122_E10	CG13731	CG13731		Current		1	no			
Primary_122	E11	Primary_122_E11	CG3897	blot	bloated tubules	Current	Blated tubules DmBLOT l(3)1658 CG3897	1	no			
Primary_122	E12	Primary_122_E12	CG32172	noe	noe	Current	anon-EST:Posey151 anon-WO02059370.51 anon-EST:Posey101 anon-EST:Posey292 anon-EST:Posey35 Noe anon-EST:Posey243 CG32172	1	no			
Primary_122	E2	Primary_122_E2	CG13723	CG13723		Current		1	no			
Primary_122	E3	Primary_122_E3	CG13724	CG13724		Current		1	no			
Primary_122	E4	Primary_122_E4	CG13725	CG13725		Current		1	no			
Primary_122	E5	Primary_122_E5	CG13726	Or74a	Odorant receptor 74a	Current	CG13726 74a 74A.1 DOR26	1	no			
Primary_122	E6	Primary_122_E6	CG13727	CG13727		Current		1	no			
Primary_122	E7	Primary_122_E7	CG6456	Mip	Myoinhibiting peptide precursor	Current	allatostatin B-1 Allostatin B Drostatin-B1 Allatostatin B allatostatin-B1 allatostatin (B-type) Allatostatin cricket-type allatostatin-B Drostatin-B5 myoinhibitory peptide allatostatin B drostatin-B2 Drostatin-B4 Drostatin-B2 Mioinhibiting Peptide Precursor myoinhibiting peptide Drostatin-B3 myoinhibiting peptide precursor MIP-2 DmMIP2 Drm-MIP-4 Drm-MIP-3 MIP-3 Drm-MIP-1 MIP-4 MIP ASB mip CG6456 Ast-B AstB DmMIP5 DmMIP4 Drm-MIP-2 Drm-MIP DmMIP1 DAP-B DmMIP3 MIP-5 AstB-1 Drm-MIP-5 MIP-1 AST-B	1	no			
Primary_122	E8	Primary_122_E8	CG7692	CG7692		Current		1	no			
Primary_122	E9	Primary_122_E9	CG13728	CG13728		Current		1	no			
Primary_122	F1	Primary_122_F1	CG7630	CG7630		Current	anon-EST:Posey228 anon-EST:Posey153 BcDNA:RH19679	1	no			
Primary_122	F10	Primary_122_F10	CG32184	Nedd4	Nedd4	Current	CG32184 CG42279 DNedd4 CG7555 dNedd4-1 CG42279 nedd4 CG32184 DNedd4 dNedd4	1.33	no			
Primary_122	F11	Primary_122_F11	CG7497	CG7497		Current	CHED-related BcDNA:GH27361 anon-WO0170980.89 anon-WO0170980.88	1	no			
Primary_122	F12	Primary_122_F12	CG6143	Pep	Protein on ecdysone puffs	Current	74F gene pep X4/PEP PEP p100 CG6143 PEP/X4	1	no			
Primary_122	F2	Primary_122_F2	CG33051	CG33051		Current	CG3882	1	no			
Primary_122	F3	Primary_122_F3	CG32176	CG32176		Current	CG13730 CG13729	1	no			
Primary_122	F4	Primary_122_F4	CG12229	CG12229		Current	pyruvate kinase	1	no			
Primary_122	F5	Primary_122_F5	CG18265	CG18265		Current	ORE-10	1	no			
Primary_122	F6	Primary_122_F6	CG7603	CG7603		Current		1	no			
Primary_122	F7	Primary_122_F7	CG13733	CG13733		Current		1.33	no			
Primary_122	F8	Primary_122_F8	CG6333	CG6333		Current		1	no			
Primary_122	F9	Primary_122_F9	CG32185	edin	elevated during infection	Current	CG32185	1	no			
Primary_122	G1	Primary_122_G1	CG32179	Krn	Keren	Current	Spitz2 keren spitz-2 spitz2 keren/spitz2 CG8056 gritz skrn CG32179 s-krn keren CT19073 krn Ker	1	no			
Primary_122	G10	Primary_122_G10	CG5506	CG5506		Current	BcDNA:LP12049	1	no			
Primary_122	G11	Primary_122_G11	CG16775	CG16775		Current		1	no			
Primary_122	G12	Primary_122_G12	CG5492	Tsp74F	Tetraspanin 74F	Current	Dm.Tsp74F CG5492	1	no			
Primary_122	G2	Primary_122_G2						1	no			
Primary_122	G3	Primary_122_G3	CG6064	Crtc	CREB-regulated transcription coactivator	Current	TORC ORE-12 CRTC CG6064 dTORC cg6064 TORC	1	no			
Primary_122	G4	Primary_122_G4	CG32182	CG32182		Current		1	no			
Primary_122	G5	Primary_122_G5	CG32181	CG32181		Current	BcDNA:AT19257	1	no			
Primary_122	G6	Primary_122_G6	CG14585	Ir75a	Ionotropic receptor 75a	Current	ionotropic receptor 75a CG14585 DmelIR75a CG14585 IR75a	1	no			
Primary_122	G7	Primary_122_G7	CG14586					1	no			
Primary_122	G8	Primary_122_G8	CG32188	CG32188		Current		1	no			
Primary_122	G9	Primary_122_G9	CG32189	CG32189		Current	BcDNA:RE39957	1	no			
Primary_122	H1	Primary_122_H1	CG32193					1	no			
Primary_122	H10	Primary_122_H10	CG7330	CG7330		Current	BcDNA:RE22290	1	no			
Primary_122	H11	Primary_122_H11	CG13699	CG13699		Current		1	no			
Primary_122	H12	Primary_122_H12	CG5123	W	Wrinkled	Current	wrinkler wrinkled head involution defective head-involution-defective Head involution defective Head involuted defective head-involution defective head involution defective 1 head involution defect hid head involuted his Hid l(3)05014 CG5123 hid1 hid Hid1 HID	1	no			
Primary_122	H2	Primary_122_H2	CG32192	CG32192		Current	bs33g12.y1 NEST:bs33g12 NEST:bs36a12	1	no			
Primary_122	H3	Primary_122_H3	CG32194					1	no			
Primary_122	H4	Primary_122_H4	CG13698	CG13698		Current		1	no			
Primary_122	H5	Primary_122_H5	CG7354	mRpS26	mitochondrial ribosomal protein S26	Current	MRP-S26 CG7354	1	no			
Primary_122	H6	Primary_122_H6	CG7347	mus304	mutagen-sensitive 304	Current	mutagen sensitive 304 ATR-interacting protein mus-304 mus(3)304 ATRIP atrip Mus304 CG7347 anon-WO0140519.82	1	no			
Primary_122	H7	Primary_122_H7	CG7341	CG7341		Current		1	no			
Primary_122	H8	Primary_122_H8	CG32195	CG32195		Current		1	no			
Primary_122	H9	Primary_122_H9	CG13695	gk	geko	Current	Geko BcDNA:RE30284 geko CT33153 CG13696 CG13695	1	no			
Primary_123	A1	Primary_123_A1	CG7320	CG7320		Current		1	no			
Primary_123	A10	Primary_123_A10	CG4216	term	terminus	Current	Terminus CG4216 ter Term Bsg75C	1	no			
Primary_123	A11	Primary_123_A11	CG13380	CG13380		Current		1	no			
Primary_123	A12	Primary_123_A12	CG18811	Capr	Caprin	Current	dFMRP-associated protein CG18811 NEST:bs19b07 anon-WO0118547.253 dFAP	1	no			
Primary_123	A2	Primary_123_A2	CG7313	CheA75a	Chemosensory protein A 75a	Current	CheA75a CG7313 BcDNA:HL02449	1	no			
Primary_123	A3	Primary_123_A3	CG13700	CG13700		Current		1	no			
Primary_123	A4	Primary_123_A4	CG4345	grim	grim	Current	Grim grm Grim GRIM BcDNA:RE28551 gri CG4345	1.33	no			
Primary_123	A5	Primary_123_A5	CG4319	rpr	reaper	Current	Reaper Reaper L REAPER Rpr RPR rp anon-WO0162936.19 CG4319 reaper	1	no			
Primary_123	A6	Primary_123_A6	CG13701	skl	sickle	Current	Sickle mephisto BcDNA:RE14076 CG13701 veto meph Skl	1	no			
Primary_123	A7	Primary_123_A7	CG32196	CG32196		Current		1	no			
Primary_123	A8	Primary_123_A8	CG32198	CG32198		Current		1	no			
Primary_123	A9	Primary_123_A9	CG7271	CG7271		Current		1	no			
Primary_123	B1	Primary_123_B1	CG4144	GNBP2	Gram-negative bacteria binding protein 2	Current	GNBP DGNBP-2 CG4144 gnbp2	1	no			
Primary_123	B10	Primary_123_B10	CG14076	Ir75d	Ionotropic receptor 75d	Current	ionotropic receptor 75d CG14076 CT33663 DmelIR75d IR75d CG14076	1	no			
Primary_123	B11	Primary_123_B11	CG14077	CG14077		Current	VIa	1	no			
Primary_123	B12	Primary_123_B12	CG6839	CG6839		Current		1	no			
Primary_123	B2	Primary_123_B2	CG6895	GNBP1	Gram-negative bacteria binding protein 1	Current	osiris glucan-binding protein 1 gram-negative binding protein 1 GNBP CG6895 DGNBP1 GNBP-1 GNBP 1 DGNBP-1	1	no			
Primary_123	B3	Primary_123_B3	CG32202	CG32202		Current	CG13381	1	no			
Primary_123	B4	Primary_123_B4	CG6885	CG6885		Current	anon-WO0118547.731	1	no			
Primary_123	B5	Primary_123_B5	CG4076	Nufip	Nufip	Current	CG4076 NUFIP	1	no			
Primary_123	B6	Primary_123_B6	CG6874	HipHop	HP1-HOAP-interacting protein	Current	HP1 and HOAP-interacting protein lethal (3) neo26 hiphop l(3)neo26 CG6874 BcDNA:RE10558	1	no			
Primary_123	B7	Primary_123_B7	CG32027	CR32027		Current	BcDNA:RE02231 CG32027	1	no			
Primary_123	B8	Primary_123_B8	CG14074	CG14074		Current		1	no			
Primary_123	B9	Primary_123_B9	CG3893	arx	asterix	Current	gametocyte-specific factor 1 DmGTSF1 CG3893 BcDNA:LD18018 Gtsf1	1	no			
Primary_123	C1	Primary_123_C1	CG3819	CG3819		Current	CT12789	1	no			
Primary_123	C10	Primary_123_C10	CG14084	Bet1		Current	CG14084 Bet1 BcDNA:RH40423 Dm Bet1 bs16e01.y1 CG14084 G14084 BET1	1	no			
Primary_123	C11	Primary_123_C11	CG9648	Max	Max	Current	dMax bHLHd9 MAX max dmax CG9648	1.33	no			
Primary_123	C12	Primary_123_C12						1	no			
Primary_123	C2	Primary_123_C2	CG32204	CG32204		Current		1	no			
Primary_123	C3	Primary_123_C3	CG6836	CG6836		Current		1	no			
Primary_123	C4	Primary_123_C4	CG14075	CG14075		Current		1	no			
Primary_123	C5	Primary_123_C5	CG11614	nkd	naked cuticle	Current	Naked Naked cuticle naked CG11614 Nkd naked CG18224	1	no			
Primary_123	C6	Primary_123_C6	CG3801	Acp76A	Accessory gland protein 76A	Current	Accessory gland-specific peptide 76A Accessory gland protein 76A CG3801 CG3801 Acp76 Spn76A	1	no			
Primary_123	C7	Primary_123_C7	CG14079	CG14079		Current		1	no			
Primary_123	C8	Primary_123_C8	CG10419	Gem2	Gemin2	Current	dGemin2 CG10419	1	no			
Primary_123	C9	Primary_123_C9	CG14082	CG14082		Current		1	no			
Primary_123	D1	Primary_123_D1	CG14088	CG14088		Current	SPH199	1	no			
Primary_123	D10	Primary_123_D10	CG32214	CG32214		Current		1	no			
Primary_123	D11	Primary_123_D11	CG32208	825-Oak	825-Oak	Current	CG32208	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_123	D12	Primary_123_D12	CG12519	CG12519		Current		1	no			
Primary_123	D2	Primary_123_D2	CG14086	CG14086		Current		1	no			
Primary_123	D3	Primary_123_D3	CG14089	CG14089		Current		1	no			
