Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Replicate Group	Plate Issues
X_110429_S23	33	C9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug121	SPAC13C5.06c	mug121					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	34	C10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rho5	SPAC20H4.11c	rho5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	35	C11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC4F10.17	SPAC4F10.17						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	36	C12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC664.12c	SPAC664.12c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	37	D1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBPB10D8.05c	SPBPB10D8.05c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	38	D2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gst1	SPCC191.09c	gst1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	39	D3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC70.10	SPCC70.10						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	40	D4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC30C2.07	SPAC30C2.07						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	41	D5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	atd1	SPAC9E9.09c	atd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	42	D6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC2D10.07c	SPBC2D10.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	43	D7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mag1	SPAPB24D3.04c	mag1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	44	D8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1002.12c	SPAC1002.12c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	45	D9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spe1	SPAC144.04c	spe1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	46	D10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tht2	SPAC23C4.07	tht2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	47	D11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	did4	SPAC4F8.01	did4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	48	D12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	idp1	SPAC6G10.08	idp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	49	E1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tal1	SPCC1020.06c	tal1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	50	E2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dbl1	SPCC2H8.05c	dbl1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	51	E3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC737.06c	SPCC737.06c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	52	E4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	esc1	SPAC56F8.16	esc1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	53	E5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug124	SPBC19C2.06c	mug124					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	54	E6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ubc14	SPAC1250.03	ubc14					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	55	E7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC36.11	SPBC36.11						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	56	E8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	urg2	SPAC1002.17c	urg2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	57	E9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	nab2	SPAC14C4.06c	nab2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	58	E10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC25B8.18	SPAC25B8.18						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	59	E11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sdo1	SPAC4F8.03	sdo1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	60	E12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ndk1	SPAC806.07	ndk1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	61	F1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ght6	SPCC1235.13	ght6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	62	F2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug111	SPCC31H12.06	mug111					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	63	F3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC777.06c	SPCC777.06c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	64	F4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rtf2	SPAC1D4.09c	rtf2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	65	F5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC6G10.10c	SPAC6G10.10c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	66	F6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC27D7.09c	SPAC27D7.09c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	67	F7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	apm3	SPBC651.11c	apm3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	68	F8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	urg3	SPAC1002.18	urg3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	69	F9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1565.01	SPAC1565.01						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	70	F10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	prw1	SPAC29A4.18	prw1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	71	F11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cmb1	SPAC4G9.11c	cmb1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	72	F12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tlg2	SPAC823.05c	tlg2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	73	G1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC1281.07c	SPCC1281.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	74	G2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC550.08	SPCC550.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	75	G3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pwi1	SPCC825.05c	pwi1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	76	G4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug186	SPBC14F5.11c	mug186					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	77	G5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1B3.15c	SPAC1B3.15c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	78	G6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1039.04	SPAC1039.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	79	G7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug154	SPCC4G3.11	mug154					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	80	G8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1039.02	SPAC1039.02						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	81	G9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dbr1	SPAC17A5.02c	dbr1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	82	G10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC2C4.06c	SPAC2C4.06c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	83	G11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC57A7.07c	SPAC57A7.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	84	G12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC922.04	SPAC922.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	85	H1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC1450.03	SPCC1450.03						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	86	H2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control	positive control (mal3)	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	87	H3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	88	H4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC13E7.03c	SPBC13E7.03c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	89	H5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ryh1	SPAC4C5.02c	ryh1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	90	H6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC144.01	SPAC144.01						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	91	H7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ubc12	SPCC777.10c	ubc12					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	92	H8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC11D3.03c	SPAC11D3.03c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	93	H9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	imt3	SPAC17G8.11c	imt3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	94	H10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cph2	SPAC2F7.07c	cph2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	95	H11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC5H10.01	SPAC5H10.01						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S23	96	H12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	1	A1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC977.05c	SPAC977.05c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	2	A2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea2	SPBC1604.20c	tea2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	3	A3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	nta1	SPBC23E6.03c	nta1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	4	A4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC405.06	SPBC405.06						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	5	A5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBPB2B2.08	SPBPB2B2.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	6	A6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	set5	SPCC1739.05	set5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	7	A7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC794.10	SPCC794.10						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC4B3.06c	SPCC4B3.06c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug184	SPBC1773.09c	mug184					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1565.03	SPAC1565.03						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC25B8.09	SPAC25B8.09						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC589.10c	SPAC589.10c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl302	SPAPB8E5.06c	rpl302					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1683.11c	SPBC1683.11c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC25B2.10	SPBC25B2.10						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC409.16c	SPBC409.16c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBPB2B2.09c	SPBPB2B2.09c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC1919.13c	SPCC1919.13c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sgo1	SPBP35G2.03c	sgo1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mam4	SPAC10F6.12c	mam4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sgf29	SPBC1921.07c	sgf29					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	saf5	SPAC1610.01	saf5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	his1	SPAC25G10.05c	his1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	DarkMal3					technical control	dark control	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpb9	SPAPYUG7.04c	rpb9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	26	C2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	meu7	SPBC16A3.13	meu7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	27	C3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sip1	SPBC27B12.08	sip1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	28	C4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	agn2	SPBC646.06c	agn2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	29	C5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pdh1	SPCC1235.08c	pdh1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	30	C6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cgi121	SPCC24B10.12	cgi121					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	31	C7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC3H8.08c	SPAC3H8.08c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	32	C8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tps1	SPAC328.03	tps1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	33	C9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rec6	SPBC21B10.12	rec6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	34	C10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC16E8.17c	SPAC16E8.17c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	35	C11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rpl2002	SPAC26A3.04	rpl2002					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	36	C12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	hsp3102	SPAC5H10.02c	hsp3102					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	37	D1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	lys4	SPBC1105.02c	lys4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	38	D2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps1801	SPBC16D10.11c	rps1801					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	39	D3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tvp23	SPBC2A9.05c	tvp23					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	40	D4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC6B1.03c	SPBC6B1.03c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	41	D5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC1281.04	SPCC1281.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	42	D6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sdh3	SPCC330.12c	sdh3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	43	D7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pcr1	SPAC21E11.03c	pcr1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	44	D8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC16G5.02c	SPBC16G5.02c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	45	D9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC4B4.12c	SPBC4B4.12c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	46	D10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pck1	SPAC17G8.14c	pck1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	47	D11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rcd1	SPAC29B12.06c	rcd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	48	D12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC607.07c	SPAC607.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	49	E1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC119.03	SPBC119.03						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	50	E2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1709.16c	SPBC1709.16c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	51	E3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mbx2	SPBC317.01	mbx2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	52	E4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ura5	SPBC725.15	ura5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	53	E5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC1393.08	SPCC1393.08						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	54	E6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC569.02c	SPCC569.02c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	55	E7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	atp14	SPBC29A3.10c	atp14					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	56	E8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC16E8.12c	SPAC16E8.12c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	57	E9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	arz1	SPCC1494.03	arz1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	58	E10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	trm13	SPAC1805.03c	trm13					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	59	E11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC2G11.04	SPAC2G11.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	60	E12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ies2	SPAC6B12.05c	ies2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	61	F1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gmh6	SPBC1289.13c	gmh6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	62	F2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1711.11	SPBC1711.11						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	63	F3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	coq7	SPBC337.15c	coq7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	64	F4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	fic1	SPBC83.18c	fic1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	65	F5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	wtf13	SPCC162.04c	wtf13					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	66	F6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPCC569.03	SPCC569.03						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	67	F7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	vps66	SPAC1783.02c	vps66					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	68	F8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC3A11.13	SPAC3A11.13						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	69	F9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC10F6.08c	SPAC10F6.08c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	70	F10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC1B3.02c	SPAC1B3.02c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	71	F11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC3A11.04	SPAC3A11.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	72	F12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	fsv1	SPAC6F12.03c	fsv1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	73	G1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC12C2.01c	SPBC12C2.01c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	74	G2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC20F10.03	SPBC20F10.03						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	75	G3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC3E7.07c	SPBC3E7.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	76	G4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rps1701	SPBC839.05c	rps1701					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	77	G5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	coq3	SPCC162.05	coq3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	78	G6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cid12	SPCC663.12	cid12					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
X_110429_S24	79	G7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBPB2B2.14c	SPBPB2B2.14c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	1	
