Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Characteristics Comments	siRNA Pool Identifier	siRNA Library Name	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Annotation Comments	RefSeq Locus	RefSeq GI Number	Analysis Gene Annotation Build	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
LM2_siGENOME_2B	107	E11	LM2_siGENOME_2B_E11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010026-01	Dharmacon siGENOME		4952	OCRL			NM_000276	21396493				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	108	E12	LM2_siGENOME_2B_E12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024189-01	Dharmacon siGENOME		343578	ARHGAP40	LOC343578	Gene symbol updated by IDR curator to be consistent across plates.	XM_937379	113429016				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	109	E13	LM2_siGENOME_2B_E13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003021-03	Dharmacon siGENOME		5296	PIK3R2			NM_005027	48976048				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	110	E14	LM2_siGENOME_2B_E14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024189-01	Dharmacon siGENOME		343578	ARHGAP40	LOC343578	Gene symbol updated by IDR curator to be consistent across plates.	XM_937379	113429016				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	111	E15	LM2_siGENOME_2B_E15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-014713-01	Dharmacon siGENOME		83478	ARHGAP24			NM_001042669	111154089				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	112	E16	LM2_siGENOME_2B_E16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	113	E17	LM2_siGENOME_2B_E17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021617-02	Dharmacon siGENOME		84144	SYDE2	FLJ13815	Gene symbol updated by IDR curator to be consistent across plates.	NM_032184	149274654				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	114	E18	LM2_siGENOME_2B_E18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	115	E19	LM2_siGENOME_2B_E19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021531-02	Dharmacon siGENOME		23380	SRGAP2			NM_001042758	112363095				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	116	E20	LM2_siGENOME_2B_E20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME									negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	117	E21	LM2_siGENOME_2B_E21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010047-02	Dharmacon siGENOME		64333	ARHGAP9			NM_001080156	122939148				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	118	E22	LM2_siGENOME_2B_E22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME											pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	119	E23	LM2_siGENOME_2B_E23																empty well					
LM2_siGENOME_2B	120	E24	LM2_siGENOME_2B_E24																empty well					
LM2_siGENOME_2B	121	F1	LM2_siGENOME_2B_F1																empty well					
LM2_siGENOME_2B	122	F2	LM2_siGENOME_2B_F2																empty well					
LM2_siGENOME_2B	123	F3	LM2_siGENOME_2B_F3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	124	F4	LM2_siGENOME_2B_F4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	125	F5	LM2_siGENOME_2B_F5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	126	F6	LM2_siGENOME_2B_F6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	127	F7	LM2_siGENOME_2B_F7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	128	F8	LM2_siGENOME_2B_F8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	129	F9	LM2_siGENOME_2B_F9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	130	F10	LM2_siGENOME_2B_F10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	131	F11	LM2_siGENOME_2B_F11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	132	F12	LM2_siGENOME_2B_F12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	133	F13	LM2_siGENOME_2B_F13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	134	F14	LM2_siGENOME_2B_F14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	135	F15	LM2_siGENOME_2B_F15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	136	F16	LM2_siGENOME_2B_F16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	137	F17	LM2_siGENOME_2B_F17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	138	F18	LM2_siGENOME_2B_F18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	139	F19	LM2_siGENOME_2B_F19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	140	F20	LM2_siGENOME_2B_F20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	141	F21	LM2_siGENOME_2B_F21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	142	F22	LM2_siGENOME_2B_F22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	143	F23	LM2_siGENOME_2B_F23																empty well					
LM2_siGENOME_2B	144	F24	LM2_siGENOME_2B_F24																empty well					
LM2_siGENOME_2B	145	G1	LM2_siGENOME_2B_G1																empty well					
LM2_siGENOME_2B	146	G2	LM2_siGENOME_2B_G2																empty well					
LM2_siGENOME_2B	147	G3	LM2_siGENOME_2B_G3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME											pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	148	G4	LM2_siGENOME_2B_G4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME											pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	149	G5	LM2_siGENOME_2B_G5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020738-01	Dharmacon siGENOME		51306	FAM13B	C5ORF5	Gene symbol updated by IDR curator to be consistent across plates.	NM_001101801	156142191				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	150	G6	LM2_siGENOME_2B_G6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231		Dharmacon siGENOME											pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	151	G7	LM2_siGENOME_2B_G7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003628-02	Dharmacon siGENOME		393	ARHGAP4			NM_001666	156071464				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	152	G8	LM2_siGENOME_2B_G8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	153	G9	LM2_siGENOME_2B_G9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003628-02	Dharmacon siGENOME		393	ARHGAP4			NM_001666	156071464				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	154	G10	LM2_siGENOME_2B_G10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	155	G11	LM2_siGENOME_2B_G11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008277-01	Dharmacon siGENOME		9411	ARHGAP29	PARG1	Gene symbol updated by IDR curator to be consistent across plates.	NM_004815	134304852				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	156	G12	LM2_siGENOME_2B_G12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	157	G13	LM2_siGENOME_2B_G13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-021811-02	Dharmacon siGENOME		3633	INPP5B			NM_005540	113722124				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	158	G14	LM2_siGENOME_2B_G14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	159	G15	LM2_siGENOME_2B_G15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015856-00	Dharmacon siGENOME		85360	7H3			NM_033025	42475969				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	160	G16	LM2_siGENOME_2B_G16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	161	G17	LM2_siGENOME_2B_G17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-019080-01	Dharmacon siGENOME		58504	ARHGAP22			NM_021226	34013589				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	162	G18	LM2_siGENOME_2B_G18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	163	G19	LM2_siGENOME_2B_G19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008213-00	Dharmacon siGENOME		9743	ARHGAP32	RICS	Gene symbol updated by IDR curator to be consistent across plates.	NM_014715	29469070				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	164	G20	LM2_siGENOME_2B_G20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	165	G21	LM2_siGENOME_2B_G21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020516-02	Dharmacon siGENOME		10144	FAM13A1			NM_001015045	62865868				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	166	G22	LM2_siGENOME_2B_G22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	167	G23	LM2_siGENOME_2B_G23																empty well					
LM2_siGENOME_2B	168	G24	LM2_siGENOME_2B_G24																empty well					
LM2_siGENOME_2B	169	H1	LM2_siGENOME_2B_H1																empty well					
LM2_siGENOME_2B	170	H2	LM2_siGENOME_2B_H2																empty well					
LM2_siGENOME_2B	171	H3	LM2_siGENOME_2B_H3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	172	H4	LM2_siGENOME_2B_H4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	173	H5	LM2_siGENOME_2B_H5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	174	H6	LM2_siGENOME_2B_H6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	175	H7	LM2_siGENOME_2B_H7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	176	H8	LM2_siGENOME_2B_H8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	177	H9	LM2_siGENOME_2B_H9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	178	H10	LM2_siGENOME_2B_H10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	179	H11	LM2_siGENOME_2B_H11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	180	H12	LM2_siGENOME_2B_H12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	181	H13	LM2_siGENOME_2B_H13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	182	H14	LM2_siGENOME_2B_H14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	183	H15	LM2_siGENOME_2B_H15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	184	H16	LM2_siGENOME_2B_H16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	185	H17	LM2_siGENOME_2B_H17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	186	H18	LM2_siGENOME_2B_H18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	187	H19	LM2_siGENOME_2B_H19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	188	H20	LM2_siGENOME_2B_H20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	189	H21	LM2_siGENOME_2B_H21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	190	H22	LM2_siGENOME_2B_H22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	191	H23	LM2_siGENOME_2B_H23																empty well					
LM2_siGENOME_2B	192	H24	LM2_siGENOME_2B_H24																empty well					
LM2_siGENOME_2B	193	I1	LM2_siGENOME_2B_I1																empty well					
LM2_siGENOME_2B	194	I2	LM2_siGENOME_2B_I2																empty well					
LM2_siGENOME_2B	195	I3	LM2_siGENOME_2B_I3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009427-01	Dharmacon siGENOME		23779	ARHGAP8			NM_181335	66346659				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	196	I4	LM2_siGENOME_2B_I4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	197	I5	LM2_siGENOME_2B_I5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015856-00	Dharmacon siGENOME		85360	7H3			NM_033025	42475969				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	198	I6	LM2_siGENOME_2B_I6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	fail	abnormal looking cells	AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	199	I7	LM2_siGENOME_2B_I7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-018019-00	Dharmacon siGENOME		55843	ARHGAP15			NM_018460	28466978				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_2B	200	I8	LM2_siGENOME_2B_I8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
