Plate_Well	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Gene Annotation Comments	n	ext	ecc	Ato	Nex	Nin	Nto	AF	BC	C	M	LA	P	Cluster	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
HT58_N9	M-024307-00	285588;LOC285588	LOC285588;LOC285588	"siRNA matched to more than one gene (285588;LOC285588,LOC285588;LOC285588)"	1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT58_O19	M-023434-00				0	0	0	0	0	0.999	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT58_P5	M-024346-00				0	0	0	0	-0.838	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT58_P6	M-024939-00	139425	WDR42B		1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT58_P7	M-024363-00		LOC150051		0	0	0	0	1	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT59_A11	M-024986-00		LOC100132963		0	0	0	0	0	0	0.624	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_A22	M-026152-00	648190;340485;645978;LOC645978	LOC645978;ASAH3L;LOC645978;LOC645978	"siRNA matched to more than one gene (648190;340485;645978;LOC645978,LOC645978;ASAH3L;LOC645978;LOC645978)"	-0.627	0	0	0	0	0	0.756	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_A9	M-024983-00		LOC203510		0	0	0	-0.751	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_B12	M-027440-00	391194	OR2M2		0	0	0	0	0	0	0	1	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT59_B15	M-026861-00				-0.549	0	0	-1	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_B21	M-026875-00				0	0	0	0	0	0	0	0	0	0.948	0	0	0		yes	multiple reagents																		other phenotype
HT59_C23	M-025078-00				-0.522	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_D19	M-026906-00	5223;728188;441531	PGAM1;LOC728188;PGAM4	"siRNA matched to more than one gene (5223;728188;441531,PGAM1;LOC728188;PGAM4)"	0	-0.622	0	0	0	0	1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_E22	M-026362-00	119016;728404;CTGLF2;653268;CTGLF7;119385;CTGLF6;CTGLF3	CTGLF1;CTGLF5;CTGLF2;CTGLF4;CTGLF7;KIAA1975;CTGLF6;CTGLF3	"siRNA matched to more than one gene (119016;728404;CTGLF2;653268;CTGLF7;119385;CTGLF6;CTGLF3,CTGLF1;CTGLF5;CTGLF2;CTGLF4;CTGLF7;KIAA1975;CTGLF6;CTGLF3)"	0	0	0	0	0	0	0	0	0	0	0	0.865	0	15	yes	multiple reagents															lamellipodia cells			
HT59_F15	M-026951-00	338761	C1QL4		0	0	0	0	0	0	0	1	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT59_F23	M-027013-00	RPL14L;144581;9045;730747;LOC730747	RPL14L;RPL14L;RPL14;LOC730747;LOC730747	"siRNA matched to more than one gene (RPL14L;144581;9045;730747;LOC730747,RPL14L;RPL14L;RPL14;LOC730747;LOC730747)"	-0.814	-0.79	0	-0.986	0	0	0.995	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_G10	M-026389-00		LOC100133752		0	0	0	0	1	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT59_H5	M-027015-00	341315;LOC341315	LOC341315;LOC341315	"siRNA matched to more than one gene (341315;LOC341315,LOC341315;LOC341315)"	0	0	0	0	0	0	0	0	0	0	0	0.999	0	15	yes	multiple reagents															lamellipodia cells			
HT59_I22	M-026530-00	338661	PMP22CD		0	0	0	0	0	0	1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_J8	M-027523-00				0	0	-0.738	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_K18	M-026572-00	729305;LOC729305	LOC729305;LOC729305	"siRNA matched to more than one gene (729305;LOC729305,LOC729305;LOC729305)"	-0.686	0	0	0	0	0	0	0	0	0	1	0	0	7+11	yes	multiple reagents							SM phenotype (round cells and many in metaphase)				metaphase cells							
HT59_L11	M-027383-00				-0.543	0	0	0	0	0	0	0	0	0	0	0	0.862	4	yes	multiple reagents				cells with protrusions														
HT59_L18	M-027568-00				0	0	0	0	0	0	0	0	0	0.917	0	0	0		yes	multiple reagents																		other phenotype
HT59_M21	M-025873-00	203076	C8orf74		0	-0.66	0	0	-0.999	0	0	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT59_M23	M-025894-00	648765;92755;LOC92755;LOC100131210;203068	LOC92755;LOC92755;LOC92755;LOC100131210;TUBB	"siRNA matched to more than one gene (648765;92755;LOC92755;LOC100131210;203068,LOC92755;LOC92755;LOC92755;LOC100131210;TUBB)"	-0.827	-0.978	-0.843	-0.568	-0.989	0	1	0	0	0	1	0	0		yes	multiple reagents																		other phenotype
HT59_O6	M-026729-00				0.977	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT59_O7	M-025904-00	286151	FBXO43		0	0	-1	0	-0.824	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT59_P10	M-027597-00	LOC388720;388720	LOC388720;LOC388720	"siRNA matched to more than one gene (LOC388720;388720,LOC388720;LOC388720)"	0	-0.746	0	0	0	0	0.743	0	0	0.999	0	0	0		yes	multiple reagents																		other phenotype
HT59_P8	M-027596-00				-0.727	0	1	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT60_A12	M-027844-00				0	0	0	-0.855	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_A17	M-027638-00	388595	TMEM82		-0.823	0	0	0	0	0.999	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_A19	M-027640-00	645414;391003;PRAMEF3	PRAMEF19;PRAMEF18;PRAMEF3	"siRNA matched to more than one gene (645414;391003;PRAMEF3,PRAMEF19;PRAMEF18;PRAMEF3)"	-0.685	-0.693	0	0	-0.869	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_A23	M-027644-00	391001;645425	PRAMEF21;PRAMEF20	"siRNA matched to more than one gene (391001;645425,PRAMEF21;PRAMEF20)"	-0.503	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_A7	M-027617-00		C1orf137		0	0	0	0	0	0	0.867	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_B15	M-028031-00				0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT60_C10	M-027857-00	388960	FLJ43987		0	0	-1	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT60_C18	M-027864-00				0	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT60_C19	M-027665-00	728836;LOC100132826;LOC100132550;LOC100132632	LOC728836;LOC100132826;LOC100132550;LOC100132632	"siRNA matched to more than one gene (728836;LOC100132826;LOC100132550;LOC100132632,LOC728836;LOC100132826;LOC100132550;LOC100132632)"	-0.523	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_C5	M-027646-00	645414;391003;PRAMEF3	PRAMEF19;PRAMEF18;PRAMEF3	"siRNA matched to more than one gene (645414;391003;PRAMEF3,PRAMEF19;PRAMEF18;PRAMEF3)"	0	0	0	0	-0.588	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_C8	M-027856-00				0	-0.595	0	0	-0.502	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_D13	M-028051-00				0	-0.571	0	0	0	0	0	0	0	0.605	0	0	0		yes	multiple reagents																		other phenotype
HT60_D20	M-028207-00				-0.577	0	0	0	0	0	0	0	0	0.992	0	0	0		yes	multiple reagents																		other phenotype
HT60_D21	M-028064-00				-0.516	0	0	0	0	0	0	0	0	0	0	0.785	0	15	yes	multiple reagents															lamellipodia cells			
HT60_D9	M-028046-00	LOC645231;LOC727747;LOC402100;727747	LOC645231;LOC727747;LOC402100;LOC727747	"siRNA matched to more than one gene (LOC645231;LOC727747;LOC402100;727747,LOC645231;LOC727747;LOC402100;LOC727747)"	0	0	0	0	0	0	0	0	0	0	0.997	0	0	11	yes	multiple reagents											metaphase cells							
HT60_E12	M-027878-00		LOC391359		0	0	-1	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT60_E15	M-027696-00	LOC391205;391205	LOC391205;LOC391205	"siRNA matched to more than one gene (LOC391205;391205,LOC391205;LOC391205)"	0	0	0.995	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT60_E21	M-027705-00				-0.544	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_E7	M-027672-00	LOC728661;LOC100129381	LOC728661;LOC100129381	"siRNA matched to more than one gene (LOC728661;LOC100129381,LOC728661;LOC100129381)"	0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT60_E9	M-027678-00				0	0	-0.651	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_F11	M-028071-00				0	0	0	0	-0.552	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_F23	M-028083-00				0	0	0	0.959	0	0	0	0	0	0	0	1	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT60_G10	M-027889-00				0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT60_G17	M-027730-00	391123	VSIG8		0	1	0	0	0	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_G19	M-027732-00	LOC441869;LOC100132549	LOC441869;LOC100132549	"siRNA matched to more than one gene (LOC441869;LOC100132549,LOC441869;LOC100132549)"	0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT60_H14	M-028251-00	646187;LOC646187	LOC646187;LOC646187	"siRNA matched to more than one gene (646187;LOC646187,LOC646187;LOC646187)"	0	0	0	-0.511	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_H18	M-028256-00				0	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT60_H5	M-028085-00	7068	THRB		0	0	0.999	0	0	0	0	0	0	0	0	0	1	6	yes	multiple reagents						elongated cells with protrusions												
HT60_I13	M-027763-00		FLJ41481		0	0	0	0	-0.564	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_I18	M-027932-00	LOC389049;389049	LOC389049;LOC389049	"siRNA matched to more than one gene (LOC389049;389049,LOC389049;LOC389049)"	0	0	0	0	0	0	0.827	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_I23	M-027774-00				-0.745	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_I8	M-027918-00	LOC644704;LOC339562;LOC100132426;LOC100133034;LOC642838;LOC642424;LOC439957	LOC644704;LOC339562;LOC100132426;LOC100133034;LOC642838;LOC642424;LOC439957	"siRNA matched to more than one gene (LOC644704;LOC339562;LOC100132426;LOC100133034;LOC642838;LOC642424;LOC439957,LOC644704;LOC339562;LOC100132426;LOC100133034;LOC642838;LOC642424;LOC439957)"	0	-0.507	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_J22	M-028279-00				-0.544	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT60_J5	M-028103-00	25915	C3orf60		0	0	-1	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT60_J6	M-028264-00	389230	LOC389230		0	0	1	0	0	0	0	0	0	0	0	0	0.867	6	yes	multiple reagents						elongated cells with protrusions												
HT60_K15	M-027781-00				0	-0.665	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_K17	M-027782-00				0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT60_K9	M-027778-00				0	0	0.69	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_L18	M-028289-00				0	0	-0.999	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT60_L22	M-028292-00				-0.878	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT60_M22	M-027993-00	6209;732104;729789;LOC440733;LOC729789;LOC728428;728428;LOC100130965	RPS15;LOC729789;LOC729789;LOC440733;LOC729789;LOC728428;LOC728428;LOC100130965	"siRNA matched to more than one gene (6209;732104;729789;LOC440733;LOC729789;LOC728428;728428;LOC100130965,RPS15;LOC729789;LOC729789;LOC440733;LOC729789;LOC728428;LOC728428;LOC100130965)"	-0.904	-0.72	0	-0.99	0	0	0.864	0	0	0.761	0	0	0		yes	multiple reagents																		other phenotype
HT60_M7	M-027802-00				0	0	0	0	0	0	0	0	0	0	0.785	0	0		yes	multiple reagents																		other phenotype
HT60_P20	M-028377-00				-0.61	-0.958	0	0	-0.977	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT61_B15	M-028721-00				-0.661	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_B18	M-028920-00				0	0	0	1	0	0	0	1	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_B22	M-028924-00	LOC401397;LOC100128291	LOC401397;LOC100128291	"siRNA matched to more than one gene (LOC401397;LOC100128291,LOC401397;LOC100128291)"	0	0	0	0	0	0	-1	0	0	0	0	0	1		yes	multiple reagents																		other phenotype
HT61_C14	M-028548-00				0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT61_C15	M-028403-00				0	0.992	0	0	0	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_C16	M-028549-00	LOC648000;648000;LOC100131085;6129	LOC648000;LOC648000;LOC100131085;RPL7	"siRNA matched to more than one gene (LOC648000;648000;LOC100131085;6129,LOC648000;LOC648000;LOC100131085;RPL7)"	-0.577	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_C19	M-028407-00	389342;LOC389342;LOC284393;LOC100132936;6134;284393	LOC389342;LOC389342;LOC284393;LOC100132936;RPL10;LOC284393	"siRNA matched to more than one gene (389342;LOC389342;LOC284393;LOC100132936;6134;284393,LOC389342;LOC389342;LOC284393;LOC100132936;RPL10;LOC284393)"	-0.69	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_D16	M-028942-00				-0.571	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_D5	M-028730-00	729427;LOC401286	LOC729427;LOC401286	"siRNA matched to more than one gene (729427;LOC401286,LOC729427;LOC401286)"	0	0	-0.846	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT61_F12	M-028969-00	392617;ELFN1	ELFN1;ELFN1	"siRNA matched to more than one gene (392617;ELFN1,ELFN1;ELFN1)"	0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT61_F23	M-028788-00				-0.523	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_G8	M-028590-00	728590;732088;LOC728590	LOC728590;LOC728590;LOC728590	"siRNA matched to more than one gene (728590;732088;LOC728590,LOC728590;LOC728590;LOC728590)"	0	0	0.776	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT61_H10	M-028993-00				0	0	0	0	0	0	0	0	0	0	0	1	0	15	yes	multiple reagents															lamellipodia cells			
HT61_H20	M-029004-00	LOC401321;401321	LOC401321;LOC401321	"siRNA matched to more than one gene (LOC401321;401321,LOC401321;LOC401321)"	-0.523	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_I19	M-028476-00	389332;LOC389332	LOC389332;LOC389332	"siRNA matched to more than one gene (389332;LOC389332,LOC389332;LOC389332)"	0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT61_J20	M-029025-00	CAD;23148	CAD;CAD	"siRNA matched to more than one gene (CAD;23148,CAD;CAD)"	-0.916	1	0	0	1	1	-1	0	1	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT61_J21	M-028831-00	LOC100134632;LOC100128208	LOC100134632;LOC100128208	"siRNA matched to more than one gene (LOC100134632;LOC100128208,LOC100134632;LOC100128208)"	-0.564	0	0.651	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_J23	M-028834-00				-0.597	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_J7	M-028816-00				0	0	0	0	-0.596	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_K11	M-028494-00				0	0	0	0	0	1	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT61_K13	M-028495-00	401190	RGS7BP		0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT61_K21	M-028507-00	LOC729915;LOC100133280;LOC100133288;728401;LOC728401;730392	LOC729915;LOC100133280;LOC100133288;LOC728401;LOC728401;LOC730392	"siRNA matched to more than one gene (LOC729915;LOC100133280;LOC100133288;728401;LOC728401;730392,LOC729915;LOC100133280;LOC100133288;LOC728401;LOC728401;LOC730392)"	0	0	0	0	0	0.984	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_K9	M-028491-00		FLJ32575		0	0	0	0.926	0	0	0	0	0	0	0	1	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT61_L12	M-029044-00				0	0	0	0	0	0	0	0	0	0	0	0	0.979	4	yes	multiple reagents				cells with protrusions														
HT61_L13	M-028846-00				0	0	0	0	0.926	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT61_L14	M-029048-00				0	0	0	0	0	0	0.998	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_L15	M-028847-00				0	0	0	0	0	0	0	0	0	0	1	0	0	11	yes	multiple reagents											metaphase cells							
HT61_L8	M-029041-00				1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT61_M10	M-028670-00	TCP10L2;6953	TCP10L2;TCP10	"siRNA matched to more than one gene (TCP10L2;6953,TCP10L2;TCP10)"	0	0	0.859	0	0	0	0	0	0	0	0	0	0	5	yes	multiple reagents					elongated cells													
HT61_M17	M-028524-00	646066;729703;729731;391761;391747;729700;LOC391763;729711;285563;729695;729724;729706;LOC646103;391746;729698;646103;202201;729694;729735;402207;729719;402199;391763;391749;391766;LOC391742;LOC391766;391742	LOC646066;LOC729703;LOC729731;LOC391761;LOC391747;LOC729700;LOC391763;LOC729711;LOC285563;LOC729695;LOC729724;LOC729706;LOC646103;LOC391746;LOC729698;LOC646103;LOC391763;LOC729694;LOC729735;LOC402207;LOC729719;LOC402199;LOC391763;LOC391749;LOC391766;LOC391742;LOC391766;LOC391742	"siRNA matched to more than one gene (646066;729703;729731;391761;391747;729700;LOC391763;729711;285563;729695;729724;729706;LOC646103;391746;729698;646103;202201;729694;729735;402207;729719;402199;391763;391749;391766;LOC391742;LOC391766;391742,LOC646066;LOC729703;LOC729731;LOC391761;LOC391747;LOC729700;LOC391763;LOC729711;LOC285563;LOC729695;LOC729724;LOC729706;LOC646103;LOC391746;LOC729698;LOC646103;LOC391763;LOC729694;LOC729735;LOC402207;LOC729719;LOC402199;LOC391763;LOC391749;LOC391766;LOC391742;LOC391766;LOC391742)"	0	0	0	0	0	0	0	0	1	0	0	0	0	13	yes	multiple reagents													big cells					
HT61_N19	M-028879-00	LOC100134749;LOC100131012	LOC100134749;LOC100131012	"siRNA matched to more than one gene (LOC100134749;LOC100131012,LOC100134749;LOC100131012)"	0	0	0	0	0.979	0	0	0	0	0	0	0	0	3	yes	multiple reagents			large nuclei															
HT61_N22	M-029077-00				0	0	0	0	0	0.703	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_N23	M-028885-00		LOC392145		0	0	0	0	0	0	0	0	0.989	0	0	0	0	13	yes	multiple reagents													big cells					
HT61_N6	M-029060-00				1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT61_O21	M-028358-00	728386;728373;728400;728405;391622;728379;DUB4;728369;728393;728419;LOC728379;391627;LOC728419;LOC645402;647341;377630;LOC645836;LOC392188	LOC728386;LOC728373;LOC728400;LOC728405;DUB4;LOC728379;DUB4;LOC728369;LOC728393;LOC728419;LOC728379;USP17;LOC728419;LOC645402;LOC647341;DUB3;LOC645836;LOC392188	"siRNA matched to more than one gene (728386;728373;728400;728405;391622;728379;DUB4;728369;728393;728419;LOC728379;391627;LOC728419;LOC645402;647341;377630;LOC645836;LOC392188,LOC728386;LOC728373;LOC728400;LOC728405;DUB4;LOC728379;DUB4;LOC728369;LOC728393;LOC728419;LOC728379;USP17;LOC728419;LOC645402;LOC647341;DUB3;LOC645836;LOC392188)"	0	1	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT61_O23	M-028359-00	728386;728373;728400;728405;391622;728379;DUB4;728369;728393;728419;LOC728379;391627;LOC728419;LOC645402;647341;377630;LOC645836;LOC392188	LOC728386;LOC728373;LOC728400;LOC728405;DUB4;LOC728379;DUB4;LOC728369;LOC728393;LOC728419;LOC728379;USP17;LOC728419;LOC645402;LOC647341;DUB3;LOC645836;LOC392188	"siRNA matched to more than one gene (728386;728373;728400;728405;391622;728379;DUB4;728369;728393;728419;LOC728379;391627;LOC728419;LOC645402;647341;377630;LOC645836;LOC392188,LOC728386;LOC728373;LOC728400;LOC728405;DUB4;LOC728379;DUB4;LOC728369;LOC728393;LOC728419;LOC728379;USP17;LOC728419;LOC645402;LOC647341;DUB3;LOC645836;LOC392188)"	0	0.969	0	0	0	0	0	0	1	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_P22	M-029104-00	LOC100134790;LOC100129293;402665	LOC100134790;LOC100129293;LOC402665	"siRNA matched to more than one gene (LOC100134790;LOC100129293;402665,LOC100134790;LOC100129293;LOC402665)"	0	0	0	0	0	0	-1	0	0	0	0	0	0	8	yes	multiple reagents								small cells										
HT61_P23	M-028905-00				-0.597	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT61_P5	M-028886-00				1	0	0	0	0	0	0	0	0	0	0	0	0	17	yes	multiple reagents																	proliferating cells	
HT62_A21	M-029127-00	LOC401397;LOC100128291	LOC401397;LOC100128291	"siRNA matched to more than one gene (LOC401397;LOC100128291,LOC401397;LOC100128291)"	0	0	0	0	0	0	-1	0	0	0	0	0	1		yes	multiple reagents																		other phenotype
HT62_A6	M-029291-00	646344;LOC729213;LOC650177	LOC646344;LOC729213;LOC650177	"siRNA matched to more than one gene (646344;LOC729213;LOC650177,LOC646344;LOC729213;LOC650177)"	0	1	0	0	0	0	0	0	0	0	0	0	0	14	yes	multiple reagents														large cells				
HT62_B22	M-029696-00				0	0	0	1	0	0	0	0	0	0	0	0	0	10	yes	multiple reagents										high actin ratio cells								
HT62_B6	M-029680-00				0	0	0	0	0	0	0	0	0	0	0.994	0	0	11	yes	multiple reagents											metaphase cells							
HT62_C22	M-029358-00				0	0	0.766	0	0	0	0	0	0	0	0	0	0.911		yes	multiple reagents																		other phenotype
HT62_C5	M-029129-00	442721	LMOD2		0	0	-0.869	0	0	0	0	0	0	0	0	0	0	9	yes	multiple reagents									low eccentricity cells									
HT62_C7	M-029132-00		LOC154872		-0.597	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_C8	M-029330-00	LOC100133280;LOC100133288;LOC729915;728401;730392;LOC653188;LOC728401;LOC100132134	LOC100133280;LOC100133288;LOC729915;LOC728401;LOC730392;LOC653188;LOC728401;LOC100132134	"siRNA matched to more than one gene (LOC100133280;LOC100133288;LOC729915;728401;730392;LOC653188;LOC728401;LOC100132134,LOC100133280;LOC100133288;LOC729915;LOC728401;LOC730392;LOC653188;LOC728401;LOC100132134)"	-0.537	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_D7	M-029514-00				-0.604	0	0	0	0	0	0	0.768	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_E15	M-029154-00	CTAGE4;340307;LOC643854;LOC728377;441294;LOC100128553;643854;647288;LOC647288	CTAGE4;CTAGE6;LOC643854;LOC728377;LOC441294;LOC100128553;LOC643854;LOC647288;LOC647288	"siRNA matched to more than one gene (CTAGE4;340307;LOC643854;LOC728377;441294;LOC100128553;643854;647288;LOC647288,CTAGE4;CTAGE6;LOC643854;LOC728377;LOC441294;LOC100128553;LOC643854;LOC647288;LOC647288)"	0	0	0	0.88	0	0	0	0	0	0	0	1	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT62_E22	M-029376-00		LOC100129963		0	0	0	0	0.982	0.988	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_E23	M-029164-00	LOC100134749;LOC100131012	LOC100134749;LOC100131012	"siRNA matched to more than one gene (LOC100134749;LOC100131012,LOC100134749;LOC100131012)"	-0.51	0	0	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_F22	M-029756-00				0	0	0	1	0	0	0	0	0	0	0	1	0	16	yes	multiple reagents																lamellipodia and high actin cells		
HT62_F8	M-029720-00		LOC389936		0	0	0	0	0	0	1	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_G12	M-029383-00		LOC100130301		0	0	-0.811	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_G16	M-029386-00	389672	LOC389672		-0.789	-0.922	0	-0.994	-0.877	0	1	0	0	1	0	0	0		yes	multiple reagents																		other phenotype
HT62_G23	M-029187-00		LOC647123		0	1	0	0	1	1	0	0	0	0	0	0	0	1	yes	multiple reagents	BL phenotype (large cells and bright nuclei)																	
HT62_H13	M-029573-00		LOC100133215		0	0	0	0	0	0	0	0.998	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT62_H18	M-029778-00	731954;LOC731954;LOC645954;645954	LOC731954;LOC731954;LOC645954;LOC645954	"siRNA matched to more than one gene (731954;LOC731954;LOC645954;645954,LOC731954;LOC731954;LOC645954;LOC645954)"	0	0	0	0	0	1	0	0	0	0	0	0	0	2	yes	multiple reagents		bright nuclei																
HT62_H21	M-029578-00	51074;LOC100128086	APIP;LOC100128086	"siRNA matched to more than one gene (51074;LOC100128086,APIP;LOC100128086)"	0	1	0	0	0.917	0	0	0	0	0	0	0	0.995		yes	multiple reagents																		other phenotype
HT62_I8	M-029396-00		LOC100129527		0	0	0	0	0	0	0	0.874	0	0	0	0	0	12	yes	multiple reagents												actin fiber cells						
HT62_J10	M-029793-00		LOC387720		0	0	0.635	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_J16	M-029804-00				0	0	-0.836	0	0	0	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
HT62_J18	M-029805-00				0	0	0	0	0	0.651	0	0	0	0	0	0	0		yes	multiple reagents																		other phenotype
