Plate	Well Number	Well	Plate_Well	Quality Control	siRNA Identifier	Gene Identifier	Gene Symbol	Gene Annotation Comments	Control Type	Score - nuclei stay close together (manual)	Score - strange nuclear shape (manual)	Score - segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)	Score - cell migration (manual)	Score - metaphase delay/arrest (manual)	Score - cell death (manual)	Score - metaphase alignment problems/including no metaphase (manual)	Score - pulsating nuclei (manual)	Score - small nucleus (manual)	Score - prometaphase delay/arrest (manual)	Score - condensation without mitosis/collapse of nucleus (manual)	Score - large nucleus (manual)	Score - failure in decondensation (manual)	Score - condensation followed by decondensation without completion of mitosis (manual)	Score - reduced mitotic index (manual)	Score - other (manual)	Score - no phenotype (manual)	Score - cell death (automatic)	Score - binuclear (automatic)	Score - polylobed (automatic)	Score - large (automatic)	Score - dynamic changes (automatic)	Score - mitotic delay/arrest (automatic)	Score - grape (automatic)	Score - migration (speed) (automatic)	Score - migration (distance) (automatic)	Score - increased proliferation (automatic)	siRNA phenotype reproducibility - nuclei stay close together (manual)	siRNA phenotype reproducibility - strange nuclear shape (manual)	siRNA phenotype reproducibility - segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)	siRNA phenotype reproducibility - cell migration (manual)	siRNA phenotype reproducibility - metaphase delay/arrest (manual)	siRNA phenotype reproducibility - cell death (manual)	siRNA phenotype reproducibility - metaphase alignment problems/including no metaphase (manual)	siRNA phenotype reproducibility - pulsating nuclei (manual)	siRNA phenotype reproducibility - small nucleus (manual)	siRNA phenotype reproducibility - prometaphase delay/arrest (manual)	siRNA phenotype reproducibility - condensation followed by decondensation without completion of mitosis (manual)	siRNA phenotype reproducibility - large nucleus (manual)	siRNA phenotype reproducibility - failure in decondensation (manual)	siRNA phenotype reproducibility - condensation without mitosis/collapse of nucleus (manual)	siRNA phenotype reproducibility - cell death (automatic)	siRNA phenotype reproducibility - binuclear (automatic)	siRNA phenotype reproducibility - polylobed (automatic)	siRNA phenotype reproducibility - large (automatic)	siRNA phenotype reproducibility - dynamic changes (automatic)	siRNA phenotype reproducibility - mitotic delay/arrest (automatic)	siRNA phenotype reproducibility - grape (automatic)	siRNA phenotype reproducibility - migration (speed) (automatic)	siRNA phenotype reproducibility - migration (distance) (automatic)	siRNA phenotype reproducibility - increased proliferation (automatic)	Potential Mitotic Hit At Gene Level	Validated Mitotic Hit At Gene Level	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9
LTValidMitosisSon384Plate06_03	192	H24	LTValidMitosisSon384Plate06_03_H24	TRUE	s23767	ENSG00000142082	SIRT3																				0.020454	0.016045	0.07965	0.059588	0.015875	0.018914	0.006207	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	193	I1	LTValidMitosisSon384Plate06_03_I1	TRUE	s22365	ENSG00000063244	U2AF2																				0.078166	0.000258	0.047772	-0.014837	-0.000928	0.0742	0.004781	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	1/4	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	194	I2	LTValidMitosisSon384Plate06_03_I2	TRUE	s33753	ENSG00000158055	GRHL3																				0.007537	0.031089	0.104853	0.180077	-0.002401	0.002172	0.000165	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	2/4	0	0	0	1/4	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	195	I3	LTValidMitosisSon384Plate06_03_I3	TRUE	s46414	ENSG00000178150	ZNF114																				0.008673	0.020421	0.016906	0.116193	-0.002806	-0.001418	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	196	I4	LTValidMitosisSon384Plate06_03_I4	TRUE	s18078	ENSG00000160563	MED27																				-0.004344	0.087211	0.081302	0.047178	0.001285	-0.002771	-0.000107	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	197	I5	LTValidMitosisSon384Plate06_03_I5	TRUE	s48608	ENSG00000181378	CCDC108																				0.003594	0.045346	0.01787	0.062083	0.000402	0.00463	0.004966	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	198	I6	LTValidMitosisSon384Plate06_03_I6	TRUE	s41473	ENSG00000163866	C1ORF212																				0.032054	0.014917	0.021903	0.015927	-0.008138	0.004457	-0.000559	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	199	I7	LTValidMitosisSon384Plate06_03_I7	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			-0.000565	-0.007154	-0.001838	0.043235	-0.008828	0.005356	0.00728	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate06_03	201	I9	LTValidMitosisSon384Plate06_03_I9	TRUE	s5155	ENSG00000114279	FGF12							x													-0.004617	0.028491	-0.003703	0.010254	-0.003154	0.019231	0.005934	NA	NA	NA	0	0	0	0	2/4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	202	I10	LTValidMitosisSon384Plate06_03_I10	TRUE	s38031	ENSG00000163825	RTP3																				0.023987	0.008278	0.087621	0.020635	0.064878	0.021049	0.00231	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	203	I11	LTValidMitosisSon384Plate06_03_I11	TRUE	s10787	ENSG00000140521	POLG			x	x			x	x	x											0.09724	0.153101	0.031498	0.088736	0.013775	0.043144	0.005882	NA	NA	NA	2/4	2/4	0	0	2/4	0	2/4	0	0	0	0	0	0	0	0	1/4	0	0	0	1/4	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	204	I12	LTValidMitosisSon384Plate06_03_I12	TRUE	s30841			no perfect match to a gene transcript in Ensembl 53																			0.002399	0.010302	0.011045	0.074793	0.007549	0.005366	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate06_03	205	I13	LTValidMitosisSon384Plate06_03_I13	TRUE	s33752	ENSG00000158055	GRHL3																				0.025378	0.037206	0.025772	0.078256	0.002742	0.004384	0.002612	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	206	I14	LTValidMitosisSon384Plate06_03_I14	TRUE	s35419	ENSG00000164076	CAMKV																				0.003118	0.014619	0.088538	0.004571	0.022859	0.02168	0.004132	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	207	I15	LTValidMitosisSon384Plate06_03_I15	TRUE	s43972	ENSG00000197362	ZNF786																			x	0.00542	0.020075	-0.019909	0.026945	-0.002031	0.005599	0.005924	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	208	I16	LTValidMitosisSon384Plate06_03_I16	TRUE	s20559	ENSG00000170275	CRTAP																				-0.001789	-0.007118	0.049247	0.033745	-0.003695	0.015881	-0.000235	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	209	I17	LTValidMitosisSon384Plate06_03_I17	TRUE	s48320	ENSG00000180383	DEFB124																				0.00457	0.014239	0.033384	0.055017	-0.004886	0.002141	-0.00057	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	210	I18	LTValidMitosisSon384Plate06_03_I18	TRUE	s40784	ENSG00000137760	ALKBH8																				-0.001895	0.01477	0.003157	0.026109	-0.00646	0.018503	0.005159	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	211	I19	LTValidMitosisSon384Plate06_03_I19	TRUE	s13718	ENSG00000151694	ADAM17																				0.008643	-0.009951	0.003628	0.029074	-0.001658	0.004278	-0.000396	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	212	I20	LTValidMitosisSon384Plate06_03_I20	TRUE	s2582	ENSG00000110448	CD5																				-0.00183	-0.010517	0.022087	0.013212	-0.005579	0.000664	0.00676	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	213	I21	LTValidMitosisSon384Plate06_03_I21	TRUE	s6557	ENSG00000156515	HK1																				0.026712	0.002314	0.037321	0.0272	0.011369	0.014659	0.008968	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	214	I22	LTValidMitosisSon384Plate06_03_I22	TRUE	s4116	ENSG00000091140	DLD																			x	0.022314	-0.007813	-0.00746	0.002117	0.00888	0.002812	-0.000055	NA	NA	NA	0	1/4	1/4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	215	I23	LTValidMitosisSon384Plate06_03_I23	TRUE	s37723	ENSG00000167513	CDT1																				0.066972	0.001749	-0.000819	0.034471	0.025789	0.021527	0.00455	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	216	I24	LTValidMitosisSon384Plate06_03_I24	TRUE	s194639	ENSG00000170906	NDUFA3																				0.013803	0.00042	0.05027	0.003541	0.008387	0.014678	0.003259	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	217	J1	LTValidMitosisSon384Plate06_03_J1	TRUE	s23581	ENSG00000074054	CLASP1																				-0.004025	0.025848	0.011107	0.044063	0.000076	0.002972	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	218	J2	LTValidMitosisSon384Plate06_03_J2	TRUE	s22855	ENSG00000121440	PDZRN3																				0.002736	0.01119	0.024977	0.025639	-0.007155	0.021094	0.012825	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	219	J3	LTValidMitosisSon384Plate06_03_J3	TRUE	s40924	ENSG00000171806	C1ORF156																				0.002615	0.004919	0.125583	0.034363	0.001048	0.002019	0.001556	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	220	J4	LTValidMitosisSon384Plate06_03_J4	TRUE	s19847	ENSG00000183722	LHFP																				0.206311	0.010782	0.278065	0.013017	0.019985	0.067245	0.01343	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3/4	0	0	2/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent							polylobed (automatic)		
LTValidMitosisSon384Plate06_03	222	J6	LTValidMitosisSon384Plate06_03_J6	TRUE	s7529	ENSG00000129009	ISLR																				-0.003843	0.042885	0.11059	0.048866	0.01133	0.004187	-0.000057	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	223	J7	LTValidMitosisSon384Plate06_03_J7	TRUE	s38251	ENSG00000156097	GPR61				x				x	x											0.062625	0.078241	0.089389	0.064166	0.009459	0.047052	0.042527	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	1/4	0	0	0	yes												
LTValidMitosisSon384Plate06_03	224	J8	LTValidMitosisSon384Plate06_03_J8	TRUE	s41826			no perfect match to a gene transcript in Ensembl 53																			-0.001139	-0.009586	-0.006548	0.105694	-0.004536	0.008118	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate06_03	225	J9	LTValidMitosisSon384Plate06_03_J9	TRUE	s9997	ENSG00000007168	PAFAH1B1																				0.060421	0.025735	0.045226	0.11581	0.026776	0.060112	0.023599	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2/4	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	227	J11	LTValidMitosisSon384Plate06_03_J11	TRUE	s32671	ENSG00000169857	AVEN																				0.000565	0.040707	0.024871	0.020689	0.006006	0.009509	0.000077	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	229	J13	LTValidMitosisSon384Plate06_03_J13	TRUE	s25127	ENSG00000119977	TCTN3																				-0.000026	0.012135	0.018648	0.045205	-0.002159	0.007642	0.003623	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	230	J14	LTValidMitosisSon384Plate06_03_J14	TRUE	s43096	ENSG00000162779	C1ORF125																				0.005568	0.049319	-0.012373	-0.000454	0.012295	0.006653	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	231	J15	LTValidMitosisSon384Plate06_03_J15	TRUE	s35650	ENSG00000111670	GNPTAB																				0.029689	0.00245	0.040208	0.081442	0.002488	0.011226	0.003546	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	232	J16	LTValidMitosisSon384Plate06_03_J16	TRUE	s21911	ENSG00000122966	CIT																				0.000146	0.168656	0.254388	0.098962	0.004558	0.0111	0.005383	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/4	3/4	0	0	0	0	0	0	0	yes	yes	yes	multiple replicates of reagent						binuclear (automatic)	polylobed (automatic)		
LTValidMitosisSon384Plate06_03	233	J17	LTValidMitosisSon384Plate06_03_J17	TRUE	s21723	ENSG00000170866	LILRA3																				-0.003749	0.026311	0.015467	0.049432	-0.004627	0.005533	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	234	J18	LTValidMitosisSon384Plate06_03_J18	TRUE	s35166	ENSG00000158828	PINK1				x	x		x	x	x											0.051061	-0.001083	0.028681	0.039356	0.002063	0.044435	0.014857	NA	NA	NA	0	2/4	3/4	0	3/4	0	3/4	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent			segregation problems/chromatin bridges/lagging chromosomes/multiple DNA masses (manual)	metaphase delay/arrest (manual)	metaphase alignment problems/including no metaphase (manual)				
LTValidMitosisSon384Plate06_03	235	J19	LTValidMitosisSon384Plate06_03_J19	TRUE	s229174			no perfect match to a gene transcript in Ensembl 53																			0.000561	0.0211	0.024095	0.012233	-0.003574	0.003154	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
LTValidMitosisSon384Plate06_03	236	J20	LTValidMitosisSon384Plate06_03_J20	TRUE	s28804	ENSG00000169228	RAB24																				-0.005355	-0.012542	-0.003966	0.033624	0.000695	0.00068	0.001274	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	237	J21	LTValidMitosisSon384Plate06_03_J21	TRUE	s12350	ENSG00000126458	RRAS																				-0.002544	0.017208	0.021202	0.091589	0.006036	0.007122	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	238	J22	LTValidMitosisSon384Plate06_03_J22	TRUE	s48551	ENSG00000176454	AGPAT7																				0.000794	0.021483	0.047995	0.031037	0.000797	0.011493	0.006099	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	239	J23	LTValidMitosisSon384Plate06_03_J23	TRUE	s46358	ENSG00000173908	KRT28																				0.003008	-0.00492	0.013849	0.156366	0.020253	0.027486	0.009348	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	241	K1	LTValidMitosisSon384Plate06_03_K1	TRUE	s17724	ENSG00000119185	ITGB1BP1																				0.000667	0.00948	-0.013261	0.042046	-0.007463	0.004024	-0.000352	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	242	K2	LTValidMitosisSon384Plate06_03_K2	TRUE	s50714	ENSG00000147655	RSPO2																				-0.000144	0.032104	0.048222	0.061796	0.004719	0.009159	0.001833	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	243	K3	LTValidMitosisSon384Plate06_03_K3	TRUE	s36613	ENSG00000122390	NP_079121.1																				0.005988	0.049535	0.058873	0.044924	0.001455	0.009962	0.011317	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	244	K4	LTValidMitosisSon384Plate06_03_K4	TRUE	s48391	ENSG00000188175	NP_937794.1																				0.011846	0.034143	0.047338	0.026237	0.001867	0.073867	0.035919	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	1/4	0	0	0	yes												
LTValidMitosisSon384Plate06_03	245	K5	LTValidMitosisSon384Plate06_03_K5	TRUE	s8279	ENSG00000123384	LRP1																			x	0.028976	0.044382	0.00673	0.026818	0.015619	0.011078	0.001446	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	246	K6	LTValidMitosisSon384Plate06_03_K6	TRUE	s28983	ENSG00000011426	ANLN																				0.045031	0.314369	0.242921	0.018455	0.026181	0.048462	0.004241	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4/4	4/4	0	0	2/4	0	0	0	0	yes	yes	yes	multiple replicates of reagent						binuclear (automatic)	polylobed (automatic)		
LTValidMitosisSon384Plate06_03	247	K7	LTValidMitosisSon384Plate06_03_K7	TRUE	s10184	ENSG00000172572	PDE3A																			x	0.002175	0.014888	0.016602	0.002764	0.000894	0.003913	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	248	K8	LTValidMitosisSon384Plate06_03_K8	TRUE	s15216	ENSG00000204920	ZNF155																				0.015554	0.003747	0.129185	0.05034	0.002778	0.01401	0.009562	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	249	K9	LTValidMitosisSon384Plate06_03_K9	TRUE	s43834	ENSG00000164237	CMBL																			x	0.002252	-0.01171	-0.000206	0.047958	-0.004435	0.003064	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	250	K10	LTValidMitosisSon384Plate06_03_K10	TRUE	s33852	ENSG00000148153	C9ORF80																				0.011425	0.009217	0.023113	-0.0067	0.005585	0.000758	0.000785	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	251	K11	LTValidMitosisSon384Plate06_03_K11	TRUE	s32105	ENSG00000125772	K1434_HUMAN																				0.022306	0.009495	0.015218	0.076987	0.00057	-0.000576	0.000311	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	252	K12	LTValidMitosisSon384Plate06_03_K12	TRUE	s196103	ENSG00000188710	QRFP																				0.036844	-0.00036	0.041917	0.029299	0.007915	0.015475	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	253	K13	LTValidMitosisSon384Plate06_03_K13	TRUE	s15252	ENSG00000197062	ZNF187																				0.001876	0.018175	0.017684	-0.010391	0.010669	0.000092	0.003971	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	254	K14	LTValidMitosisSon384Plate06_03_K14	TRUE	s53207	ENSG00000185742	NP_997528.1																				0.029043	-0.00719	0.036345	0.003381	0.009171	0.005926	0.005185	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	255	K15	LTValidMitosisSon384Plate06_03_K15	TRUE	s26207	ENSG00000198648	STK39																				0.007953	-0.011449	0.067794	0.007092	0.015386	0.011642	0.001871	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	256	K16	LTValidMitosisSon384Plate06_03_K16	TRUE	s194878	ENSG00000182611	HIST1H2AJ																				0.003841	0.023587	0.026139	0.048189	-0.005068	0.004363	-0.000343	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	257	K17	LTValidMitosisSon384Plate06_03_K17	TRUE	s40783	ENSG00000137760	ALKBH8																				0.056807	0.011754	-0.004816	-0.01217	-0.004042	0.003968	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	258	K18	LTValidMitosisSon384Plate06_03_K18	TRUE	s8571	ENSG00000076706	MCAM																				0.002457	-0.010375	0.038671	0.023821	0.012789	0.0034	0.001912	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	259	K19	LTValidMitosisSon384Plate06_03_K19	TRUE	s7081	ENSG00000029559	IBSP																				0.013642	0.003759	0.01309	0.042837	0.009129	0.017215	0.001578	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	260	K20	LTValidMitosisSon384Plate06_03_K20	TRUE	s34780	ENSG00000138653	NDST4																				-0.00574	0.0076	0.023068	0.051415	-0.004595	-0.000701	-0.000056	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	261	K21	LTValidMitosisSon384Plate06_03_K21	TRUE	s50522	ENSG00000173080	RXFP4																			x	-0.000221	0.00213	0.035593	0.04724	0.003312	0.006899	-0.000471	NA	NA	NA	0	2/4	2/4	0	1/4	0	1/4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	262	K22	LTValidMitosisSon384Plate06_03_K22	TRUE	s12605	ENSG00000137077	CCL21																			x	0.005794	-0.007981	-0.011588	0.009595	-0.004737	0.001772	0.003889	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	263	K23	LTValidMitosisSon384Plate06_03_K23	TRUE	s223	ENSG00000100345	MYH9																				0.007798	0.002859	-0.020951	0.067018	0.032079	0.004002	0.004288	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	264	K24	LTValidMitosisSon384Plate06_03_K24	TRUE	s7912	ENSG00000079616	KIF22																				0.004068	0.004475	0.031092	0.030057	0.018268	0.015008	-0.000261	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1/4	0	0	0	yes												
LTValidMitosisSon384Plate06_03	265	L1	LTValidMitosisSon384Plate06_03_L1	TRUE	s15226	ENSG00000197279	ZNF165																				0.036351	-0.010375	0.013317	0.06547	0.000378	0.019122	0.004834	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	266	L2	LTValidMitosisSon384Plate06_03_L2	TRUE	s25206	ENSG00000113209	PCDHB5																				0.013905	0.000061	0.021084	0.021283	0.011782	0.031256	0.001766	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	267	L3	LTValidMitosisSon384Plate06_03_L3	TRUE	s28863	ENSG00000183421	RIPK4																				0.002493	0.009075	0.075371	0.062421	-0.000571	0.006764	0.003457	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
LTValidMitosisSon384Plate06_03	268	L4	LTValidMitosisSon384Plate06_03_L4	TRUE	s42836	ENSG00000180787	ZFP3																				0.002288	0.008135	0.032447	0.027553	0.004925	0.010838	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes	yes											
LTValidMitosisSon384Plate06_03	269	L5	LTValidMitosisSon384Plate06_03_L5	TRUE	s54388	ENSG00000189326	SPANXN4																				0.002486	-0.006898	0.00398	0.072319	0.005849	0.005311	-0.000055	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	yes												
