Replicate,Plate,Well,Gene Identifier %% url=http://www.pombase.org/spombe/result/%s,Gene Identifier Source Database,Strain Name,Gene Symbol,Control Type,Control Comments,Reproducibility of Shape Hits,Reproducibility of microtubule hits,Reproducibility of cell cycle progression hits,Visual Shape Hit,Visual Microtubule Hit,Conservation in S. cerevisiae,Conservation in Vertebrates,Conservation in H. sapiens,Phenotype 1,Ontology Term Name 1a,Term Source Accession 1a,Ontology Term Name 1b,Term Source Accession 1b,Phenotype 2,Ontology Term Name 2a,Term Source Accession 2a,Ontology Term Name 2b,Term Source Accession 2b,Phenotype 3,Ontology Term Name 3a,Term Source Accession 3a,Ontology Term Name 3b,Term Source Accession 3b,Phenotype 4,Ontology Term Name 4a,Term Source Accession 4a,Ontology Term Name 4b,Term Source Accession 4b,Phenotype 5,Ontology Term Name 5a,Term Source Accession 5a,Ontology Term Name 5b,Term Source Accession 5b,Phenotype 6,Ontology Term Name 6a,Term Source Accession 6a,Ontology Term Name 6b,Term Source Accession 6b,Phenotype 7,Ontology Term Name 7a,Term Source Accession 7a,Ontology Term Name 7b,Term Source Accession 7b
1,X_110511_S30,G7,SPAC664.13,Pombase,SPAC664.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,G8,SPBC1703.12,Pombase,ubp9,ubp9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,G9,SPBC660.14,Pombase,mik1,mik1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H1,SPAC13G6.13,Pombase,SPAC13G6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H10,SPCC594.01,Pombase,SPCC594.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H11,SPBC16G5.09,Pombase,SPBC16G5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H12,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H2,SPAC18G6.15,Pombase,mal3,mal3,negative control,negative control (mal3),,7/7,5/9,,,yes,,,PAA increased,not available yet,not available yet,,,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,IP reduced,fewer cells with interphase microtubule arrays,CMPO_0000388,,,,,,,,,,,,,,,,,
1,X_110511_S30,H3,,,MS1404,,positive control,positive control (wild-type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H4,SPCC777.02,Pombase,SPCC777.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H5,SPAC1687.14c,Pombase,SPAC1687.14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H6,SPCC14G10.04,Pombase,SPCC14G10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H7,SPAC959.08,Pombase,rpl2102,rpl2102,,,6/14,,,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H8,SPCC330.14c,Pombase,rpl2402,rpl2402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110511_S30,H9,SPAC3H1.03,Pombase,mug151,mug151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A1,SPAC2E1P3.01,Pombase,SPAC2E1P3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A10,SPBC2D10.13,Pombase,est1,est1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A11,SPBC557.05,Pombase,SPBC557.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A12,SPBC83.11,Pombase,SPBC83.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A2,SPBC16A3.12c,Pombase,SPBC16A3.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A3,SPCC1620.03,Pombase,mug163,mug163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A4,SPAC29B12.08,Pombase,clr5,clr5,,,,3/7,,,,yes,yes,yes,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A5,SPBC12D12.07c,Pombase,trx2,trx2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A6,SPAC22H10.08,Pombase,SPAC22H10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A7,SPBC21B10.06c,Pombase,inp2,inp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A8,SPAC26A3.14c,Pombase,SPAC26A3.14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,A9,SPBC2D10.05,Pombase,exg3,exg3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B1,SPBC1709.06,Pombase,dus2,dus2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B10,SPAC11H11.01,Pombase,sst6,sst6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B11,SPCC18B5.06,Pombase,dom34,dom34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B12,SPBP18G5.03,Pombase,toc1,toc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B2,SPBC409.08,Pombase,SPBC409.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B3,SPCC794.07,Pombase,lat1,lat1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B4,SPBC17D11.08,Pombase,SPBC17D11.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B5,SPBC685.02,Pombase,exo5,exo5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B6,SPAC25B8.07c,Pombase,SPAC25B8.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B7,SPBC27B12.10c,Pombase,tom7,tom7,,,3/5,3/5,,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B8,SPAC1071.07c,Pombase,rps1502,rps1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,B9,SPBC3H7.06c,Pombase,pof9,pof9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C1,SPBC26H8.01,Pombase,thi2,thi2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C10,SPAC3F10.18c,Pombase,rpl4102,rpl4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C11,SPAC27D7.05c,Pombase,apc14,apc14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C12,SPAC140.03,Pombase,arb1,arb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C2,SPBC609.05,Pombase,pob3,pob3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C3,SPAPB2B4.07,Pombase,SPAPB2B4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C4,SPBC30D10.04,Pombase,swi3,swi3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C5,SPAC1556.04c,Pombase,cdd1,cdd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C6,SPAC26A3.02,Pombase,myh1,myh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C7,,,DarkMal3,,technical control,dark control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C8,SPAC13F5.07c,Pombase,SPAC13F5.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,C9,SPCC622.19,Pombase,jmj4,jmj4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D1,SPAC694.05c,Pombase,rps2502,rps2502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D10,SPAC664.03,Pombase,paf1,paf1,,,7/7,5/7,,,,yes,yes,,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D11,SPAC4F10.18,Pombase,nup37,nup37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D12,SPAC19G12.08,Pombase,scs7,scs7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D2,SPBP23A10.02,Pombase,pkr1,pkr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D3,SPAC1399.05c,Pombase,toe1,toe1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D4,SPBC725.04,Pombase,SPBC725.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D5,SPAC2F7.17,Pombase,SPAC2F7.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D6,SPAC2G11.06,Pombase,vps4,vps4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D7,SPBP16F5.07,Pombase,apm1,apm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D8,SPAC17H9.12c,Pombase,SPAC17H9.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,D9,SPCC1235.15,Pombase,dga1,dga1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E1,SPAC144.03,Pombase,ade2,ade2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E10,SPBC6B1.09c,Pombase,nbs1,nbs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E11,SPBP23A10.05,Pombase,ssr4,ssr4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E12,SPAC27D7.12c,Pombase,but1,but1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E2,SPAC23H3.14,Pombase,SPAC23H3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E3,SPAC11D3.04c,Pombase,SPAC11D3.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E4,SPBP8B7.21,Pombase,ubp3,ubp3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E5,SPBC17D1.02,Pombase,dph2,dph2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E6,SPAC30D11.06c,Pombase,hfl1,hfl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E7,SPCC1840.04,Pombase,pca1,pca1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E8,SPAC4F10.11,Pombase,spn1,spn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,E9,SPCC1620.02,Pombase,wtf23,wtf23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F1,SPAC2F3.08,Pombase,sut1,sut1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F10,SPAC17A2.11,Pombase,SPAC17A2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F11,SPBC1778.02,Pombase,rap1,rap1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F12,SPAC4F10.08,Pombase,mug126,mug126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F2,SPAC22A12.04c,Pombase,rps2201,rps2201,,,5/11,,,yes,yes,yes,yes,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F3,SPAC144.14,Pombase,klp8,klp8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F4,SPCC1672.09,Pombase,SPCC1672.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F5,SPBC19C7.10,Pombase,bqt4,bqt4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F6,SPAC6G9.13c,Pombase,bqt1,bqt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F7,SPCC70.02c,Pombase,SPCC70.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F8,SPBC119.14,Pombase,rti1,rti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,F9,SPBC1685.06,Pombase,cid11,cid11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G1,SPAC17C9.16c,Pombase,mfs1,mfs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G10,SPAC31F12.01,Pombase,zds1,zds1,,,3/6,,,,yes,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G11,SPBC17D11.01,Pombase,nep1,nep1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G12,SPBC8D2.03c,Pombase,hhf2,hhf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G2,SPBC2D10.03c,Pombase,SPBC2D10.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G3,SPAC23C11.01,Pombase,SPAC23C11.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G4,SPCC16C4.01,Pombase,sif2,sif2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G5,SPCC18.15,Pombase,dph7,dph7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G6,SPAC926.02,Pombase,SPAC926.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G7,SPAC6C3.03c,Pombase,SPAC6C3.03c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G8,SPBC16E9.09c,Pombase,erp5,erp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,G9,SPAC6F12.04,Pombase,SPAC6F12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H1,SPAC30C2.08,Pombase,SPAC30C2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H10,SPBC18E5.10,Pombase,SPBC18E5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H11,SPAC2F7.04,Pombase,pmc2,pmc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H12,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H2,SPAC18G6.15,Pombase,mal3,mal3,negative control,negative control (mal3),,7/7,5/9,,,yes,,,PAA increased,not available yet,not available yet,,,short cytoplasmic microtubules,shortened cytoplasmic microtubules,CMPO_0000371,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,IP reduced,fewer cells with interphase microtubule arrays,CMPO_0000388,,,,,,,,,,,,,,,,,
1,X_110513_S31,H3,,,MS1404,,positive control,positive control (wild-type),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H4,SPBC14C8.15,Pombase,SPBC14C8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H5,SPAC22A12.16,Pombase,SPAC22A12.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H6,SPBC1198.08,Pombase,SPBC1198.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H7,SPAC23C4.12,Pombase,hhp2,hhp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H8,SPBC1718.03,Pombase,ker1,ker1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110513_S31,H9,SPBC1685.08,Pombase,cti6,cti6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A1,SPCC1259.10,Pombase,pgp1,pgp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A10,SPBC19C2.02,Pombase,pmt1,pmt1,,,4/9,4/9,,,,yes,yes,yes,long cytoplasmic microtubules,elongated cytoplasmic microtubules,CMPO_0000370,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A11,SPBC25H2.10c,Pombase,SPBC25H2.10c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A12,SPAC9.11,Pombase,SPAC9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A2,SPBC17A3.08,Pombase,SPBC17A3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A3,SPAC4H3.01,Pombase,SPAC4H3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A4,SPAC644.09,Pombase,SPAC644.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A5,SPBC2D10.12,Pombase,rhp23,rhp23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A6,SPCC13B11.02c,Pombase,SPCC13B11.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A7,SPCC1322.16,Pombase,phb2,phb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A8,SPCC794.02,Pombase,wtf5,wtf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,A9,SPBC56F2.10c,Pombase,alg5,alg5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B1,SPCC18.13,Pombase,SPCC18.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B10,SPBC409.06,Pombase,uch2,uch2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B11,SPBC428.04,Pombase,apq12,apq12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B12,SPBC577.11,Pombase,SPBC577.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B2,SPBC17G9.10,Pombase,rpl1102,rpl1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B3,SPAC5D6.10c,Pombase,mug116,mug116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B4,SPBC106.13,Pombase,SPBC106.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B5,SPAC9G1.04,Pombase,oxa101,oxa101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B6,SPAC2F3.11,Pombase,SPAC2F3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B7,SPAC6B12.16,Pombase,meu26,meu26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B8,SPAC22F8.09,Pombase,rrp16,rrp16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,B9,SPAC22E12.04,Pombase,ccs1,ccs1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C1,SPCC622.14,Pombase,SPCC622.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C10,SPAC29E6.07,Pombase,SPAC29E6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C11,SPBC651.07,Pombase,SPBC651.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C12,SPBC713.05,Pombase,SPBC713.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C2,SPBC2D10.19c,Pombase,alb1,alb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C3,SPAC3F10.17,Pombase,SPAC3F10.17,,,,3/7,3/7,,yes,yes,yes,yes,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C4,SPAC12G12.11c,Pombase,SPAC12G12.11c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C5,SPBPB2B2.18,Pombase,SPBPB2B2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C6,SPAC6B12.08,Pombase,mug185,mug185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C7,SPAC1687.22c,Pombase,puf3,puf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C8,,,DarkMal3,,technical control,dark control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,C9,SPAC57A10.04,Pombase,mug10,mug10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,D1,SPBC887.11,Pombase,pus2,pus2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,D10,SPAC16A10.04,Pombase,rho4,rho4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,D11,SPAC26A3.11,Pombase,SPAC26A3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110514_S32,D12,SPCC1494.01,Pombase,SPCC1494.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
