Plate,Well Number,Well,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Alias,Description,Control Type,Control Comments,Quality Control,Quality Control Comments,Comments,Experimental Condition[genotype],Changed in allR,Observation,Phenotype
WT_plate3,111,E15,YKL007W,CAP1,,Alpha subunit of the capping protein (CP) heterodimer (Cap1p and Cap2p) which binds to the barbed ends of actin filaments preventing further polymerization; localized predominantly to cortical actin patches,,,,,,wild type smt3,no,,
WT_plate3,112,E16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,113,E17,YIL148W,RPL40A,L40A|UB11|UBI1|CEP52A,"Fusion protein, identical to Rpl40Bp, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes",,,,,,wild type smt3,yes,,
WT_plate3,114,E18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,115,E19,YER177W,BMH1,,"14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling",,,,,,wild type smt3,no,,
WT_plate3,116,E20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,117,E21,YDR099W,BMH2,SCD3,"14-3-3 protein, minor isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling",,,,,,wild type smt3,no,,
WT_plate3,118,E22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,119,E23,,,,,,,,,no annotation available,,,,
WT_plate3,120,E24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,121,F1,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,122,F2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,123,F3,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,124,F4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,125,F5,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,126,F6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,127,F7,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,128,F8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,129,F9,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,130,F10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,131,F11,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,132,F12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,133,F13,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,134,F14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,135,F15,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,136,F16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,137,F17,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,138,F18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,139,F19,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,140,F20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,141,F21,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,142,F22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,143,F23,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,144,F24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,145,G1,YGR042W,YGR042W,,Putative protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,,,,wild type smt3,yes,,
WT_plate3,146,G2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,147,G3,YER116C,SLX8,,Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex; stimulated by prior attachment of SUMO to the substrate; contains a C-terminal RING domain,,,,,,wild type smt3,no,,
WT_plate3,148,G4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,149,G5,,,,,,,,,no annotation available,,,,
WT_plate3,150,G6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,151,G7,YLR126C,YLR126C,,Putative protein of unknown function with similarity to glutamine amidotransferase proteins; has Aft1p-binding motif in the promoter; may be involved in copper and iron homeostasis; YLR126C is not an essential protein,,,,,,wild type smt3,yes,,
WT_plate3,152,G8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,153,G9,YLR376C,PSY3,,"Protein involved in a Rad51p-, Rad54p-dependent pathway for homologous recombination repair; deletion results in a mutator phenotype; deletion increases sensitivity to anticancer drugs oxaliplatin and cisplatin but not mitomycin C",,,,,,wild type smt3,no,,
WT_plate3,154,G10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,155,G11,YDL115C,IWR1,,Protein involved in transcription from polymerase II promoters; interacts with with most of the polymerase II subunits; nucleo-cytoplasmic shuttling protein; deletion causes hypersensitivity to the K1 killer toxin,,,,,,wild type smt3,no,,
WT_plate3,156,G12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,157,G13,YJR056C,YJR056C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus,,,,,,wild type smt3,yes,,
WT_plate3,158,G14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,159,G15,YDL059C,RAD59,,Protein involved in the repair of double-strand breaks in DNA during vegetative growth via recombination and single-strand annealing; anneals complementary single-stranded DNA; homologous to Rad52p,,,,,,wild type smt3,yes,,
WT_plate3,160,G16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,161,G17,YOL149W,DCP1,,"Subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p",,,,,,wild type smt3,yes,,
WT_plate3,162,G18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,163,G19,YGR136W,LSB1,,"Protein containing an N-terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization",,,,,,wild type smt3,yes,,
WT_plate3,164,G20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,165,G21,YBR197C,YBR197C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YBR197C is not an essential gene,,,,,,wild type smt3,no,,
WT_plate3,166,G22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,167,G23,YPL166W,ATG29,,Autophagy-specific protein that is required for recruitment of other ATG proteins to the pre-autophagosomal structure (PAS); interacts with Atg17p and localizes to the PAS in a manner interdependent with Atg17p and Cis1p; not conserved,,,,,,wild type smt3,yes,,
WT_plate3,168,G24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,169,H1,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,170,H2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,171,H3,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,172,H4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,173,H5,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,174,H6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,175,H7,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,176,H8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,177,H9,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,178,H10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,179,H11,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,180,H12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,181,H13,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,182,H14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,183,H15,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,184,H16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,185,H17,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,186,H18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,187,H19,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,188,H20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,189,H21,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,190,H22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,191,H23,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,192,H24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,193,I1,YGL037C,PNC1,,"Nicotinamidase that converts nicotinamide to nicotinic acid as part of the NAD(+) salvage pathway, required for life span extension by calorie restriction; PNC1 expression responds to all known stimuli that extend replicative life span",,,,,,wild type smt3,yes,,
WT_plate3,194,I2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,195,I3,YPR174C,YPR174C,,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nuclear periphery; potential Cdc28p substrate,,,,,,wild type smt3,no,,
WT_plate3,196,I4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,197,I5,YLR363C,NMD4,,"Protein interacting with Nam7p, may be involved in the nonsense-mediated mRNA decay pathway",,,,,,wild type smt3,yes,,
WT_plate3,198,I6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,199,I7,YOR258W,HNT3,,"DNA 5' AMP hydrolase involved in DNA repair; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins; homolog of Aprataxin, a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia",,,,,,wild type smt3,no,,
WT_plate3,200,I8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,201,I9,YMR295C,YMR295C,,Protein of unknown function that associates with ribosomes; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and bud; YMR295C is not an essential gene,,,,,,wild type smt3,no,,
WT_plate3,202,I10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,203,I11,YDR041W,RSM10,,"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins",,,,,,wild type smt3,yes,,
WT_plate3,204,I12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,205,I13,,,,,,,,,no annotation available,,,,
WT_plate3,206,I14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,207,I15,YCR086W,Csm1,,,,,,,,wild type smt3,no,,
WT_plate3,208,I16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,209,I17,YIL158W,AIM20,,Putative protein of unknown function; overexpression causes a cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; null mutant displays elevated frequency of mitochondrial genome loss,,,,,,wild type smt3,no,,
WT_plate3,210,I18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,211,I19,YFR001W,LOC1,,Nuclear protein involved in asymmetric localization of ASH1 mRNA; binds double-stranded RNA in vitro; constituent of 66S pre-ribosomal particles,,,,,,wild type smt3,no,,
WT_plate3,212,I20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,213,I21,YDR066C,RTR2,,Protein of unknown function with high similarity to Rtr1p; exhibits genetic interactions with Rtr1p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YDR066C is not an essential gene,,,,,,wild type smt3,no,,
WT_plate3,214,I22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,215,I23,YML028W,TSA1,cTPxI|TPX1|ZRG14,"Thioredoxin peroxidase, acts as both a ribosome-associated and free cytoplasmic antioxidant; self-associates to form a high-molecular weight chaperone complex under oxidative stress; deletion results in mutator phenotype",,,,,,wild type smt3,yes,,
WT_plate3,216,I24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,217,J1,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,218,J2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,219,J3,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,220,J4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,221,J5,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,222,J6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,223,J7,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,224,J8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,225,J9,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,226,J10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,227,J11,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,228,J12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,229,J13,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,230,J14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,231,J15,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,232,J16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,233,J17,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,234,J18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,235,J19,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,236,J20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,237,J21,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,238,J22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,239,J23,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,240,J24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,241,K1,YMR121C,RPL15B,rp15R|YL10|L15B|L13B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl15Ap and has similarity to rat L15 ribosomal protein; binds to 5.8 S rRNA",,,,,,wild type smt3,no,,
WT_plate3,242,K2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,243,K3,YDL166C,FAP7,,"Essential NTPase required for small ribosome subunit synthesis, mediates processing of the 20S pre-rRNA at site D in the cytoplasm but associates only transiently with 43S preribosomes via Rps14p, may be the endonuclease for site D",,,,,,wild type smt3,no,,
WT_plate3,244,K4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,245,K5,YER112W,LSM4,USS1|SDB23,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",,,,,,wild type smt3,yes,,
WT_plate3,246,K6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,247,K7,YJL124C,LSM1,SPB8,"Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) involved in degradation of cytoplasmic mRNAs",,,,,,wild type smt3,yes,,
WT_plate3,248,K8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,249,K9,YDL053C,PBP4,,"Pbp1p binding protein, interacts strongly with Pab1p-binding protein 1 (Pbp1p) in the yeast two-hybrid system; also interacts with Lsm12p in a copurification assay",,,,,,wild type smt3,yes,,
WT_plate3,250,K10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,251,K11,YKL069W,YKL069W,fRMsr|YKG9,"Methionine-R-sulfoxide reductase, reduces the R enantiomer of free Met-SO, in contrast to Ycl033Cp which reduces Met-R-SO in a peptide linkage; has a role in protection against oxidative stress",,,,,,wild type smt3,yes,,
WT_plate3,252,K12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,253,K13,YMR159C,ATG16,APG15|APG16|CVT11|SAP18,"Conserved protein that interacts with Atg12p-Atg5p conjugates to form Atg12p-Atg5p-Atg16p multimers, which localize to the pre-autophagosomal structure and are required for autophagy",,,,,,wild type smt3,yes,,
WT_plate3,254,K14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,255,K15,YIL087C,AIM19,LRC2,"Putative protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays reduced respiratory growth",,,,,,wild type smt3,no,,
WT_plate3,256,K16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,257,K17,YCR028C-A,Rim1,,,,,,,,wild type smt3,no,,
WT_plate3,258,K18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,259,K19,YNR046W,TRM112,,Subunit of tRNA methyltransferase (MTase) complexes in combination with Trm9p and Trm11p; subunit of complex with Mtq2p that methylates Sup45p (eRF1) in the ternary complex eRF1-eRF3-GTP; deletion confers resistance to zymocin,,,,,,wild type smt3,yes,,
WT_plate3,260,K20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,261,K21,YER035W,EDC2,,"RNA-binding protein, activates mRNA decapping directly by binding to the mRNA substrate and enhancing the activity of the decapping proteins Dcp1p and Dcp2p; has a role in translation during heat stress",,,,,,wild type smt3,yes,,
WT_plate3,262,K22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,263,K23,YLR297W,YLR297W,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YLR297W is not an essential gene; induced by treatment with 8-methoxypsoralen and UVA irradiation,,,,,,wild type smt3,yes,,
WT_plate3,264,K24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,265,L1,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,266,L2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,267,L3,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,268,L4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,269,L5,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,270,L6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,271,L7,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,272,L8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,273,L9,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,274,L10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,275,L11,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,276,L12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,277,L13,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,278,L14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,279,L15,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,280,L16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,281,L17,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,282,L18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,283,L19,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,284,L20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,285,L21,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,286,L22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,287,L23,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,288,L24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,289,M1,YBL003C,Hta2,,,,,,,,wild type smt3,no,,
WT_plate3,290,M2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,291,M3,YBL026W,LSM2,SNP3|SMX5,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",,,,,,wild type smt3,yes,,
WT_plate3,292,M4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,293,M5,YNL147W,LSM7,,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",,,,,,wild type smt3,yes,,
WT_plate3,294,M6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,295,M7,YBR258C,SHG1,CPS15,"Subunit of the COMPASS (Set1C) complex, which methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres",,,,,,wild type smt3,no,,
WT_plate3,296,M8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,297,M9,YBR009C,Hhf1,,,,,,,,wild type smt3,no,,
WT_plate3,298,M10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,299,M11,YKL061W,YKL061W,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endosome,,,,,,wild type smt3,no,,
WT_plate3,300,M12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,301,M13,YJL173C,RFA3,RPA3,"Subunit of heterotrimeric Replication Protein A (RPA), which is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination",,,,,,wild type smt3,no,,
WT_plate3,302,M14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,303,M15,YDR115W,YDR115W,,"Putative mitochondrial ribosomal protein of the large subunit, has similarity to E. coli L34 ribosomal protein; required for respiratory growth, as are most mitochondrial ribosomal proteins",,,,,,wild type smt3,no,,
WT_plate3,304,M16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,305,M17,YNL198C,YNL198C,,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data",,,,,,wild type smt3,no,,
WT_plate3,306,M18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,307,M19,YGL029W,CGR1,,Protein involved in nucleolar integrity and processing of the pre-rRNA for the 60S ribosome subunit; transcript is induced in response to cytotoxic stress but not genotoxic stress,,,,,,wild type smt3,yes,,
WT_plate3,308,M20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,309,M21,YGR151C,YGR151C,,"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps almost completely with the verified ORF RSR1/BUD1/YGR152C",,,,,,wild type smt3,no,,
WT_plate3,310,M22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,311,M23,YLR346C,YLR346C,,"Putative protein of unknown function found in mitochondria; expression is regulated by transcription factors involved in pleiotropic drug resistance, Pdr1p and Yrr1p; YLR346C is not an essential gene",,,,,,wild type smt3,no,,
WT_plate3,312,M24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,313,N1,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,314,N2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,315,N3,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,316,N4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,317,N5,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,318,N6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,319,N7,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,320,N8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,321,N9,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,322,N10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,323,N11,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,324,N12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,325,N13,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,326,N14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,327,N15,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,328,N16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,329,N17,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,330,N18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,331,N19,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,332,N20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,333,N21,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,334,N22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,335,N23,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,336,N24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,337,O1,YLL048C,YBT1,BAT1,Transporter of the ATP-binding cassette (ABC) family involved in bile acid transport; similar to mammalian bile transporters,,,,,,wild type smt3,no,,
WT_plate3,338,O2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,339,O3,YBR233W-A,DAD3,,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",,,,,,wild type smt3,yes,,
WT_plate3,340,O4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,341,O5,YLR363W-A,YLR363W-A,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus,,,,,,wild type smt3,yes,,
WT_plate3,342,O6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,343,O7,YGL032C,AGA2,a-agglutinin adhesion subunit,"Adhesion subunit of a-agglutinin of a-cells, C-terminal sequence acts as a ligand for alpha-agglutinin (Sag1p) during agglutination, modified with O-linked oligomannosyl chains, linked to anchorage subunit Aga1p via two disulfide bonds",,,,,,wild type smt3,no,,
WT_plate3,344,O8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,345,O9,YDL067C,COX9,,"Subunit VIIa of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain",,,,,,wild type smt3,no,,
WT_plate3,346,O10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,347,O11,YHR143W-A,RPC10,ABC10-alpha|RPB12,"RNA polymerase subunit ABC10-alpha, found in RNA polymerase complexes I, II, and III",,,,,,wild type smt3,no,,
WT_plate3,348,O12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,349,O13,YNL162W-A,YNL162W-A,,Putative protein of unknown function; identified by homology,,,,,,wild type smt3,no,,
WT_plate3,350,O14,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,351,O15,YLR438C-A,LSM3,USS2|SMX4,"Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA",,,,,,wild type smt3,yes,,
WT_plate3,352,O16,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,353,O17,YDR320C-A,DAD4,HSK2,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",,,,,,wild type smt3,yes,,
WT_plate3,354,O18,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,355,O19,YNL211C,YNL211C,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene,,,,,,wild type smt3,no,,
WT_plate3,356,O20,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,357,O21,YLR342W,FKS1,PBR1|GSC1|ETG1|CWH53|CND1,"Catalytic subunit of 1,3-beta-D-glucan synthase, functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling",,,,,,wild type smt3,no,,
WT_plate3,358,O22,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,359,O23,YPL047W,SGF11,,"Integral subunit of SAGA histone acetyltransferase complex, regulates transcription of a subset of SAGA-regulated genes, required for the Ubp8p association with SAGA and for H2B deubiquitylation",,,,,,wild type smt3,yes,,
WT_plate3,360,O24,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,361,P1,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,362,P2,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,363,P3,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,364,P4,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,365,P5,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,366,P6,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,367,P7,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,368,P8,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,369,P9,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,370,P10,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,371,P11,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,372,P12,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,373,P13,,,,,,,,,no annotation available; no image available,,,,
WT_plate3,374,P14,,,,,,,,,no annotation available; no image available,,,,
