Plate	Well Number	Well	Experimental Condition [cell line]	"Cell Type/Genetic Subtype (Neve et al., Cancer Cell 2006)"	Experimental Condition [media]	Experimental Condition [compound]	Experimental Condition [dose]	Experimental Condition[time]	Control Type	Control Comment	Comments
22_lines_untreated_200145426	129	F9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	130	F10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	131	F11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	132	F12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	133	F13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	134	F14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	135	F15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	136	F16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	137	F17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	138	F18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	139	F19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	140	F20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	141	F21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	142	F22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	143	F23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	144	F24							empty well		no images
22_lines_untreated_200145426	145	G1							empty well		no images
22_lines_untreated_200145426	146	G2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	147	G3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	148	G4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	149	G5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	150	G6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	151	G7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	152	G8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	153	G9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	154	G10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	155	G11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	156	G12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	157	G13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	158	G14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	159	G15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	160	G16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	161	G17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	162	G18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	163	G19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	164	G20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	165	G21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	166	G22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	167	G23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	168	G24							empty well		no images
22_lines_untreated_200145426	169	H1							empty well		no images
22_lines_untreated_200145426	170	H2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	171	H3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	172	H4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	173	H5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	174	H6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	175	H7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	176	H8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	177	H9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	178	H10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	179	H11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	180	H12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	181	H13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	182	H14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	183	H15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	184	H16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	185	H17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	186	H18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	187	H19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	188	H20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	189	H21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	190	H22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	191	H23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	192	H24							empty well		no images
22_lines_untreated_200145426	193	I1							empty well		no images
22_lines_untreated_200145426	194	I2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	195	I3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	196	I4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	197	I5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	198	I6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	199	I7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	200	I8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	201	I9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	202	I10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	203	I11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	204	I12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	205	I13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	206	I14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	207	I15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	208	I16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	209	I17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	210	I18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	211	I19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	212	I20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	213	I21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	214	I22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	215	I23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	216	I24							empty well		no images
22_lines_untreated_200145426	217	J1							empty well		no images
22_lines_untreated_200145426	218	J2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	219	J3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	220	J4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	221	J5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	222	J6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	223	J7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	224	J8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	225	J9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	226	J10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	227	J11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	228	J12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	229	J13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	230	J14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	231	J15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	232	J16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	233	J17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	234	J18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	235	J19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	236	J20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	237	J21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	238	J22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	239	J23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	240	J24							empty well		no images
22_lines_untreated_200145426	241	K1							empty well		no images
22_lines_untreated_200145426	242	K2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	243	K3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	244	K4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	245	K5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	246	K6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	247	K7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	248	K8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	249	K9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	250	K10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	251	K11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	252	K12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	253	K13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	254	K14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	255	K15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	256	K16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	257	K17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	258	K18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	259	K19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	260	K20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	261	K21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	262	K22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	263	K23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	264	K24							empty well		no images
22_lines_untreated_200145426	265	L1							empty well		no images
22_lines_untreated_200145426	266	L2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	267	L3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	268	L4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	269	L5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	270	L6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	271	L7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	272	L8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	273	L9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	274	L10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	275	L11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	276	L12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	277	L13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	278	L14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	279	L15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	280	L16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	281	L17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	282	L18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	283	L19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	284	L20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	285	L21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	286	L22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	287	L23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	288	L24							empty well		no images
22_lines_untreated_200145426	289	M1							empty well		no images
22_lines_untreated_200145426	290	M2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	291	M3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	292	M4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	293	M5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	294	M6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	295	M7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	296	M8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	297	M9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	298	M10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	299	M11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	300	M12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	301	M13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	302	M14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	303	M15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	304	M16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	305	M17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	306	M18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	307	M19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	308	M20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	309	M21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	310	M22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	311	M23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	312	M24							empty well		no images
22_lines_untreated_200145426	313	N1							empty well		no images
22_lines_untreated_200145426	314	N2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	315	N3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	316	N4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	317	N5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	318	N6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	319	N7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	320	N8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	321	N9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	322	N10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	323	N11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	324	N12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	325	N13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	326	N14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	327	N15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	328	N16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	329	N17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	330	N18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	331	N19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	332	N20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	333	N21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	334	N22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	335	N23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	336	N24							empty well		no images
22_lines_untreated_200145426	337	O1							empty well		no images
22_lines_untreated_200145426	338	O2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	339	O3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	340	O4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	341	O5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	342	O6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	343	O7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	344	O8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	345	O9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	346	O10	ZR75.1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	347	O11	CAMA1	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	348	O12	BT474	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	349	O13	MDA-MB-231	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	350	O14	SKBR3	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	351	O15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	352	O16	MCF7	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	353	O17	MDA-MB-453	Luminal breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	354	O18	HCC1954	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	355	O19	HCC70	Basal A breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	356	O20	SUM149	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	357	O21	SUM159	Basal B breast cancer	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	358	O22	MCF10A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	359	O23	MCF12A	Basal B non-tumor	DMEM:F12 5% HI-FBS	none					
22_lines_untreated_200145426	360	O24							empty well		no images
22_lines_untreated_200145426	361	P1							empty well		no images
22_lines_untreated_200145426	362	P2							empty well		no images
22_lines_untreated_200145426	363	P3							empty well		no images
22_lines_untreated_200145426	364	P4							empty well		no images
22_lines_untreated_200145426	365	P5							empty well		no images
22_lines_untreated_200145426	366	P6							empty well		no images
22_lines_untreated_200145426	367	P7							empty well		no images
22_lines_untreated_200145426	368	P8							empty well		no images
22_lines_untreated_200145426	369	P9							empty well		no images
22_lines_untreated_200145426	370	P10							empty well		no images
22_lines_untreated_200145426	371	P11							empty well		no images
22_lines_untreated_200145426	372	P12							empty well		no images
22_lines_untreated_200145426	373	P13							empty well		no images
22_lines_untreated_200145426	374	P14							empty well		no images
22_lines_untreated_200145426	375	P15							empty well		no images
22_lines_untreated_200145426	376	P16							empty well		no images
22_lines_untreated_200145426	377	P17							empty well		no images
22_lines_untreated_200145426	378	P18							empty well		no images
22_lines_untreated_200145426	379	P19							empty well		no images
22_lines_untreated_200145426	380	P20							empty well		no images
22_lines_untreated_200145426	381	P21							empty well		no images
22_lines_untreated_200145426	382	P22							empty well		no images
22_lines_untreated_200145426	383	P23							empty well		no images
22_lines_untreated_200145426	384	P24							empty well		no images
22_lines_Y27_noc_200145912	1	A1							empty well		no images
22_lines_Y27_noc_200145912	2	A2							empty well		no images
22_lines_Y27_noc_200145912	3	A3							empty well		no images
22_lines_Y27_noc_200145912	4	A4							empty well		no images
22_lines_Y27_noc_200145912	5	A5							empty well		no images
22_lines_Y27_noc_200145912	6	A6							empty well		no images
22_lines_Y27_noc_200145912	7	A7							empty well		no images
22_lines_Y27_noc_200145912	8	A8							empty well		no images
22_lines_Y27_noc_200145912	9	A9							empty well		no images
22_lines_Y27_noc_200145912	10	A10							empty well		no images
22_lines_Y27_noc_200145912	11	A11							empty well		no images
22_lines_Y27_noc_200145912	12	A12							empty well		no images
22_lines_Y27_noc_200145912	13	A13							empty well		no images
22_lines_Y27_noc_200145912	14	A14							empty well		no images
22_lines_Y27_noc_200145912	15	A15							empty well		no images
22_lines_Y27_noc_200145912	16	A16							empty well		no images
22_lines_Y27_noc_200145912	17	A17							empty well		no images
22_lines_Y27_noc_200145912	18	A18							empty well		no images
22_lines_Y27_noc_200145912	19	A19							empty well		no images
22_lines_Y27_noc_200145912	20	A20							empty well		no images
22_lines_Y27_noc_200145912	21	A21							empty well		no images
22_lines_Y27_noc_200145912	22	A22							empty well		no images
22_lines_Y27_noc_200145912	23	A23							empty well		no images
22_lines_Y27_noc_200145912	24	A24							empty well		no images
22_lines_Y27_noc_200145912	25	B1							empty well		no images
22_lines_Y27_noc_200145912	26	B2	HeLa	cervical carcinoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	27	B3	Hep3B	hepatoma	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	28	B4	AG1573	primary fibroblast	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	29	B5	HS578T	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	30	B6	T47D	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	31	B7	MDA-MB-157	Basal B breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	32	B8	HCC1143	Basal A breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
22_lines_Y27_noc_200145912	33	B9	AU565	Luminal breast cancer	DMEM:F12 5% HI-FBS	 Y-27632	10 micromolar	5 hour			
