Plate	Well	Plate_Well	siRNA Identifier	siRNA Pool Name	Gene Identifier	Ensembl 56 Gene Symbol	Final Well Hit Status Actinome 1	Final Well Hit status Actinome 2	Overall Hit Gene Consensus	Has phenotypes	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26	Phenotype 27	Term Source Accession 27	Ontology Term Name 27	Phenotype 28	Term Source Accession 28	Ontology Term Name 28	Phenotype 29	Term Source Accession 29	Ontology Term Name 29	Phenotype 30	Term Source Accession 30	Ontology Term Name 30	Phenotype 31	Term Source Accession 31	Ontology Term Name 31	Phenotype 32	Term Source Accession 32	Ontology Term Name 32	Phenotype 33	Term Source Accession 33	Ontology Term Name 33	Phenotype 34	Term Source Accession 34	Ontology Term Name 34	Phenotype 35	Term Source Accession 35	Ontology Term Name 35	Phenotype 36	Term Source Accession 36	Ontology Term Name 36	Phenotype 37	Term Source Accession 37	Ontology Term Name 37	Phenotype 38	Term Source Accession 38	Ontology Term Name 38	Phenotype 39	Term Source Accession 39	Ontology Term Name 39	Phenotype 40	Term Source Accession 40	Ontology Term Name 40
Plate9_Actinome1	I6	Plate9_Actinome1_I6	STARD13-01	STARD13	NM_052851		no	yes	no	no																																																																																																																								
Plate9_Actinome1	I7	Plate9_Actinome1_I7	RAD51L3-02	RAD51L3	NM_002878		no	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus				increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci				increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype																			cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA							microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype																loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	I8	Plate9_Actinome1_I8	STARD13-02	STARD13	NM_052851		no	no	no	no																																																																																																																								
Plate9_Actinome1	I9	Plate9_Actinome1_I9	RAD51L3-03	RAD51L3	NM_002878		no	no	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus				increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci				increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers				increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype																			cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA							microtubules disorganised	CMPO_0000147	disorganized microtubules phenotype																loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	J1	Plate9_Actinome1_J1	KIF11-05	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	J10	Plate9_Actinome1_J10	RHOBTB3-03	RHOBTB3	NM_014899		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	J12	Plate9_Actinome1_J12	RHOBTB3-04	RHOBTB3	NM_014899		no	no	no	no																																																																																																																								
Plate9_Actinome1	J14	Plate9_Actinome1_J14	RHOC-01	RHOC	NM_175744		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass	increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm				increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	J16	Plate9_Actinome1_J16	RHOC-02	RHOC	NM_175744		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass	increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm				increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	J18	Plate9_Actinome1_J18	RHOC-03	RHOC	NM_175744		no	no	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass	increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm				increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	J2	Plate9_Actinome1_J2	KIF11-05	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	J20	Plate9_Actinome1_J20	RHOC-04	RHOC	NM_175744		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass	increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm				increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers																									microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	J22	Plate9_Actinome1_J22	RHOD-01	RHOD	NM_014578		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	J24	Plate9_Actinome1_J24	RHOD-02	RHOD	NM_014578		no	yes	no	no																																																																																																																								
Plate9_Actinome1	J6	Plate9_Actinome1_J6	RHOBTB3-05	RHOBTB3	NM_014899		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	J8	Plate9_Actinome1_J8	RHOBTB3-02	RHOBTB3	NM_014899		no	yes	no	no																																																																																																																								
Plate9_Actinome1	K1	Plate9_Actinome1_K1	KIF11-06	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	K10	Plate9_Actinome1_K10	TAGAP-01	TAGAP	NM_054114		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	K11	Plate9_Actinome1_K11	RASGRF2-06	RASGRF2	NM_006909		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	K12	Plate9_Actinome1_K12	TAGAP-02	TAGAP	NM_054114		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	K13	Plate9_Actinome1_K13	RASGRF2-01	RASGRF2	NM_006909		yes	no	no	no																																																																																																																								
Plate9_Actinome1	K14	Plate9_Actinome1_K14	TAGAP-03	TAGAP	NM_054114		no	no	no	no																																																																																																																								
Plate9_Actinome1	K15	Plate9_Actinome1_K15	RASGRF2-04	RASGRF2	NM_006909		no	no	no	no																																																																																																																								
Plate9_Actinome1	K16	Plate9_Actinome1_K16	TAGAP-04	TAGAP	NM_054114		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	K17	Plate9_Actinome1_K17	RHPN1-01	RHPN1	NM_052924		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	K18	Plate9_Actinome1_K18	TIAM1-01	TIAM1	NM_003253		no	yes	yes	yes							increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm							increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci										increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers				increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell							cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells										apoptotic DNA	CMPO_0000262	apoptotic DNA							microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype				microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype							loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	K19	Plate9_Actinome1_K19	RHPN1-02	RHPN1	NM_052924		no	yes	no	no																																																																																																																								
Plate9_Actinome1	K2	Plate9_Actinome1_K2	KIF11-06	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	K20	Plate9_Actinome1_K20	TIAM1-02	TIAM1	NM_003253		yes	yes	yes	yes							increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm							increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci										increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers				increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell							cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells										apoptotic DNA	CMPO_0000262	apoptotic DNA							microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype				microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype							loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	K21	Plate9_Actinome1_K21	RHPN1-03	RHPN1	NM_052924		no	yes	no	no																																																																																																																								
Plate9_Actinome1	K22	Plate9_Actinome1_K22	TIAM1-03	TIAM1	NM_003253		yes	yes	yes	yes							increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm							increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci										increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers				increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell							cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells										apoptotic DNA	CMPO_0000262	apoptotic DNA							microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype				microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype							loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	K23	Plate9_Actinome1_K23	RHPN1-04	RHPN1	NM_052924		no	yes	no	no																																																																																																																								
Plate9_Actinome1	K24	Plate9_Actinome1_K24	TIAM1-04	TIAM1	NM_003253		no	yes	yes	yes							increased cytoplasmic actin	CMPO_0000296	increased actin localised to the cytoplasm							increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci										increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers				increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell							cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells										apoptotic DNA	CMPO_0000262	apoptotic DNA							microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype				microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype							loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	K5	Plate9_Actinome1_K5	RASGRF1-03	RASGRF1	NM_002891		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	K6	Plate9_Actinome1_K6	TRIP10-03	TRIP10	NM_004240		no	no	no	no																																																																																																																								
Plate9_Actinome1	K7	Plate9_Actinome1_K7	RASGRF1-04	RASGRF1	NM_002891		no	no	no	no																																																																																																																								
Plate9_Actinome1	K8	Plate9_Actinome1_K8	TRIP10-04	TRIP10	NM_004240		no	no	no	no																																																																																																																								
Plate9_Actinome1	K9	Plate9_Actinome1_K9	RASGRF2-05	RASGRF2	NM_006909		no	yes	no	no																																																																																																																								
Plate9_Actinome1	L1	Plate9_Actinome1_L1	KIF11-06	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	L10	Plate9_Actinome1_L10	RHOF-01	RHOF	NM_019034		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	L12	Plate9_Actinome1_L12	RHOF-02	RHOF	NM_019034		no	no	no	no																																																																																																																								
Plate9_Actinome1	L14	Plate9_Actinome1_L14	RHOF-03	RHOF	NM_019034		no	no	no	no																																																																																																																								
Plate9_Actinome1	L16	Plate9_Actinome1_L16	RHOF-04	RHOF	NM_019034		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	L18	Plate9_Actinome1_L18	RHOG-01	RHOG	NM_001665		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype				decreased number of filopodia	CMPO_0000067	decreased number of filopodia phenotype													increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype	decreased cell size	CMPO_0000129	decreased cell size phenoptype	variable cell size	CMPO_0000269	increased variability of cell size in population	cell shape round or non-adherent	CMPO_0000118	round cell							cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA																									loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	L2	Plate9_Actinome1_L2	KIF11-06	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	L20	Plate9_Actinome1_L20	RHOG-02	RHOG	NM_001665		no	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype				decreased number of filopodia	CMPO_0000067	decreased number of filopodia phenotype													increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype	decreased cell size	CMPO_0000129	decreased cell size phenoptype	variable cell size	CMPO_0000269	increased variability of cell size in population	cell shape round or non-adherent	CMPO_0000118	round cell							cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA																									loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	L22	Plate9_Actinome1_L22	RHOG-03	RHOG	NM_001665		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype				decreased number of filopodia	CMPO_0000067	decreased number of filopodia phenotype													increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype	decreased cell size	CMPO_0000129	decreased cell size phenoptype	variable cell size	CMPO_0000269	increased variability of cell size in population	cell shape round or non-adherent	CMPO_0000118	round cell							cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA																									loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	L24	Plate9_Actinome1_L24	RHOG-04	RHOG	NM_001665		yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype				decreased number of filopodia	CMPO_0000067	decreased number of filopodia phenotype													increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype	decreased cell size	CMPO_0000129	decreased cell size phenoptype	variable cell size	CMPO_0000269	increased variability of cell size in population	cell shape round or non-adherent	CMPO_0000118	round cell							cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA																									loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
Plate9_Actinome1	L6	Plate9_Actinome1_L6	RHOD-03	RHOD	NM_014578		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	L8	Plate9_Actinome1_L8	RHOD-04	RHOD	NM_014578		no	yes	no	no																																																																																																																								
Plate9_Actinome1	M1	Plate9_Actinome1_M1	KIF11-07	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	M11	Plate9_Actinome1_M11	RHPN2-04	RHPN2	NM_033103		no	no	no	no																																																																																																																								
Plate9_Actinome1	M12	Plate9_Actinome1_M12	TIAM2-08	TIAM2	NM_001010927		no	no	no	no																																																																																																																								
Plate9_Actinome1	M13	Plate9_Actinome1_M13	ROCK1-05	ROCK1	NM_005406		no	no	no	no																																																																																																																								
Plate9_Actinome1	M14	Plate9_Actinome1_M14	TNK2-06	TNK2	NM_005781		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	M15	Plate9_Actinome1_M15	ROCK1-01	ROCK1	NM_005406		no	no	no	no																																																																																																																								
Plate9_Actinome1	M16	Plate9_Actinome1_M16	TNK2-05	TNK2	NM_005781		no	yes	no	no																																																																																																																								
Plate9_Actinome1	M17	Plate9_Actinome1_M17	ROCK1-02	ROCK1	NM_005406		no	yes	no	no																																																																																																																								
Plate9_Actinome1	M18	Plate9_Actinome1_M18	TNK2-08	TNK2	NM_005781		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	M19	Plate9_Actinome1_M19	ROCK1-03	ROCK1	NM_005406		no	no	no	no																																																																																																																								
Plate9_Actinome1	M2	Plate9_Actinome1_M2	KIF11-07	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	M20	Plate9_Actinome1_M20	TNK2-09	TNK2	NM_005781		no	no	no	no																																																																																																																								
Plate9_Actinome1	M21	Plate9_Actinome1_M21	ROCK2-05	ROCK2	NM_004850		no	yes	no	no																																																																																																																								
Plate9_Actinome1	M22	Plate9_Actinome1_M22	TRIO-01	TRIO	NM_007118		yes	yes	yes	yes																increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci										increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype	microtubule clumps	CMPO_0000286	aggregated microtubules phenotype										loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	M23	Plate9_Actinome1_M23	ROCK2-01	ROCK2	NM_004850		no	no	no	no																																																																																																																								
Plate9_Actinome1	M24	Plate9_Actinome1_M24	TRIO-02	TRIO	NM_007118		yes	yes	yes	yes																increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci										increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype										cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA										microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype	microtubule clumps	CMPO_0000286	aggregated microtubules phenotype										loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate9_Actinome1	M5	Plate9_Actinome1_M5	RHPN2-01	RHPN2	NM_033103		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	M6	Plate9_Actinome1_M6	TIAM2-05	TIAM2	NM_001010927		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	M7	Plate9_Actinome1_M7	RHPN2-02	RHPN2	NM_033103		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	M8	Plate9_Actinome1_M8	TIAM2-06	TIAM2	NM_001010927		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	M9	Plate9_Actinome1_M9	RHPN2-03	RHPN2	NM_033103		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	N1	Plate9_Actinome1_N1	KIF11-07	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	N10	Plate9_Actinome1_N10	RHOH-03	RHOH	NM_004310		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	N12	Plate9_Actinome1_N12	RHOH-04	RHOH	NM_004310		no	yes	no	no																																																																																																																								
Plate9_Actinome1	N14	Plate9_Actinome1_N14	RHOJ-01	RHOJ	NM_020663		no	yes	no	no																																																																																																																								
Plate9_Actinome1	N16	Plate9_Actinome1_N16	RHOJ-02	RHOJ	NM_020663		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	N18	Plate9_Actinome1_N18	RHOJ-03	RHOJ	NM_020663		no	yes	no	no																																																																																																																								
Plate9_Actinome1	N2	Plate9_Actinome1_N2	KIF11-07	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	N20	Plate9_Actinome1_N20	RHOJ-04	RHOJ	NM_020663		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	N22	Plate9_Actinome1_N22	RHOQ-01	RHOQ	NM_012249		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	N24	Plate9_Actinome1_N24	RHOQ-02	RHOQ	NM_012249		no	yes	no	no																																																																																																																								
Plate9_Actinome1	N6	Plate9_Actinome1_N6	RHOH-01	RHOH	NM_004310		yes	yes	no	no																																																																																																																								
Plate9_Actinome1	N8	Plate9_Actinome1_N8	RHOH-02	RHOH	NM_004310		no	yes	no	no																																																																																																																								
Plate9_Actinome1	O1	Plate9_Actinome1_O1	KIF11-08	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate9_Actinome1	O10	Plate9_Actinome1_O10	TRIP10-01	TRIP10	NM_004240		no	yes	no	no																																																																																																																								
