Plate	Plate Map Name	Well	Well Number	Compound Name	Compound Source	Compound SMILES	Compound Broad Identifier	Compound Broad Identifier Short	Compound Concentration (micromolar)	Control Type
20630	H-BIOA-006-1	J21	237	DMSO						negative control
20630	H-BIOA-006-1	J22	238	DMSO						negative control
20630	H-BIOA-006-1	J23	239	SALSOLIDINE	MicroSource Discovery Systems Inc.	COc1cc2CCNC(C)c2cc1OC	BRD-A75140635-001-03-8	BRD-A75140635	5	
20630	H-BIOA-006-1	J24	240	ZOLPIDEM	MicroSource Discovery Systems Inc.	CN(C)C(=O)Cc1c(nc2ccc(C)cn12)c3ccc(C)cc3	BRD-K44876623-001-01-1	BRD-K44876623	5	
20630	H-BIOA-006-1	K1	241	LAPACHOL	MicroSource Discovery Systems Inc.	CC(=CCC1C(=O)C(=O)c2ccccc2C1=O)C	BRD-A06912736-001-02-4	BRD-A06912736	5	
20630	H-BIOA-006-1	K2	242	SULFANITRAN	MicroSource Discovery Systems Inc.	CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[N+](=O)[O-]	BRD-K76845197-001-01-3	BRD-K76845197	5	
20630	H-BIOA-006-1	K3	243	HYDROXYTOLUIC ACID	MicroSource Discovery Systems Inc.	Cc1cccc(C(=O)O)c1O	BRD-K75608666-001-02-6	BRD-K75608666	5	
20630	H-BIOA-006-1	K4	244	HEXACHLOROPHENE	MicroSource Discovery Systems Inc.	Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl	BRD-K99792991-001-02-6	BRD-K99792991	5	
20630	H-BIOA-006-1	K5	245	PREDNISONE	MicroSource Discovery Systems Inc.	C[C@@]12CC(=O)C3C(CCC4=CC(=O)C=C[C@]34C)C2CC[C@]1(O)C(=O)CO	BRD-A62525898-001-02-9	BRD-A62525898	5	
20630	H-BIOA-006-1	K6	246	GUANABENZ ACETATE	MicroSource Discovery Systems Inc.	NC(=N)N/N=C\\c1c(Cl)cccc1Cl	BRD-K56800335-015-02-3	BRD-K56800335	5	
20630	H-BIOA-006-1	K7	247	DMSO						negative control
20630	H-BIOA-006-1	K8	248	DMSO						negative control
20630	H-BIOA-006-1	K9	249	PERICIAZINE	MicroSource Discovery Systems Inc.	OC1CCN(CCCN2c3ccccc3Sc4ccc(C#N)cc24)CC1	BRD-K89669299-001-02-7	BRD-K89669299	5	
20630	H-BIOA-006-1	K10	250	BENZO[a]PYRENE	MicroSource Discovery Systems Inc.	c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45	BRD-K09668667-001-02-0	BRD-K09668667	5	
20630	H-BIOA-006-1	K11	251	NORHARMAN	MicroSource Discovery Systems Inc.	c1ccc2c(c1)[nH]c3cnccc32	BRD-K47467075-001-02-7	BRD-K47467075	5	
20630	H-BIOA-006-1	K12	252	BETAHISTINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CNCCc1ccccn1	BRD-K91315211-300-02-4	BRD-K91315211	5	
20630	H-BIOA-006-1	K13	253	LORATADINE	MicroSource Discovery Systems Inc.	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc4cccnc24)CC1	BRD-K82795137-001-02-3	BRD-K82795137	5	
20630	H-BIOA-006-1	K14	254	OXIBENDAZOLE	MicroSource Discovery Systems Inc.	CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1	BRD-K52075715-001-02-6	BRD-K52075715	5	
20630	H-BIOA-006-1	K15	255	DMSO						negative control
20630	H-BIOA-006-1	K16	256	DMSO						negative control
20630	H-BIOA-006-1	K17	257	"BETAMETHASONE 17,21-DIPROPIONATE"	MicroSource Discovery Systems Inc.	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3(F)[C@@H](O)C[C@@]21C	BRD-A66861218-001-02-7	BRD-A66861218	5	
20630	H-BIOA-006-1	K18	258	ESTRONE	MicroSource Discovery Systems Inc.	C[C@@]12CCC3C(CCc4cc(O)ccc34)C2CCC1=O	BRD-A37959677-001-02-9	BRD-A37959677	5	
20630	H-BIOA-006-1	K19	259	ETOPOSIDE	MicroSource Discovery Systems Inc.	COc1cc(cc(OC)c1O)[C@H]2[C@@H]3C(COC3=O)C(OC4O[C@@H]5COC(C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26	BRD-A33280134-001-02-1	BRD-A33280134	5	
20630	H-BIOA-006-1	K20	260	ROBUSTONE	MicroSource Discovery Systems Inc.	CC1(C)Oc2cc3occ(c4ccc5OCOc5c4)c(=O)c3c(O)c2C=C1	BRD-K16117851-001-01-7	BRD-K16117851	5	
20630	H-BIOA-006-1	K21	261	alpha-CYANO-4-HYDROXYCINNAMIC ACID	MicroSource Discovery Systems Inc.	OC(=O)/C(=C/c1ccc(O)cc1)/C#N	BRD-K60302405-001-02-9	BRD-K60302405	5	
20630	H-BIOA-006-1	K22	262	KETOCONAZOLE	MicroSource Discovery Systems Inc.	CC(=O)N1CCN(CC1)c2ccc(OCC3CO[C@@](Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2	BRD-A38350138-001-02-3	BRD-A38350138	5	
20630	H-BIOA-006-1	K23	263	DMSO						negative control
20630	H-BIOA-006-1	K24	264	DMSO						negative control
20630	H-BIOA-006-1	L1	265	RHETSININE	MicroSource Discovery Systems Inc.	CNc1ccccc1C(=O)N2CCc3c([nH]c4ccccc34)C2=O	BRD-K08814982-001-02-9	BRD-K08814982	5	
20630	H-BIOA-006-1	L2	266	ALCLOMETAZONE DIPROPIONATE	MicroSource Discovery Systems Inc.	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)CC2C3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]21C	BRD-A90131694-001-01-0	BRD-A90131694	5	
20630	H-BIOA-006-1	L3	267	EPICATECHIN PENTAACETATE	MicroSource Discovery Systems Inc.	CC(=O)O[C@@H]1Cc2c(OC(=O)C)cc(OC(=O)C)cc2O[C@@H]1c3ccc(OC(=O)C)c(OC(=O)C)c3	BRD-K93674274-001-02-0	BRD-K93674274	5	
20630	H-BIOA-006-1	L4	268	GEMIFLOXACIN MESYLATE	MicroSource Discovery Systems Inc.	CO/N=C/1\\CN(CC1CN)c2nc3n(cc(C(=O)O)c(=O)c3cc2F)C4CC4	BRD-A40787240-066-02-0	BRD-A40787240	5	
20630	H-BIOA-006-1	L5	269	COSMOSIIN HEXAACETATE	MicroSource Discovery Systems Inc.	CC(=O)OC[C@H]1O[C@@H](Oc2cc(OC(=O)C)c3c(=O)cc(oc3c2)c4ccc(OC(=O)C)cc4)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C	BRD-K34844053-001-02-8	BRD-K34844053	5	
20630	H-BIOA-006-1	L6	270	RAMELTEON	MicroSource Discovery Systems Inc.	CCC(=O)NCC[C@@H]1CCc2ccc3OCCc3c12	BRD-K28761891-001-01-0	BRD-K28761891	5	
20630	H-BIOA-006-1	L7	271	DMSO						negative control
20630	H-BIOA-006-1	L8	272	DMSO						negative control
20630	H-BIOA-006-1	L9	273	3-AMINO-beta-PINENE	MicroSource Discovery Systems Inc.	CC1(C)C2CC1C(=C)C(N)C2	BRD-A31576716-003-02-6	BRD-A31576716	5	
20630	H-BIOA-006-1	L10	274	OSELTAMIVIR TARTRATE	MicroSource Discovery Systems Inc.	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(=O)C)[C@@H](N)C1	BRD-K76011241-045-01-5	BRD-K76011241	5	
20630	H-BIOA-006-1	L11	275	LONCHOCARPIC ACID	MicroSource Discovery Systems Inc.	COc1c2C=CC(C)(C)Oc2c(CC=C(C)C)c3oc(=O)c(c(O)c13)c4ccc(O)cc4	BRD-K32049721-001-02-8	BRD-K32049721	5	
20630	H-BIOA-006-1	L12	276	BERGAPTOL	MicroSource Discovery Systems Inc.	Oc1c2ccoc2cc3oc(=O)ccc13	BRD-K36383661-001-01-1	BRD-K36383661	5	
20630	H-BIOA-006-1	L13	277	MITOMYCIN C	MicroSource Discovery Systems Inc.	CO[C@]12[C@@H]3NC3CN2C4=C([C@@H]1COC(=O)N)C(=O)C(=C(C)C4=O)N	BRD-A48237631-001-02-2	BRD-A48237631	5	
20630	H-BIOA-006-1	L14	278	VARDENAFIL HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CCCc1nc(C)c2c(=O)[nH]c(nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4	BRD-K13926615-003-01-7	BRD-K13926615	5	
20630	H-BIOA-006-1	L15	279	DMSO						negative control
20630	H-BIOA-006-1	L16	280	DMSO						negative control
20630	H-BIOA-006-1	L17	281	LIOTHYRONINE	MicroSource Discovery Systems Inc.	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	BRD-A74642112-001-01-0	BRD-A74642112	5	
20630	H-BIOA-006-1	L18	282	VALACYCLOVIR HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc12	BRD-K46435977-003-01-2	BRD-K46435977	5	
20630	H-BIOA-006-1	L19	283	CLOMIPHENE CITRATE	MicroSource Discovery Systems Inc.	CCN(CC)CCOc1ccc(cc1)/C(=C(\\Cl)/c2ccccc2)/c3ccccc3	BRD-K29950728-048-02-6	BRD-K29950728	5	
20630	H-BIOA-006-1	L20	284	11a-ACETOXYPROGESTERONE	MicroSource Discovery Systems Inc.	CC(=O)O[C@@H]1C[C@]2(C)[C@H](CCC2C3CCC4=CC(=O)CC[C@]4(C)C13)C(=O)C	BRD-A56884981-001-01-8	BRD-A56884981	5	
20630	H-BIOA-006-1	L21	285	CYCLIZINE	MicroSource Discovery Systems Inc.	CN1CCN(CC1)C(c2ccccc2)c3ccccc3	BRD-K79501723-001-02-0	BRD-K79501723	5	
20630	H-BIOA-006-1	L22	286	SALICYL ALCOHOL	MicroSource Discovery Systems Inc.	OCc1ccccc1O	BRD-K08493205-001-02-3	BRD-K08493205	5	
20630	H-BIOA-006-1	L23	287	DMSO						negative control
20630	H-BIOA-006-1	L24	288	DMSO						negative control
20630	H-BIOA-006-1	M1	289	3-HYDROXYBENZYLHYDRAZINE DIHYDROCHLORIDE	MicroSource Discovery Systems Inc.	NNCc1cccc(O)c1	BRD-K66416915-300-01-2	BRD-K66416915	5	
20630	H-BIOA-006-1	M2	290	PUROMYCIN HYDROCHLORIDE	MicroSource Discovery Systems Inc.	COc1ccc(C[C@H](N)C(=O)N[C@H]2[C@@H](O)C(O[C@@H]2CO)n3cnc4c(ncnc34)N(C)C)cc1	BRD-A28970875-300-02-3	BRD-A28970875	5	
20630	H-BIOA-006-1	M3	291	HARMALOL HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CC1=NCCc2c1[nH]c3cc(O)ccc23	BRD-K14756138-003-02-3	BRD-K14756138	5	
20630	H-BIOA-006-1	M4	292	4'-DEMETHYLEPIPODOPHYLLOTOXIN	MicroSource Discovery Systems Inc.	COc1cc(cc(OC)c1O)[C@H]2C3C(COC3=O)[C@H](O)c4cc5OCOc5cc24	BRD-A34380114-001-02-2	BRD-A34380114	5	
20630	H-BIOA-006-1	M5	293	JUAREZIC ACID	MicroSource Discovery Systems Inc.	OC(=O)/C=C/C=C/c1ccccc1	BRD-K12345912-001-02-3	BRD-K12345912	5	
20630	H-BIOA-006-1	M6	294	DERRUSTONE	MicroSource Discovery Systems Inc.	COc1cc(OC)c2c(=O)c(coc2c1)c3ccc4OCOc4c3	BRD-K72135530-001-02-7	BRD-K72135530	5	
20630	H-BIOA-006-1	M7	295	CHROMOCARB	MicroSource Discovery Systems Inc.	OC(=O)c1cc(=O)c2ccccc2o1	BRD-K94720315-001-01-3	BRD-K94720315	5	
20630	H-BIOA-006-1	M8	296	LOSARTAN	MicroSource Discovery Systems Inc.	CCCCc1nc(Cl)c(CO)n1Cc2ccc(cc2)c3ccccc3c4nnn[nH]4	BRD-K76205745-001-02-5	BRD-K76205745	5	
20630	H-BIOA-006-1	M9	297	DMSO						negative control
20630	H-BIOA-006-1	M10	298	DMSO						negative control
20630	H-BIOA-006-1	M11	299	"DESACETYL (7)KHIVORINIC ACID, METHYL ESTER"	MicroSource Discovery Systems Inc.	COC(=O)[C@@H]1OC(=O)C2OC23[C@@]1(C)CCC4[C@@]5(C)[C@H](C[C@@H](OC(=O)C)C(C)(C)C5C[C@@H](O)[C@]43C)OC(=O)C	BRD-A24436948-001-02-6	BRD-A24436948	5	
20630	H-BIOA-006-1	M12	300	NAFCILLIN SODIUM	MicroSource Discovery Systems Inc.	CCOc1ccc2ccccc2c1NC(=O)[C@H]3[C@H]4SC(C)(C)C(N4C3=O)C(=O)O	BRD-A99402294-236-02-0	BRD-A99402294	5	
20630	H-BIOA-006-1	M13	301	DMSO						negative control
20630	H-BIOA-006-1	M14	302	DMSO						negative control
20630	H-BIOA-006-1	M15	303	ANGOLENSIN (R)	MicroSource Discovery Systems Inc.	COc1ccc(cc1)[C@@H](C)C(=O)c2ccc(O)cc2O	BRD-K98281970-001-02-6	BRD-K98281970	5	
20630	H-BIOA-006-1	M16	304	TRIPELENNAMINE CITRATE	MicroSource Discovery Systems Inc.	CN(C)CCN(Cc1ccccc1)c2ccccn2	BRD-K57033106-048-02-8	BRD-K57033106	5	
20630	H-BIOA-006-1	M17	305	"ORSELLINIC ACID, ETHYL ESTER"	MicroSource Discovery Systems Inc.	CCOC(=O)c1c(C)cc(O)cc1O	BRD-K97487499-001-02-2	BRD-K97487499	5	
20630	H-BIOA-006-1	M18	306	ISOXSUPRINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	C[C@H](COc1ccccc1)NC(C)[C@H](O)c2ccc(O)cc2	BRD-A75024496-003-02-0	BRD-A75024496	5	
20630	H-BIOA-006-1	M19	307	PURPUROGALLIN	MicroSource Discovery Systems Inc.	Oc1cc2cccc(O)c(=O)c2c(O)c1O	BRD-K31023358-001-02-4	BRD-K31023358	5	
20630	H-BIOA-006-1	M20	308	"GINKGETIN, K salt"	MicroSource Discovery Systems Inc.	COc1cc(O)c2c(=O)cc(oc2c1)c3ccc(OC)c(c3)c4c(O)cc(O)c5c(=O)cc(oc45)c6ccc(O)cc6	BRD-K92123432-237-02-8	BRD-K92123432	5	
20630	H-BIOA-006-1	M21	309	FISSINOLIDE	MicroSource Discovery Systems Inc.	COC(=O)C[C@H]1C(C)(C)[C@@H](OC(=O)C)[C@@H]2CC3=C4CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CCC3[C@@]1(C)C2=O	BRD-A29371732-001-02-0	BRD-A29371732	5	
20630	H-BIOA-006-1	M22	310	PIPERONYLIC ACID	MicroSource Discovery Systems Inc.	OC(=O)c1ccc2OCOc2c1	BRD-K52148119-001-01-5	BRD-K52148119	5	
20630	H-BIOA-006-1	M23	311	DEHYDROROTENONE	MicroSource Discovery Systems Inc.	COc1cc2OCc3oc4c5CC(Oc5ccc4c(=O)c3-c2cc1OC)C(=C)C	BRD-A84913188-001-02-0	BRD-A84913188	5	
20630	H-BIOA-006-1	M24	312	PERINDOPRIL ERBUMINE	MicroSource Discovery Systems Inc.	CCC[C@H](N[C@@H](C)C(=O)N1[C@@H](C[C@@H]2CCCC[C@@H]21)C(=O)O)C(=O)OCC	BRD-K92731339-227-02-3	BRD-K92731339	5	
20630	H-BIOA-006-1	N1	313	COUMARIN	MicroSource Discovery Systems Inc.	O=c1ccc2ccccc2o1	BRD-K23913458-001-02-5	BRD-K23913458	5	
20630	H-BIOA-006-1	N2	314	PLUMBAGIN	MicroSource Discovery Systems Inc.	CC1=CC(=O)c2c(O)cccc2C1=O	BRD-K36137799-001-02-4	BRD-K36137799	5	
20630	H-BIOA-006-1	N3	315	THONZYLAMINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	COc1ccc(CN(CCN(C)C)c2ncccn2)cc1	BRD-K88405679-003-01-5	BRD-K88405679	5	
20630	H-BIOA-006-1	N4	316	FLUNIXIN MEGLUMINE	MicroSource Discovery Systems Inc.	Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F	BRD-K99984802-100-01-0	BRD-K99984802	5	
20630	H-BIOA-006-1	N5	317	"7-[2-TRIFLUOROMETHYL-4-(2-HYDROXYPHENYL)-1,3-DIOXAN-cis-5-YL]-HEPT-5Z-ENOIC ACID"	MicroSource Discovery Systems Inc.	OC(=O)CCC/C=C\\C[C@@H]1CO[C@@H](O[C@@H]1c2ccccc2O)C(F)(F)F	BRD-K29133151-001-02-4	BRD-K29133151	5	
20630	H-BIOA-006-1	N6	318	8-IODOCATECHIN TETRAMETHYL ETHER	MicroSource Discovery Systems Inc.	COc1ccc(cc1OC)[C@H]2Oc3c(I)c(OC)cc(OC)c3C[C@@H]2O	BRD-K07396820-001-02-4	BRD-K07396820	5	
20630	H-BIOA-006-1	N7	319	ORTHOTHYMOTINIC ACID	MicroSource Discovery Systems Inc.	CC(C)c1ccc(C)c(C(=O)O)c1O	BRD-K95788524-001-02-4	BRD-K95788524	5	
20630	H-BIOA-006-1	N8	320	7-HYDROXY-2'-METHOXYISOFLAVONE	MicroSource Discovery Systems Inc.	COc1ccccc1c2coc3cc(O)ccc3c2=O	BRD-K09203354-001-02-4	BRD-K09203354	5	
20630	H-BIOA-006-1	N9	321	DMSO						negative control
20630	H-BIOA-006-1	N10	322	DMSO						negative control
20630	H-BIOA-006-1	N11	323	EUPARIN	MicroSource Discovery Systems Inc.	CC(=C)c1cc2cc(C(=O)C)c(O)cc2o1	BRD-K26383086-001-02-8	BRD-K26383086	5	
20630	H-BIOA-006-1	N12	324	PANTOPRAZOLE	MicroSource Discovery Systems Inc.	COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC	BRD-A22380646-001-01-5	BRD-A22380646	5	
20630	H-BIOA-006-1	N13	325	DMSO						negative control
20630	H-BIOA-006-1	N14	326	DMSO						negative control
20630	H-BIOA-006-1	N15	327	ANISODAMINE	MicroSource Discovery Systems Inc.	CN1C2C[C@H](O)[C@@H]1C[C@H](C2)OC(=O)[C@H](CO)c3ccccc3	BRD-A25706161-001-02-1	BRD-A25706161	5	
20630	H-BIOA-006-1	N16	328	CITROPTEN	MicroSource Discovery Systems Inc.	COc1cc(OC)c2ccc(=O)oc2c1	BRD-K78612426-001-02-6	BRD-K78612426	5	
20630	H-BIOA-006-1	N17	329	FLUCONAZOLE	MicroSource Discovery Systems Inc.	OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F	BRD-K05977355-001-02-6	BRD-K05977355	5	
20630	H-BIOA-006-1	N18	330	2'-METHOXYFORMONETIN	MicroSource Discovery Systems Inc.	COc1ccc(c(OC)c1)c2coc3cc(O)ccc3c2=O	BRD-K84390227-001-02-2	BRD-K84390227	5	
20630	H-BIOA-006-1	N19	331	"QUERCETIN TETRAMETHYL (5,7,3',4') ETHER"	MicroSource Discovery Systems Inc.	COc1cc(OC)c2c(=O)c(O)c(oc2c1)c3ccc(OC)c(OC)c3	BRD-K08825053-001-02-9	BRD-K08825053	5	
20630	H-BIOA-006-1	N20	332	PHENOLPHTHALEIN	MicroSource Discovery Systems Inc.	Oc1ccc(cc1)C2(OC(=O)c3ccccc32)c4ccc(O)cc4	BRD-K19227686-001-02-0	BRD-K19227686	5	
20630	H-BIOA-006-1	N21	333	ANTIAROL	MicroSource Discovery Systems Inc.	COc1cc(O)cc(OC)c1OC	BRD-K28698314-001-01-3	BRD-K28698314	5	
20630	H-BIOA-006-1	N22	334	PACHYRRHIZIN	MicroSource Discovery Systems Inc.	COc1cc2OCOc2cc1c3cc4cc5ccoc5cc4oc3=O	BRD-K02070226-001-02-0	BRD-K02070226	5	
20630	H-BIOA-006-1	N23	335	ISOLIQUIRITIGENIN	MicroSource Discovery Systems Inc.	Oc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1	BRD-K33583600-001-04-7	BRD-K33583600	5	
20630	H-BIOA-006-1	N24	336	CINNARAZINE	MicroSource Discovery Systems Inc.	C(/C=C/N1CCN(CC1)C(c2ccccc2)c3ccccc3)c4ccccc4	BRD-K32256916-001-02-4	BRD-K32256916	5	
20630	H-BIOA-006-1	O1	337	PHENACEMIDE	MicroSource Discovery Systems Inc.	NC(=O)NC(=O)Cc1ccccc1	BRD-K40905133-001-02-3	BRD-K40905133	5	
20630	H-BIOA-006-1	O2	338	ISOGINKGETIN	MicroSource Discovery Systems Inc.	COc1ccc(cc1)c2cc(=O)c3c(O)cc(O)c(c4cc(ccc4OC)c5cc(=O)c6c(O)cc(O)cc6o5)c3o2	BRD-K72661036-001-02-1	BRD-K72661036	5	
20630	H-BIOA-006-1	O3	339	GENISTEIN	MicroSource Discovery Systems Inc.	Oc1ccc(cc1)c2coc3cc(O)cc(O)c3c2=O	BRD-K43797669-001-03-1	BRD-K43797669	5	
20630	H-BIOA-006-1	O4	340	CORTISONE	MicroSource Discovery Systems Inc.	C[C@@]12CC(=O)C3C(CCC4=CC(=O)CC[C@]34C)C2CC[C@]1(O)C(=O)CO	BRD-A62731508-001-03-3	BRD-A62731508	5	
20630	H-BIOA-006-1	O5	341	THEOPHYLLINE	MicroSource Discovery Systems Inc.	Cn1c(=O)n(C)c2nc[nH]c2c1=O	BRD-K97799481-001-02-0	BRD-K97799481	5	
20630	H-BIOA-006-1	O6	342	HYDROXYPROGESTERONE	MicroSource Discovery Systems Inc.	CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C	BRD-A39791822-001-03-6	BRD-A39791822	5	
20630	H-BIOA-006-1	O7	343	N-METHYL (-)EPHEDRINE	MicroSource Discovery Systems Inc.	C[C@@H]([C@H](O)c1ccccc1)N(C)C	BRD-K82236108-001-02-3	BRD-K82236108	5	
20630	H-BIOA-006-1	O8	344	NICOTINE DITARTRATE	MicroSource Discovery Systems Inc.	CN1CCC[C@H]1c2cccnc2	BRD-K05395900-322-02-1	BRD-K05395900	5	
20630	H-BIOA-006-1	O9	345	MENTHYL BENZOATE	MicroSource Discovery Systems Inc.	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c2ccccc2	BRD-K12427081-001-02-4	BRD-K12427081	5	
20630	H-BIOA-006-1	O10	346	ERGONOVINE MALEATE	MicroSource Discovery Systems Inc.	C[C@@H](CO)NC(=O)C1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34	BRD-A90550479-050-02-7	BRD-A90550479	5	
20630	H-BIOA-006-1	O11	347	DMSO						negative control
20630	H-BIOA-006-1	O12	348	DMSO						negative control
20630	H-BIOA-006-1	O13	349	BERGAPTEN	MicroSource Discovery Systems Inc.	COc1c2ccoc2cc3oc(=O)ccc13	BRD-K12968785-001-03-4	BRD-K12968785	5	
20630	H-BIOA-006-1	O14	350	ALMOTRIPTAN	MicroSource Discovery Systems Inc.	CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12	BRD-K67601717-001-02-0	BRD-K67601717	5	
20630	H-BIOA-006-1	O15	351	3-PRENYL-4-HYDROXYACETOPHENONE	MicroSource Discovery Systems Inc.	CC(=CCc1cc(ccc1O)C(=O)C)C	BRD-K14262397-001-03-0	BRD-K14262397	5	
20630	H-BIOA-006-1	O16	352	AMLODIPINE BESYLATE	MicroSource Discovery Systems Inc.	CCOC(=O)C1=C(COCCN)NC(=C(C1c2ccccc2Cl)C(=O)OC)C	BRD-A22032524-074-02-4	BRD-A22032524	5	
20630	H-BIOA-006-1	O17	353	FORMONONETIN	MicroSource Discovery Systems Inc.	COc1ccc(cc1)c2coc3cc(O)ccc3c2=O	BRD-K55567017-001-02-4	BRD-K55567017	5	
20630	H-BIOA-006-1	O18	354	HYDRALAZINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	NNc1nncc2ccccc12	BRD-K82103381-003-03-7	BRD-K82103381	5	
20630	H-BIOA-006-1	O19	355	8-CYCLOPENTYLTHEOPHYLLINE	MicroSource Discovery Systems Inc.	Cn1c(=O)n(C)c2[nH]c(nc2c1=O)C3CCCC3	BRD-K38347298-001-02-3	BRD-K38347298	5	
20630	H-BIOA-006-1	O20	356	PAEONOL	MicroSource Discovery Systems Inc.	COc1ccc(C(=O)C)c(O)c1	BRD-K94239562-001-02-2	BRD-K94239562	5	
20630	H-BIOA-006-1	O21	357	FENBUTYRAMIDE	MicroSource Discovery Systems Inc.	CCC(C(=O)N)c1ccccc1	BRD-A25537246-001-02-9	BRD-A25537246	5	
20630	H-BIOA-006-1	O22	358	TRANYLCYPROMINE SULFATE	MicroSource Discovery Systems Inc.	NC1C[C@H]1c2ccccc2	BRD-A43974575-065-02-8	BRD-A43974575	5	
20630	H-BIOA-006-1	O23	359	DANTRON	MicroSource Discovery Systems Inc.	Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12	BRD-K10065684-001-03-3	BRD-K10065684	5	
20630	H-BIOA-006-1	O24	360	CURCUMIN	MicroSource Discovery Systems Inc.	COc1cc(/C=C/C(=O)CC(=O)\\C=C\\c2ccc(O)c(OC)c2)ccc1O	BRD-K07572174-001-02-2	BRD-K07572174	5	
20630	H-BIOA-006-1	P1	361	NOVOBIOCIN SODIUM	MicroSource Discovery Systems Inc.	CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C	BRD-K85307935-236-02-0	BRD-K85307935	5	
20630	H-BIOA-006-1	P2	362	N-FORMYLMETHIONYL-LEUCYLPHENYLALANINE	MicroSource Discovery Systems Inc.	CSCCC(NC=O)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)O	BRD-A27693633-001-02-9	BRD-A27693633	5	
20630	H-BIOA-006-1	P3	363	BETAMIPRON	MicroSource Discovery Systems Inc.	OC(=O)CCNC(=O)c1ccccc1	BRD-K82142815-001-02-7	BRD-K82142815	5	
20630	H-BIOA-006-1	P4	364	ACETYLTRYPTOPHANAMIDE	MicroSource Discovery Systems Inc.	CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N	BRD-K10171338-001-02-1	BRD-K10171338	5	
20630	H-BIOA-006-1	P5	365	AMCINONIDE	MicroSource Discovery Systems Inc.	CC(=O)OCC(=O)[C@]12OC3(CCCC3)O[C@@H]2CC4C5CCC6=CC(=O)C=C[C@]6(C)[C@@]5(F)[C@@H](O)C[C@@]41C	BRD-A36010170-001-02-4	BRD-A36010170	5	
20630	H-BIOA-006-1	P6	366	RITODRINE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CC(NCCc1ccc(O)cc1)C(O)c2ccc(O)cc2	BRD-A59174698-003-02-9	BRD-A59174698	5	
20630	H-BIOA-006-1	P7	367	SYRINGIC ACID	MicroSource Discovery Systems Inc.	COc1cc(cc(OC)c1O)C(=O)O	BRD-K51980294-001-01-9	BRD-K51980294	5	
20630	H-BIOA-006-1	P8	368	DILTIAZEM HYDROCHLORIDE	MicroSource Discovery Systems Inc.	COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(=O)C	BRD-A69636825-003-02-1	BRD-A69636825	5	
20630	H-BIOA-006-1	P9	369	DACTINOMYCIN	MicroSource Discovery Systems Inc.	CC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCC6C(=O)C(NC5=O)C(C)C)c4nc23)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C7CCCC7C1=O	BRD-A04541874-001-02-5	BRD-A04541874	5	
